Bumps,Dirtiness,K_Scratch,Other_Faults,Pastry,Stains,Z_Scratch
52,2,0,23,1,1,2
0,10,0,1,0,0,0
0,0,76,2,0,0,0
24,3,2,97,7,0,2
1,0,0,9,22,0,0
0,0,0,1,0,13,0
0,0,1,2,0,0,35
