Bumps,Dirtiness,K_Scratch,Other_Faults,Pastry,Stains,Z_Scratch
0,0,0,81,0,0,0
0,0,0,11,0,0,0
0,0,36,42,0,0,0
0,0,0,135,0,0,0
0,0,0,32,0,0,0
0,0,0,9,0,5,0
0,0,0,38,0,0,0
