class,recall
Bumps,0.6368159203980099
Dirtiness,0.7777777777777778
K_Scratch,0.9387755102040817
Other_Faults,0.7774480712166172
Pastry,0.569620253164557
Stains,1.0
Z_Scratch,0.8210526315789474
