Bumps,Dirtiness,K_Scratch,Other_Faults,Pastry,Stains,Z_Scratch
0,0,0,81,0,0,0
0,3,0,8,0,0,0
0,0,73,5,0,0,0
0,0,0,135,0,0,0
0,0,0,30,2,0,0
0,0,0,3,0,11,0
0,0,0,21,0,0,17
