topk,score,acc,macro_f1,weighted_f1,n_predicted_classes,pred_entropy_norm,margin_median
,0.6282121377802078,0.9047619047619048,0.6282121377802078,0.8675310474107631,2,0.6298973459243096,0.8303840056964892
8.0,0.8717449185012014,0.9523809523809523,0.8717449185012014,0.9498699668191194,3,0.8059924147413838,0.9988751988589046
16.0,0.8717449185012014,0.9523809523809523,0.8717449185012014,0.9498699668191194,3,0.8059924147413838,0.9988083011354125
32.0,0.8717449185012014,0.9523809523809523,0.8717449185012014,0.9498699668191194,3,0.8059924147413838,0.9987167451760243
64.0,0.6171220400728598,0.8888888888888888,0.6171220400728598,0.8522161505768063,2,0.6308150801709357,0.9986078719443967
128.0,0.6171220400728598,0.8888888888888888,0.6171220400728598,0.8522161505768063,2,0.6308150801709357,0.8979213189706516
