class,recall
0,0.9982486865148862
1,0.9912434325744308
2,0.9947552447552448
3,0.9943181818181818
4,0.9982517482517482
5,1.0
6,0.9981060606060606
7,1.0
8,0.9981060606060606
9,0.9943074003795066
