Bumps,Dirtiness,K_Scratch,Other_Faults,Pastry,Stains,Z_Scratch
33,0,0,48,0,0,0
1,3,0,7,0,0,0
0,0,71,7,0,0,0
23,0,0,109,1,0,2
2,0,0,24,6,0,0
0,0,0,2,0,12,0
0,0,0,8,0,0,30
