Bumps,Dirtiness,K_Scratch,Other_Faults,Pastry,Stains,Z_Scratch
54,1,0,25,1,0,0
1,9,0,1,0,0,0
0,0,73,3,0,2,0
17,1,1,108,3,1,4
3,0,0,13,16,0,0
1,0,0,1,0,12,0
0,0,0,0,0,0,38
