Bumps,Dirtiness,K_Scratch,Other_Faults,Pastry,Stains,Z_Scratch
16,0,0,65,0,0,0
0,8,0,3,0,0,0
0,0,67,11,0,0,0
12,0,1,122,0,0,0
0,0,0,30,2,0,0
0,0,0,5,0,9,0
0,0,0,16,0,0,22
