Bumps,Dirtiness,K_Scratch,Other_Faults,Pastry,Stains,Z_Scratch
56,0,0,24,1,0,0
1,9,0,1,0,0,0
0,0,73,3,0,2,0
18,1,2,106,2,1,5
3,0,0,14,15,0,0
2,0,0,0,0,12,0
0,0,0,0,0,0,38
