Bumps,Dirtiness,K_Scratch,Other_Faults,Pastry,Stains,Z_Scratch
0,0,0,81,0,0,0
0,1,0,10,0,0,0
0,0,30,48,0,0,0
0,0,0,135,0,0,0
0,0,0,32,0,0,0
0,0,0,14,0,0,0
0,0,0,36,0,0,2
