anchor_index,anchor_label,weight
2772,2,1.8176493e-06
4954,3,1.540068e-05
5385,3,5.0896842e-06
2126,6,1.1977873e-07
5602,4,3.1740146e-06
1095,2,2.4943365e-06
715,1,3.8828268e-05
5798,1,9.629694e-07
2969,3,1.1531254e-05
5219,2,2.9154965e-06
4771,6,1.1994254e-07
5752,6,1.2002779e-07
4816,1,8.331398e-07
224,2,1.4916852e-06
476,6,1.2027645e-07
3251,3,7.839768e-06
2735,1,2.3668415e-06
4333,1,1.2288208e-06
970,6,1.2016592e-07
3206,6,1.1999369e-07
4080,3,9.2815335e-06
6103,6,1.2014691e-07
5195,3,1.1660273e-05
451,6,1.1990491e-07
2712,5,5.7912603e-06
2557,5,3.969182e-05
1884,6,1.2017188e-07
50,3,7.901286e-06
4955,6,1.1970006e-07
4071,1,1.868047e-06
28,5,2.1815069e-05
5861,6,1.2029228e-07
4740,6,1.2019595e-07
1380,6,1.2025329e-07
2898,6,1.2021681e-07
3567,3,8.040258e-05
5681,5,1.7404602e-05
4332,1,1.2478768e-06
1463,6,1.2002333e-07
2222,1,1.0572328e-06
779,3,6.305026e-06
3427,6,1.200001e-07
2294,6,1.2016889e-07
4794,6,1.1996005e-07
95,3,6.9198513e-06
739,3,7.588425e-06
5729,2,2.121957e-06
54,3,4.3772716e-06
2354,5,1.0465977e-05
991,6,1.204931e-07
2007,1,8.715448e-07
1514,6,1.2023963e-07
501,6,1.1969081e-07
1792,1,9.594686e-07
5637,6,1.2028654e-07
5017,6,1.2050354e-07
791,1,1.6942419e-06
4156,2,1.3240716e-06
1443,6,1.2024537e-07
3397,4,5.6062877e-06
5532,6,1.2020867e-07
2623,4,5.344565e-06
1510,6,1.2023482e-07
5386,6,1.2007588e-07
1640,6,1.2028195e-07
5620,6,1.200215e-07
2253,5,2.67572e-05
1059,6,1.2047298e-07
2567,1,8.932329e-07
3568,3,6.571332e-06
2214,2,2.961635e-06
2093,1,6.3194824e-07
1368,6,1.2032257e-07
4619,6,1.1966559e-07
4788,4,5.9379495e-06
6058,2,3.1230752e-06
2910,3,1.0404346e-05
462,1,1.3223819e-06
2974,4,5.239008e-06
5177,1,8.1874293e-07
207,5,2.1033877e-05
846,3,2.0151583e-05
5741,5,9.993726e-06
3277,6,1.2030445e-07
5428,6,1.2025615e-07
1973,1,1.0650635e-06
1136,6,1.2049217e-07
154,4,4.038023e-06
4,6,1.2001361e-07
1995,6,1.2015973e-07
4973,6,1.1958208e-07
3827,6,1.2018403e-07
5116,1,1.2570176e-06
27,6,1.1987953e-07
4339,6,1.1998945e-07
6003,1,1.3492161e-06
4358,1,9.916866e-07
364,6,1.202159e-07
2892,4,2.9621574e-06
975,6,1.2016363e-07
2108,1,1.5764925e-06
4617,5,3.4447905e-05
4400,5,1.5443198e-05
468,6,1.2008985e-07
5714,6,1.2025787e-07
3718,1,1.6260999e-06
644,2,1.6836805e-06
5090,6,1.1978422e-07
1835,4,3.6429042e-06
1453,6,1.2028424e-07
4975,5,2.3853061e-05
1721,5,3.0272437e-05
1437,6,1.2031327e-07
3477,3,3.4758832e-05
4194,6,1.2016694e-07
5955,3,3.512185e-06
3056,6,1.1992962e-07
6051,2,7.3892916e-06
410,6,1.2019848e-07
6029,6,1.2011265e-07
5438,6,1.203033e-07
3199,1,8.8826084e-07
3572,1,1.0114388e-06
4186,2,1.9542438e-06
4320,5,1.8860977e-05
94,3,7.337327e-06
2389,5,2.3731127e-05
4429,5,2.9288609e-05
4303,6,1.1991968e-07
3513,6,1.2099433e-07
4742,1,1.0425357e-06
3121,3,8.958062e-06
3255,5,1.3638144e-05
4447,3,6.2499726e-06
3506,6,1.1990481e-07
2757,1,1.1069058e-06
2493,5,1.6610944e-05
4719,6,1.2034506e-07
4820,6,1.19912e-07
1859,6,1.200421e-07
3551,6,1.2032302e-07
1814,1,9.301564e-07
5746,6,1.2020158e-07
5197,6,1.2038042e-07
2654,4,4.132264e-06
2523,6,1.2107594e-07
5033,2,1.9786135e-06
2295,3,2.5595358e-05
1849,2,1.5032514e-06
2041,6,1.2006785e-07
2917,3,8.345239e-06
3586,6,1.2020065e-07
78,4,5.9047447e-06
2673,1,4.1089865e-07
5004,1,8.894688e-07
1056,5,3.9436643e-05
4242,6,1.2010429e-07
4855,4,3.185535e-06
1968,6,1.2011002e-07
310,3,1.3582189e-05
1655,6,1.2039649e-07
2017,6,1.2033266e-07
1476,6,1.2006225e-07
3372,2,3.8100093e-06
1744,1,8.171049e-07
1967,6,1.1989944e-07
4791,2,2.6366786e-06
4315,1,4.3616302e-07
1960,5,1.6529815e-05
4821,6,1.2019642e-07
1457,6,1.2023482e-07
4082,6,1.2011436e-07
3012,6,1.1991762e-07
347,6,1.2016386e-07
5685,1,7.076722e-07
5806,1,1.2771051e-06
3913,6,1.1988651e-07
4438,6,1.1981702e-07
1917,6,1.202002e-07
1232,3,1.0286053e-05
3223,6,1.2027759e-07
3036,1,1.1945574e-06
238,1,2.136551e-06
2397,5,2.5946287e-05
2065,6,1.199772e-07
4583,3,7.1065174e-06
1296,5,1.9549718e-05
4609,6,1.1974939e-07
3345,6,1.1989967e-07
1412,4,2.5653799e-06
3370,2,1.5722239e-06
3252,1,6.7538724e-07
5648,6,1.2004027e-07
5964,6,1.1997183e-07
1115,3,8.352723e-06
912,3,7.5456032e-06
372,4,9.752414e-06
253,1,9.0881986e-07
1619,1,2.6088571e-06
2788,1,1.0245146e-06
3766,1,1.3208178e-06
1097,4,1.0227092e-05
2043,6,1.2034748e-07
5604,6,1.2020857e-07
2800,2,1.9858007e-06
2588,5,0.00011757382
137,4,6.0893763e-06
2071,6,1.2020568e-07
4319,6,1.1975247e-07
966,6,1.2019629e-07
4837,4,4.8563465e-06
736,2,1.1653075e-06
549,6,1.1953637e-07
5906,2,8.450187e-07
4936,6,1.2059517e-07
1574,1,1.8368983e-06
2572,5,3.0247042e-05
1288,1,2.0596742e-06
4940,2,2.1080214e-06
4237,1,6.7538275e-07
5933,6,1.2018667e-07
19,6,1.2022575e-07
1073,6,1.201854e-07
2861,6,1.2044529e-07
3142,4,7.200195e-06
2684,6,1.1986205e-07
369,5,2.3067909e-05
2109,4,5.944182e-06
5509,1,2.5209692e-05
2784,1,1.0247325e-06
904,3,6.990085e-06
1331,6,1.1977279e-07
3201,4,3.6622334e-06
5514,6,1.2027874e-07
2086,5,6.0821592e-05
5505,3,5.861175e-06
3749,3,5.370566e-06
1468,6,1.2003021e-07
2078,6,1.2017578e-07
623,6,1.1987976e-07
3125,2,3.743268e-06
2564,1,7.735028e-07
394,6,1.1985941e-07
1928,6,1.2006146e-07
1863,6,1.2005023e-07
4307,6,1.1990402e-07
3592,4,3.1029972e-06
4958,6,1.1983062e-07
36,1,1.4937779e-06
3894,3,4.692035e-06
4522,1,5.8700766e-07
3915,6,1.2031947e-07
6006,6,1.1996485e-07
157,3,1.2944083e-05
6110,6,1.1987966e-07
899,3,5.480263e-06
4551,1,1.2813701e-06
2263,3,3.5496683e-05
4783,1,1.0109161e-06
2715,4,2.702902e-06
1307,6,1.2017234e-07
3137,1,9.4921603e-07
281,4,3.5007818e-06
1591,6,1.196979e-07
114,4,5.8122578e-06
1768,2,1.4129096e-06
2234,4,6.778965e-06
3563,3,7.385692e-06
898,5,1.4071737e-05
328,5,4.1429914e-05
5763,3,1.0484948e-05
5753,2,1.5091695e-06
1164,6,1.2019217e-07
187,6,1.2003409e-07
4540,3,2.5453179e-05
5442,6,1.1986879e-07
4866,5,1.9045578e-05
4548,4,2.8957227e-06
2915,2,1.9663619e-06
199,6,1.201516e-07
3792,2,9.281148e-07
3748,6,1.2025237e-07
5276,6,1.2006248e-07
4741,3,3.2836879e-06
4692,6,1.2005997e-07
1140,1,1.1450037e-06
5633,3,7.169847e-06
4462,1,6.1123023e-07
449,1,2.7410294e-06
5126,6,1.201878e-07
191,6,1.1967416e-07
4868,5,1.4712679e-05
5776,5,2.1863596e-05
3115,4,4.4953326e-06
4541,4,3.5789335e-06
4203,6,1.2000422e-07
