topk,score,acc,macro_f1,weighted_f1,n_predicted_classes,pred_entropy_norm,margin_median
,0.9962737689462065,0.9963636363636363,0.9962737689462065,0.9963634367605831,10,0.999593898437259,0.09984622276835123
8.0,0.9962737689462065,0.9963636363636363,0.9962737689462065,0.9963634367605831,10,0.999593898437259,0.9997182415947681
16.0,0.9962737689462065,0.9963636363636363,0.9962737689462065,0.9963634367605831,10,0.999593898437259,0.9997090515311684
32.0,0.9962737689462065,0.9963636363636363,0.9962737689462065,0.9963634367605831,10,0.999593898437259,0.9996976644099038
64.0,0.9962737689462065,0.9963636363636363,0.9962737689462065,0.9963634367605831,10,0.999593898437259,0.9996825496796041
128.0,0.9962737689462065,0.9963636363636363,0.9962737689462065,0.9963634367605831,10,0.999593898437259,0.9996669647853356
