topk,score,acc,macro_f1,weighted_f1,n_predicted_classes,pred_entropy_norm,margin_median
,0.49288793983218215,0.7776904948939513,0.49288793983218215,0.8400843460552824,2,0.736452759872335,0.2217450377805002
8.0,0.5140763944163436,0.8248232521602514,0.5140763944163436,0.8690848379882147,2,0.6273487486407978,0.24288114534401112
16.0,0.5135917030567685,0.8240377062058131,0.5135917030567685,0.8686051756844368,2,0.6292492238560347,0.2405541842228841
32.0,0.5128345542612386,0.812254516889238,0.5128345542612386,0.8617578173237269,2,0.6641155152010397,0.23845971587403963
64.0,0.49288793983218215,0.7776904948939513,0.49288793983218215,0.8400843460552824,2,0.736452759872335,0.23564082194082575
128.0,0.49202982253491545,0.7761194029850746,0.49202982253491545,0.8390846356268641,2,0.739480936716638,0.23238810380942843
