checkpoint_name,checkpoint_path,checkpoint_sha256,dataset_key,dataset_name,resolved_dataset_id,resolved_task_id,dataset_version,input_spec,seed,test_size,stratified,n_train,n_test,case_id,condition,param_type,param_value,applies_to,p_cell,rotation_seed,rotation_cols_hash,acc,f1_macro,nll,ece,n_estimators,batch_size,use_hierarchical,device
SA,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,openml_1461_v1__bank_marketing,bank-marketing,1461,14965,1,14965,45,0.2,True,36168,9043,uninformative_features_shuffled_n_add_10_0_both,uninformative_features_shuffled,n_add,10.0,both,,,,0.8968262744664381,0.6883801028054148,0.23699201549674265,0.016680456896502154,32,8,True,cuda
SA,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,openml_1461_v1__bank_marketing,bank-marketing,1461,14965,1,14965,45,0.2,True,36168,9043,uninformative_features_shuffled_n_add_50_0_both,uninformative_features_shuffled,n_add,50.0,both,,,,0.8904124737365918,0.6186205716401891,0.253572625556528,0.01750065674497583,32,8,True,cuda
SA,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,openml_1461_v1__bank_marketing,bank-marketing,1461,14965,1,14965,45,0.2,True,36168,9043,cell_outliers_tabpfn_outlier_factor_10_0_both,cell_outliers_tabpfn,outlier_factor,10.0,both,0.02,,,0.8992590954329316,0.6923620493276152,0.22407545929949949,0.011720121434129567,32,8,True,cuda
SA,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,openml_1461_v1__bank_marketing,bank-marketing,1461,14965,1,14965,45,0.2,True,36168,9043,cell_outliers_tabpfn_outlier_factor_50_0_both,cell_outliers_tabpfn,outlier_factor,50.0,both,0.02,,,0.8976003538648678,0.662188693701195,0.22553130899469875,0.00913892427166254,32,8,True,cuda
SA,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,openml_1461_v1__bank_marketing,bank-marketing,1461,14965,1,14965,45,0.2,True,36168,9043,icl_noisy_demo_labels_frac_0_1_train,icl_noisy_demo_labels,frac,0.1,train,,,,0.9011390025434037,0.7122044418623527,0.2590060668729142,0.05553927969170611,32,8,True,cuda
SA,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,openml_1461_v1__bank_marketing,bank-marketing,1461,14965,1,14965,45,0.2,True,36168,9043,feature_rotation_kdim_both_k_subspace_7_0_both,feature_rotation_kdim_both,k_subspace,7.0,both,,991603.0,c14cc679cdde,0.9000331748313612,0.7080711467644849,0.22289678057206228,0.017440052069645304,32,8,True,cuda
EA-ICL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,openml_1461_v1__bank_marketing,bank-marketing,1461,14965,1,14965,45,0.2,True,36168,9043,clean_none_0_0_none,clean,none,0.0,none,,,,0.9004755059161783,0.7037638339636091,0.2253971010664967,0.01265659608316804,32,8,True,cuda
EA-ICL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,openml_1461_v1__bank_marketing,bank-marketing,1461,14965,1,14965,45,0.2,True,36168,9043,uninformative_features_shuffled_n_add_10_0_both,uninformative_features_shuffled,n_add,10.0,both,,,,0.8943934534999447,0.6760674661318444,0.23838608893653504,0.011781724287874874,32,8,True,cuda
EA-ICL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,openml_1461_v1__bank_marketing,bank-marketing,1461,14965,1,14965,45,0.2,True,36168,9043,uninformative_features_shuffled_n_add_50_0_both,uninformative_features_shuffled,n_add,50.0,both,,,,0.8895278115669578,0.5926512106960543,0.2597356291335001,0.016902970902545094,32,8,True,cuda
EA-ICL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,openml_1461_v1__bank_marketing,bank-marketing,1461,14965,1,14965,45,0.2,True,36168,9043,cell_outliers_tabpfn_outlier_factor_10_0_both,cell_outliers_tabpfn,outlier_factor,10.0,both,0.02,,,0.8967156916952339,0.6669590084322501,0.23137034688498945,0.014459102017734747,32,8,True,cuda
EA-ICL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,openml_1461_v1__bank_marketing,bank-marketing,1461,14965,1,14965,45,0.2,True,36168,9043,cell_outliers_tabpfn_outlier_factor_50_0_both,cell_outliers_tabpfn,outlier_factor,50.0,both,0.02,,,0.8968262744664381,0.6371654250748999,0.2313584980462727,0.010940470553651986,32,8,True,cuda
EA-ICL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,openml_1461_v1__bank_marketing,bank-marketing,1461,14965,1,14965,45,0.2,True,36168,9043,icl_noisy_demo_labels_frac_0_1_train,icl_noisy_demo_labels,frac,0.1,train,,,,0.8981532677208891,0.6940584074711053,0.26645762160240877,0.05608734285806404,32,8,True,cuda
EA-ICL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,openml_1461_v1__bank_marketing,bank-marketing,1461,14965,1,14965,45,0.2,True,36168,9043,feature_rotation_kdim_both_k_subspace_7_0_both,feature_rotation_kdim_both,k_subspace,7.0,both,,991603.0,c14cc679cdde,0.8980426849496849,0.6948846323646516,0.22700649246126411,0.01739694592199483,32,8,True,cuda
EA-FULL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,openml_1461_v1__bank_marketing,bank-marketing,1461,14965,1,14965,45,0.2,True,36168,9043,clean_none_0_0_none,clean,none,0.0,none,,,,0.9006966714585868,0.7002337852028865,0.22466328400619467,0.012907088264274285,32,8,True,cuda
EA-FULL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,openml_1461_v1__bank_marketing,bank-marketing,1461,14965,1,14965,45,0.2,True,36168,9043,uninformative_features_shuffled_n_add_10_0_both,uninformative_features_shuffled,n_add,10.0,both,,,,0.8937299568727193,0.6550824725103208,0.23700129556612878,0.013442487905448075,32,8,True,cuda
EA-FULL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,openml_1461_v1__bank_marketing,bank-marketing,1461,14965,1,14965,45,0.2,True,36168,9043,uninformative_features_shuffled_n_add_50_0_both,uninformative_features_shuffled,n_add,50.0,both,,,,0.8876479044564857,0.5541647127147147,0.2581565408316569,0.020465903480957538,32,8,True,cuda
EA-FULL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,openml_1461_v1__bank_marketing,bank-marketing,1461,14965,1,14965,45,0.2,True,36168,9043,cell_outliers_tabpfn_outlier_factor_10_0_both,cell_outliers_tabpfn,outlier_factor,10.0,both,0.02,,,0.8961627778392126,0.6597243252243441,0.2324724711622857,0.012194349961405818,32,8,True,cuda
EA-FULL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,openml_1461_v1__bank_marketing,bank-marketing,1461,14965,1,14965,45,0.2,True,36168,9043,cell_outliers_tabpfn_outlier_factor_50_0_both,cell_outliers_tabpfn,outlier_factor,50.0,both,0.02,,,0.8977109366360722,0.6300243022851313,0.2350493318168396,0.011033278861220396,32,8,True,cuda
EA-FULL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,openml_1461_v1__bank_marketing,bank-marketing,1461,14965,1,14965,45,0.2,True,36168,9043,icl_noisy_demo_labels_frac_0_1_train,icl_noisy_demo_labels,frac,0.1,train,,,,0.8992590954329316,0.6899556353820859,0.266337962519648,0.056095459543470894,32,8,True,cuda
EA-FULL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,openml_1461_v1__bank_marketing,bank-marketing,1461,14965,1,14965,45,0.2,True,36168,9043,feature_rotation_kdim_both_k_subspace_7_0_both,feature_rotation_kdim_both,k_subspace,7.0,both,,991603.0,c14cc679cdde,0.8977109366360722,0.6923957937440852,0.22645355668056083,0.015184979193323745,32,8,True,cuda
SA,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,openml_1461_v1__bank_marketing,bank-marketing,1461,14965,1,14965,46,0.2,True,36168,9043,clean_none_0_0_none,clean,none,0.0,none,,,,0.9036824062811014,0.7254639787524966,0.21462640020620322,0.009929399824928131,32,8,True,cuda
SA,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,openml_1461_v1__bank_marketing,bank-marketing,1461,14965,1,14965,46,0.2,True,36168,9043,uninformative_features_shuffled_n_add_10_0_both,uninformative_features_shuffled,n_add,10.0,both,,,,0.8987061815769103,0.7026375456810333,0.23102316127686037,0.011782010407307038,32,8,True,cuda
SA,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,openml_1461_v1__bank_marketing,bank-marketing,1461,14965,1,14965,46,0.2,True,36168,9043,uninformative_features_shuffled_n_add_50_0_both,uninformative_features_shuffled,n_add,50.0,both,,,,0.8905230565077961,0.6469908119356826,0.24724764802052426,0.015015794615770312,32,8,True,cuda
SA,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,openml_1461_v1__bank_marketing,bank-marketing,1461,14965,1,14965,46,0.2,True,36168,9043,cell_outliers_tabpfn_outlier_factor_10_0_both,cell_outliers_tabpfn,outlier_factor,10.0,both,0.02,,,0.9011390025434037,0.7022191782759477,0.22070785299232268,0.010974729521195735,32,8,True,cuda
SA,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,openml_1461_v1__bank_marketing,bank-marketing,1461,14965,1,14965,46,0.2,True,36168,9043,cell_outliers_tabpfn_outlier_factor_50_0_both,cell_outliers_tabpfn,outlier_factor,50.0,both,0.02,,,0.898595598805706,0.672826974037613,0.2211758458902646,0.008045297313366655,32,8,True,cuda
SA,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,openml_1461_v1__bank_marketing,bank-marketing,1461,14965,1,14965,46,0.2,True,36168,9043,icl_noisy_demo_labels_frac_0_1_train,icl_noisy_demo_labels,frac,0.1,train,,,,0.9032400751962845,0.7184677572665037,0.257080342746569,0.060703923424616696,32,8,True,cuda
SA,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,openml_1461_v1__bank_marketing,bank-marketing,1461,14965,1,14965,46,0.2,True,36168,9043,feature_rotation_kdim_both_k_subspace_7_0_both,feature_rotation_kdim_both,k_subspace,7.0,both,,605668.0,d2090859f7b4,0.9011390025434037,0.7166300731449818,0.21739801152947774,0.01290331040548695,32,8,True,cuda
EA-ICL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,openml_1461_v1__bank_marketing,bank-marketing,1461,14965,1,14965,46,0.2,True,36168,9043,clean_none_0_0_none,clean,none,0.0,none,,,,0.9019130819418335,0.7094447347772601,0.2219889786583749,0.010244279523134702,32,8,True,cuda
EA-ICL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,openml_1461_v1__bank_marketing,bank-marketing,1461,14965,1,14965,46,0.2,True,36168,9043,uninformative_features_shuffled_n_add_10_0_both,uninformative_features_shuffled,n_add,10.0,both,,,,0.8978215194072764,0.6842947865407634,0.23267103108440731,0.009270475894941024,32,8,True,cuda
EA-ICL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,openml_1461_v1__bank_marketing,bank-marketing,1461,14965,1,14965,46,0.2,True,36168,9043,uninformative_features_shuffled_n_add_50_0_both,uninformative_features_shuffled,n_add,50.0,both,,,,0.8911865531350216,0.6356961080050701,0.2511965261704132,0.01253014112170075,32,8,True,cuda
EA-ICL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,openml_1461_v1__bank_marketing,bank-marketing,1461,14965,1,14965,46,0.2,True,36168,9043,cell_outliers_tabpfn_outlier_factor_10_0_both,cell_outliers_tabpfn,outlier_factor,10.0,both,0.02,,,0.8989273471193188,0.671362688459554,0.22923068689203738,0.011218265089513613,32,8,True,cuda
EA-ICL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,openml_1461_v1__bank_marketing,bank-marketing,1461,14965,1,14965,46,0.2,True,36168,9043,cell_outliers_tabpfn_outlier_factor_50_0_both,cell_outliers_tabpfn,outlier_factor,50.0,both,0.02,,,0.8980426849496849,0.6485962979746689,0.23049978479249333,0.007755157715001088,32,8,True,cuda
EA-ICL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,openml_1461_v1__bank_marketing,bank-marketing,1461,14965,1,14965,46,0.2,True,36168,9043,icl_noisy_demo_labels_frac_0_1_train,icl_noisy_demo_labels,frac,0.1,train,,,,0.9004755059161783,0.7008719468628437,0.26524617587714694,0.05654290477667684,32,8,True,cuda
EA-ICL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,openml_1461_v1__bank_marketing,bank-marketing,1461,14965,1,14965,46,0.2,True,36168,9043,feature_rotation_kdim_both_k_subspace_7_0_both,feature_rotation_kdim_both,k_subspace,7.0,both,,605668.0,d2090859f7b4,0.9009178370009953,0.7085153165183556,0.22314729610314496,0.012129910867799262,32,8,True,cuda
EA-FULL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,openml_1461_v1__bank_marketing,bank-marketing,1461,14965,1,14965,46,0.2,True,36168,9043,clean_none_0_0_none,clean,none,0.0,none,,,,0.9009178370009953,0.7009014159708089,0.22113222701408253,0.010467867803536698,32,8,True,cuda
EA-FULL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,openml_1461_v1__bank_marketing,bank-marketing,1461,14965,1,14965,46,0.2,True,36168,9043,uninformative_features_shuffled_n_add_10_0_both,uninformative_features_shuffled,n_add,10.0,both,,,,0.8957204467543957,0.6570310956284314,0.2351617291060498,0.012398697641008413,32,8,True,cuda
EA-FULL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,openml_1461_v1__bank_marketing,bank-marketing,1461,14965,1,14965,46,0.2,True,36168,9043,uninformative_features_shuffled_n_add_50_0_both,uninformative_features_shuffled,n_add,50.0,both,,,,0.8893066460245493,0.5764504875919814,0.2561856461649801,0.018107392323118643,32,8,True,cuda
EA-FULL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,openml_1461_v1__bank_marketing,bank-marketing,1461,14965,1,14965,46,0.2,True,36168,9043,cell_outliers_tabpfn_outlier_factor_10_0_both,cell_outliers_tabpfn,outlier_factor,10.0,both,0.02,,,0.8973791883224593,0.6585447786700346,0.23024817927756097,0.01300462982526172,32,8,True,cuda
EA-FULL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,openml_1461_v1__bank_marketing,bank-marketing,1461,14965,1,14965,46,0.2,True,36168,9043,cell_outliers_tabpfn_outlier_factor_50_0_both,cell_outliers_tabpfn,outlier_factor,50.0,both,0.02,,,0.8961627778392126,0.6165826619161934,0.2344815515187009,0.010544582567000898,32,8,True,cuda
EA-FULL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,openml_1461_v1__bank_marketing,bank-marketing,1461,14965,1,14965,46,0.2,True,36168,9043,icl_noisy_demo_labels_frac_0_1_train,icl_noisy_demo_labels,frac,0.1,train,,,,0.9002543403737697,0.6836071055089571,0.2650350444381615,0.05914884358792791,32,8,True,cuda
EA-FULL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,openml_1461_v1__bank_marketing,bank-marketing,1461,14965,1,14965,46,0.2,True,36168,9043,feature_rotation_kdim_both_k_subspace_7_0_both,feature_rotation_kdim_both,k_subspace,7.0,both,,605668.0,d2090859f7b4,0.9013601680858122,0.703852435880604,0.22216345830061382,0.012549168245198934,32,8,True,cuda
SA,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,openml_1485_v1__madelon,madelon,1485,9976,1,9976,42,0.2,True,2080,520,clean_none_0_0_none,clean,none,0.0,none,,,,0.65,0.6499948224086155,0.645598126228751,0.08452475093878234,32,8,True,cuda
SA,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,openml_1485_v1__madelon,madelon,1485,9976,1,9976,42,0.2,True,2080,520,uninformative_features_shuffled_n_add_10_0_both,uninformative_features_shuffled,n_add,10.0,both,,,,0.6384615384615384,0.6375554270291113,0.6477208412598462,0.0864870440501433,32,8,True,cuda
SA,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,openml_1485_v1__madelon,madelon,1485,9976,1,9976,42,0.2,True,2080,520,uninformative_features_shuffled_n_add_50_0_both,uninformative_features_shuffled,n_add,50.0,both,,,,0.6384615384615384,0.637925925925926,0.6518703765070691,0.08081180969109902,32,8,True,cuda
SA,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,openml_1485_v1__madelon,madelon,1485,9976,1,9976,42,0.2,True,2080,520,cell_outliers_tabpfn_outlier_factor_10_0_both,cell_outliers_tabpfn,outlier_factor,10.0,both,0.02,,,0.6826923076923077,0.6817023360377505,0.6130150738656716,0.11452482308332737,32,8,True,cuda
SA,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,openml_1485_v1__madelon,madelon,1485,9976,1,9976,42,0.2,True,2080,520,cell_outliers_tabpfn_outlier_factor_50_0_both,cell_outliers_tabpfn,outlier_factor,50.0,both,0.02,,,0.6096153846153847,0.608850154332996,0.6696690676506657,0.08470694376872138,32,8,True,cuda
SA,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,openml_1485_v1__madelon,madelon,1485,9976,1,9976,42,0.2,True,2080,520,icl_noisy_demo_labels_frac_0_1_train,icl_noisy_demo_labels,frac,0.1,train,,,,0.6384615384615384,0.638375946969697,0.6567850653940148,0.08761321581327,32,8,True,cuda
SA,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,openml_1485_v1__madelon,madelon,1485,9976,1,9976,42,0.2,True,2080,520,feature_rotation_kdim_both_k_subspace_8_0_both,feature_rotation_kdim_both,k_subspace,8.0,both,,1233.0,f13973fbb9da,0.6365384615384615,0.6364725856386697,0.6435047004859586,0.09212922591429491,32,8,True,cuda
EA-ICL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,openml_1485_v1__madelon,madelon,1485,9976,1,9976,42,0.2,True,2080,520,clean_none_0_0_none,clean,none,0.0,none,,,,0.6442307692307693,0.6441662875299148,0.66606493351626,0.10584258746642329,32,8,True,cuda
EA-ICL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,openml_1485_v1__madelon,madelon,1485,9976,1,9976,42,0.2,True,2080,520,uninformative_features_shuffled_n_add_10_0_both,uninformative_features_shuffled,n_add,10.0,both,,,,0.6557692307692308,0.6557068403667825,0.6597143097516328,0.1090079814195633,32,8,True,cuda
EA-ICL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,openml_1485_v1__madelon,madelon,1485,9976,1,9976,42,0.2,True,2080,520,uninformative_features_shuffled_n_add_50_0_both,uninformative_features_shuffled,n_add,50.0,both,,,,0.6365384615384615,0.636504854368932,0.6782157106873351,0.11239182375944581,32,8,True,cuda
EA-ICL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,openml_1485_v1__madelon,madelon,1485,9976,1,9976,42,0.2,True,2080,520,cell_outliers_tabpfn_outlier_factor_10_0_both,cell_outliers_tabpfn,outlier_factor,10.0,both,0.02,,,0.6153846153846154,0.6153334023760559,0.6820175989734605,0.09625580104497762,32,8,True,cuda
