checkpoint_name,checkpoint_path,checkpoint_sha256,dataset_key,dataset_name,resolved_dataset_id,resolved_task_id,dataset_version,input_spec,seed,test_size,stratified,n_train,n_test,case_id,condition,param_type,param_value,applies_to,p_cell,rotation_seed,rotation_cols_hash,acc,f1_macro,nll,ece,n_estimators,batch_size,use_hierarchical,device
EA-ICL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,43,0.2,True,7898,1975,cell_outliers_tabpfn_outlier_factor_50_0_both,cell_outliers_tabpfn,outlier_factor,50.0,both,0.02,,,0.6531645569620254,0.6047476254692224,0.8877980755894329,0.02772433566141734,32,8,True,cuda
EA-ICL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,43,0.2,True,7898,1975,icl_noisy_demo_labels_frac_0_1_train,icl_noisy_demo_labels,frac,0.1,train,,,,0.6946835443037974,0.6568644864257631,0.8286759047435572,0.08395875167243087,32,8,True,cuda
EA-ICL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,43,0.2,True,7898,1975,feature_rotation_kdim_both_k_subspace_8_0_both,feature_rotation_kdim_both,k_subspace,8.0,both,,736631.0,b72441355c78,0.7179746835443038,0.6862302943911937,0.7525974936491358,0.054965298885031585,32,8,True,cuda
EA-FULL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,43,0.2,True,7898,1975,clean_none_0_0_none,clean,none,0.0,none,,,,0.7113924050632912,0.6755576018149698,0.7657087557521065,0.06549528153636786,32,8,True,cuda
EA-FULL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,43,0.2,True,7898,1975,uninformative_features_shuffled_n_add_10_0_both,uninformative_features_shuffled,n_add,10.0,both,,,,0.6369620253164557,0.5759282713681222,0.9553693415179806,0.050472551312627664,32,8,True,cuda
EA-FULL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,43,0.2,True,7898,1975,uninformative_features_shuffled_n_add_50_0_both,uninformative_features_shuffled,n_add,50.0,both,,,,0.5362025316455696,0.40645817066140316,1.140458010621762,0.024502180769473685,32,8,True,cuda
EA-FULL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,43,0.2,True,7898,1975,cell_outliers_tabpfn_outlier_factor_10_0_both,cell_outliers_tabpfn,outlier_factor,10.0,both,0.02,,,0.6875949367088607,0.6381225857552442,0.8308283373093566,0.06906520114669316,32,8,True,cuda
EA-FULL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,43,0.2,True,7898,1975,cell_outliers_tabpfn_outlier_factor_50_0_both,cell_outliers_tabpfn,outlier_factor,50.0,both,0.02,,,0.6349367088607595,0.5762059057630975,0.9457314715703019,0.04543033817146399,32,8,True,cuda
EA-FULL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,43,0.2,True,7898,1975,icl_noisy_demo_labels_frac_0_1_train,icl_noisy_demo_labels,frac,0.1,train,,,,0.6855696202531646,0.633977220979293,0.866844068794571,0.10687285590775406,32,8,True,cuda
EA-FULL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,43,0.2,True,7898,1975,feature_rotation_kdim_both_k_subspace_8_0_both,feature_rotation_kdim_both,k_subspace,8.0,both,,736631.0,b72441355c78,0.7113924050632912,0.6738524052139158,0.7712174942147296,0.06422193104707741,32,8,True,cuda
SA,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,44,0.2,True,7898,1975,clean_none_0_0_none,clean,none,0.0,none,,,,0.7215189873417721,0.692245284046075,0.7695554452867647,0.037766291536862326,32,8,True,cuda
SA,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,44,0.2,True,7898,1975,uninformative_features_shuffled_n_add_10_0_both,uninformative_features_shuffled,n_add,10.0,both,,,,0.6308860759493671,0.5639437855607279,0.9721948305398574,0.02511405885974062,32,8,True,cuda
SA,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,44,0.2,True,7898,1975,uninformative_features_shuffled_n_add_50_0_both,uninformative_features_shuffled,n_add,50.0,both,,,,0.5443037974683544,0.4214069487200467,1.1340377951104283,0.022047749440881264,32,8,True,cuda
SA,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,44,0.2,True,7898,1975,cell_outliers_tabpfn_outlier_factor_10_0_both,cell_outliers_tabpfn,outlier_factor,10.0,both,0.02,,,0.690126582278481,0.6510986818909792,0.8385097672116911,0.036063103721111635,32,8,True,cuda
SA,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,44,0.2,True,7898,1975,cell_outliers_tabpfn_outlier_factor_50_0_both,cell_outliers_tabpfn,outlier_factor,50.0,both,0.02,,,0.6521518987341772,0.607102407039264,0.9264810742661411,0.02759825214554993,32,8,True,cuda
SA,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,44,0.2,True,7898,1975,icl_noisy_demo_labels_frac_0_1_train,icl_noisy_demo_labels,frac,0.1,train,,,,0.6982278481012658,0.6554945704391063,0.8444273611263726,0.08063575795934169,32,8,True,cuda
SA,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,44,0.2,True,7898,1975,feature_rotation_kdim_both_k_subspace_8_0_both,feature_rotation_kdim_both,k_subspace,8.0,both,,55897.0,75116c82c49e,0.7093670886075949,0.6795630561406035,0.7865593292755325,0.03665334693993194,32,8,True,cuda
EA-ICL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,44,0.2,True,7898,1975,clean_none_0_0_none,clean,none,0.0,none,,,,0.7255696202531645,0.6975901900584175,0.7686677622536171,0.04205139738094959,32,8,True,cuda
EA-ICL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,44,0.2,True,7898,1975,uninformative_features_shuffled_n_add_10_0_both,uninformative_features_shuffled,n_add,10.0,both,,,,0.6308860759493671,0.5685202785666534,0.967722087055838,0.028136629665954205,32,8,True,cuda
EA-ICL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,44,0.2,True,7898,1975,uninformative_features_shuffled_n_add_50_0_both,uninformative_features_shuffled,n_add,50.0,both,,,,0.5463291139240506,0.4201457223792434,1.1320377895357707,0.02412688213058664,32,8,True,cuda
EA-ICL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,44,0.2,True,7898,1975,cell_outliers_tabpfn_outlier_factor_10_0_both,cell_outliers_tabpfn,outlier_factor,10.0,both,0.02,,,0.6931645569620253,0.6562142386306602,0.835710275239875,0.04033916135377521,32,8,True,cuda
EA-ICL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,44,0.2,True,7898,1975,cell_outliers_tabpfn_outlier_factor_50_0_both,cell_outliers_tabpfn,outlier_factor,50.0,both,0.02,,,0.669873417721519,0.6332580719362003,0.8880104552295202,0.03820053420489348,32,8,True,cuda
EA-ICL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,44,0.2,True,7898,1975,icl_noisy_demo_labels_frac_0_1_train,icl_noisy_demo_labels,frac,0.1,train,,,,0.6936708860759494,0.6536634847581493,0.8410688516928672,0.07734027095987826,32,8,True,cuda
EA-ICL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,44,0.2,True,7898,1975,feature_rotation_kdim_both_k_subspace_8_0_both,feature_rotation_kdim_both,k_subspace,8.0,both,,55897.0,75116c82c49e,0.7210126582278481,0.694707254715638,0.7838743255799138,0.04177760664420791,32,8,True,cuda
EA-FULL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,44,0.2,True,7898,1975,clean_none_0_0_none,clean,none,0.0,none,,,,0.7179746835443038,0.686027418478339,0.7832941167115,0.050294724438763865,32,8,True,cuda
EA-FULL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,44,0.2,True,7898,1975,uninformative_features_shuffled_n_add_10_0_both,uninformative_features_shuffled,n_add,10.0,both,,,,0.6318987341772152,0.5663393433106212,0.9746314522885775,0.038264867248414436,32,8,True,cuda
EA-FULL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,44,0.2,True,7898,1975,uninformative_features_shuffled_n_add_50_0_both,uninformative_features_shuffled,n_add,50.0,both,,,,0.5356962025316455,0.40200496585929646,1.152565739792257,0.020500278774696054,32,8,True,cuda
EA-FULL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,44,0.2,True,7898,1975,cell_outliers_tabpfn_outlier_factor_10_0_both,cell_outliers_tabpfn,outlier_factor,10.0,both,0.02,,,0.6946835443037974,0.6548534145348208,0.8453493980175106,0.05487437808060949,32,8,True,cuda
EA-FULL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,44,0.2,True,7898,1975,cell_outliers_tabpfn_outlier_factor_50_0_both,cell_outliers_tabpfn,outlier_factor,50.0,both,0.02,,,0.6435443037974684,0.592860093284678,0.9444763569071214,0.045751004883005646,32,8,True,cuda
EA-FULL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,44,0.2,True,7898,1975,icl_noisy_demo_labels_frac_0_1_train,icl_noisy_demo_labels,frac,0.1,train,,,,0.6941772151898734,0.6512745944848345,0.864165191077919,0.10184911842587627,32,8,True,cuda
EA-FULL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,44,0.2,True,7898,1975,feature_rotation_kdim_both_k_subspace_8_0_both,feature_rotation_kdim_both,k_subspace,8.0,both,,55897.0,75116c82c49e,0.7149367088607594,0.6833493489661631,0.7983684388223838,0.052256932998005365,32,8,True,cuda
SA,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,45,0.2,True,7898,1975,clean_none_0_0_none,clean,none,0.0,none,,,,0.7230379746835442,0.6892540667010907,0.7419895281122088,0.041580562832989276,32,8,True,cuda
SA,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,45,0.2,True,7898,1975,uninformative_features_shuffled_n_add_10_0_both,uninformative_features_shuffled,n_add,10.0,both,,,,0.6283544303797468,0.5557706929653035,0.9644699981282798,0.0306796201120449,32,8,True,cuda
SA,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,45,0.2,True,7898,1975,uninformative_features_shuffled_n_add_50_0_both,uninformative_features_shuffled,n_add,50.0,both,,,,0.5367088607594936,0.40885514432065684,1.1605747165712705,0.032622919143000736,32,8,True,cuda
SA,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,45,0.2,True,7898,1975,cell_outliers_tabpfn_outlier_factor_10_0_both,cell_outliers_tabpfn,outlier_factor,10.0,both,0.02,,,0.6810126582278481,0.6308415559641389,0.8313997512365078,0.03384282451641711,32,8,True,cuda
SA,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,45,0.2,True,7898,1975,cell_outliers_tabpfn_outlier_factor_50_0_both,cell_outliers_tabpfn,outlier_factor,50.0,both,0.02,,,0.6460759493670886,0.5930010660048112,0.911409741968926,0.02430995754048794,32,8,True,cuda
SA,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,45,0.2,True,7898,1975,icl_noisy_demo_labels_frac_0_1_train,icl_noisy_demo_labels,frac,0.1,train,,,,0.6967088607594937,0.648922966238143,0.8338525654392938,0.08674697494205041,32,8,True,cuda
SA,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,45,0.2,True,7898,1975,feature_rotation_kdim_both_k_subspace_8_0_both,feature_rotation_kdim_both,k_subspace,8.0,both,,680404.0,d923f5b7813b,0.7164556962025317,0.6839311376247839,0.7525518470791318,0.0389721381815174,32,8,True,cuda
EA-ICL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,45,0.2,True,7898,1975,clean_none_0_0_none,clean,none,0.0,none,,,,0.7230379746835442,0.689326864225424,0.7393594027616963,0.045919774182235154,32,8,True,cuda
EA-ICL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,45,0.2,True,7898,1975,uninformative_features_shuffled_n_add_10_0_both,uninformative_features_shuffled,n_add,10.0,both,,,,0.6354430379746835,0.570614129637042,0.9495375974175347,0.03881681096704699,32,8,True,cuda
EA-ICL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,45,0.2,True,7898,1975,uninformative_features_shuffled_n_add_50_0_both,uninformative_features_shuffled,n_add,50.0,both,,,,0.5341772151898734,0.39669502832145465,1.1554978296600027,0.031741900640197926,32,8,True,cuda
EA-ICL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,45,0.2,True,7898,1975,cell_outliers_tabpfn_outlier_factor_10_0_both,cell_outliers_tabpfn,outlier_factor,10.0,both,0.02,,,0.6921518987341773,0.6459542985929343,0.8187033051180999,0.04749607148049751,32,8,True,cuda
EA-ICL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,45,0.2,True,7898,1975,cell_outliers_tabpfn_outlier_factor_50_0_both,cell_outliers_tabpfn,outlier_factor,50.0,both,0.02,,,0.6663291139240506,0.6192236729445464,0.8790133602965383,0.031385051751438575,32,8,True,cuda
EA-ICL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,45,0.2,True,7898,1975,icl_noisy_demo_labels_frac_0_1_train,icl_noisy_demo_labels,frac,0.1,train,,,,0.6972151898734177,0.6545463121279639,0.8276859996542665,0.08539871611172642,32,8,True,cuda
EA-ICL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,45,0.2,True,7898,1975,feature_rotation_kdim_both_k_subspace_8_0_both,feature_rotation_kdim_both,k_subspace,8.0,both,,680404.0,d923f5b7813b,0.7184810126582278,0.6851427757069399,0.7566090361664073,0.044421110983136336,32,8,True,cuda
EA-FULL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,45,0.2,True,7898,1975,clean_none_0_0_none,clean,none,0.0,none,,,,0.710379746835443,0.668463745618364,0.7712101478233151,0.05716476057149187,32,8,True,cuda
EA-FULL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,45,0.2,True,7898,1975,uninformative_features_shuffled_n_add_10_0_both,uninformative_features_shuffled,n_add,10.0,both,,,,0.6243037974683544,0.555463638669276,0.9568685815607345,0.03299244870113422,32,8,True,cuda
EA-FULL,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,openml_4538_v1__GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,4538,14969,1,14969,45,0.2,True,7898,1975,uninformative_features_shuffled_n_add_50_0_both,uninformative_features_shuffled,n_add,50.0,both,,,,0.529113924050633,0.3897339102773428,1.159267621040152,0.029557480962970586,32,8,True,cuda
