topk,acc,macro_f1,weighted_f1,n_predicted_classes,pred_entropy_norm,pred_top1_frac,margin_median
,0.92,0.6388869597425747,0.8816667824154456,2,0.6309006256055024,0.504,0.8265823698386324
8.0,0.968,0.9218390804597701,0.968,3,0.8341705297577798,0.464,0.9988084123543132
16.0,0.968,0.9218390804597701,0.968,3,0.8341705297577798,0.464,0.9987798637355589
32.0,0.96,0.9161384665809443,0.9601355419408517,3,0.8339172138704339,0.472,0.9987396435877318
64.0,0.952,0.8923816967046384,0.9513187498519812,3,0.8205539203562213,0.48,0.9986768935732556
