topk,score,acc,macro_f1,weighted_f1,n_predicted_classes,pred_entropy_norm,margin_median
,0.19588786781769238,0.4918300653594771,0.19588786781769238,0.3634202608918811,3,0.27974877584911045,0.2507591609279425
8.0,0.4267346948346466,0.5555555555555556,0.4267346948346466,0.5327776028507417,6,0.7809891680268926,0.7128308860074093
16.0,0.42719212470978046,0.5555555555555556,0.42719212470978046,0.5332327742132563,6,0.7832360643876453,0.7099588695975305
32.0,0.428177696277648,0.5571895424836601,0.428177696277648,0.5343196338045374,6,0.7809891680268926,0.7066036190198692
64.0,0.43050508156092526,0.5588235294117647,0.43050508156092526,0.5365448124214011,6,0.7829603742002711,0.7029230461892235
128.0,0.42510366648489595,0.553921568627451,0.42510366648489595,0.5310301539776707,6,0.7793072216224165,0.6954321899869087
