topk,score,acc,macro_f1,weighted_f1,n_predicted_classes,pred_entropy_norm,margin_median
,0.6282331511839708,0.9047619047619048,0.6282331511839708,0.8675600659207217,2,0.6308150801709357,0.8297777921236835
8.0,0.8264991181657848,0.8888888888888888,0.8264991181657848,0.9032606869908457,3,0.9417529910505986,0.99888012775005
16.0,0.8264991181657848,0.8888888888888888,0.8264991181657848,0.9032606869908457,3,0.9417529910505986,0.9988337194734941
32.0,0.8264991181657848,0.8888888888888888,0.8264991181657848,0.9032606869908457,3,0.9417529910505986,0.9987848653980975
64.0,0.6060109289617487,0.873015873015873,0.6060109289617487,0.836872235232891,2,0.6308150801709357,0.998709882132756
128.0,0.6061930783242259,0.873015873015873,0.6061930783242259,0.8371237748286928,2,0.6308150801709357,0.8971491266423007
