topk,acc,macro_f1,weighted_f1,n_predicted_classes,pred_entropy_norm,pred_top1_frac,margin_median
,0.8184675834970531,0.5069020874851541,0.8649790910579,2,0.6388025558251696,0.8381139489194499,0.2483748896321809
8.0,0.8231827111984283,0.5027518522249277,0.8674125213944769,2,0.6198280330395937,0.8459724950884087,0.26745475414952374
16.0,0.8223968565815324,0.5023068829217979,0.8669365687419266,2,0.6217557959984933,0.8451866404715128,0.2646417017267708
32.0,0.8220039292730845,0.5020849304123434,0.8666984952903941,2,0.6227171222457168,0.8447937131630648,0.2613455033255202
64.0,0.8192534381139489,0.5022669451171397,0.8651392229199864,2,0.6312930293178314,0.8412573673870334,0.2624649437458081
