Bumps,Dirtiness,K_Scratch,Other_Faults,Pastry,Stains,Z_Scratch
0,0,0,201,0,0,0
0,2,0,25,0,0,0
0,0,147,49,0,0,0
0,0,1,336,0,0,0
0,0,0,79,0,0,0
0,0,0,14,0,22,0
0,0,0,88,0,0,7
