topk,score,acc,macro_f1,weighted_f1,n_predicted_classes,pred_entropy_norm,margin_median
,0.28607667366011824,0.5721649484536082,0.28607667366011824,0.4941750512711106,3,0.3643800692042448,0.21340307645505902
8.0,0.7575881290808074,0.7216494845360825,0.7575881290808074,0.722263151557061,7,0.8596470637939233,0.8889366728971793
16.0,0.7602366232789456,0.7268041237113402,0.7602366232789456,0.7275126711972766,7,0.8587395103448896,0.8878789757377259
32.0,0.7594656783214397,0.7216494845360825,0.7594656783214397,0.7229850559473329,7,0.854577217056076,0.8700982366844829
64.0,0.7681376515095419,0.7216494845360825,0.7681376515095419,0.7240865262539911,7,0.8520061806062817,0.8586074950175819
128.0,0.5722282719557825,0.6752577319587629,0.5722282719557825,0.6662087855447666,6,0.7816470876856432,0.8113666250313385
