Bumps,Dirtiness,K_Scratch,Other_Faults,Pastry,Stains,Z_Scratch
40,0,0,161,0,0,0
0,0,0,27,0,0,0
0,0,179,17,0,0,0
6,0,5,326,0,0,0
0,0,0,79,0,0,0
0,0,1,35,0,0,0
0,0,0,95,0,0,0
