task_id,dataset_id,dataset_name,fold,task_type,n_rows,n_features,n_classes,imbalance_ratio,accuracy,f1_macro,f1_micro,precision_macro,recall_macro,roc_auc,log_loss,fit_seconds,predict_seconds,n_train,n_test,seed,pdlc_topk_effective,pdlc_topk_tuned_best_frac,n_valid_folds
3,3,kr-vs-kp,0,Binary,3196,36,2,1.0929927963326784,0.975,0.974937343358396,0.975,0.9752733257572789,0.9746780947908105,0.9976908927243552,0.07704586068978045,0.35940902000220376,3.672408392998477,2876,320,42,,,1
