bootstrap_id,auc_mean,auc_std,n_train_pretrain,n_train_cc18
0,0.9694444444444444,0.03352088440596436,60,60
1,0.9680555555555556,0.040966336677090626,60,60
2,0.9541666666666666,0.04067097351207309,60,60
3,0.9833333333333332,0.03726779962499651,60,60
4,0.9736111111111111,0.02616867177974554,60,60
5,0.975,0.0342326598440729,60,60
6,0.975,0.03050817032845668,60,60
7,0.9736111111111111,0.03486083443891983,60,60
8,0.9791666666666666,0.031056499687497113,60,60
9,0.9819444444444445,0.03315926773975925,60,60
10,0.9680555555555556,0.044357553951864775,60,60
11,0.9722222222222221,0.04137630308268396,60,60
12,0.9652777777777777,0.04446614053772809,60,60
13,0.9777777777777779,0.03847748660331968,60,60
14,0.976388888888889,0.029298643207956963,60,60
15,0.9777777777777779,0.034860834438919824,60,60
16,0.9777777777777776,0.03121139590867255,60,60
17,0.9694444444444444,0.03561355945821694,60,60
18,0.9736111111111111,0.0341621496562468,60,60
19,0.975,0.03822599706811912,60,60
20,0.9736111111111111,0.05136072801972388,60,60
21,0.976388888888889,0.036615073129066866,60,60
22,0.9708333333333332,0.033807392901772426,60,60
23,0.9722222222222221,0.04709951377170327,60,60
24,0.9638888888888889,0.03197462342561481,60,60
25,0.9736111111111111,0.02962601251069662,60,60
26,0.9666666666666666,0.036217791140014735,60,60
27,0.975,0.052106476339733525,60,60
28,0.9611111111111112,0.04007371679514867,60,60
29,0.975,0.02929864320795693,60,60
30,0.9597222222222221,0.0429209365010068,60,60
31,0.9694444444444444,0.0342326598440729,60,60
32,0.976388888888889,0.041550764726809956,60,60
33,0.9680555555555556,0.03758991278534543,60,60
34,0.9847222222222222,0.03042903097250926,60,60
35,0.975,0.04851180332381385,60,60
36,0.9666666666666668,0.03380739290177247,60,60
37,0.9791666666666666,0.03144230950742159,60,60
38,0.961111111111111,0.052106476339733476,60,60
39,0.976388888888889,0.0345830544388576,60,60
40,0.9736111111111111,0.03451326011052551,60,60
41,0.9694444444444444,0.037589912785345445,60,60
42,0.9708333333333334,0.045643546458763826,60,60
43,0.9569444444444443,0.040907434652842044,60,60
44,0.9708333333333332,0.040611643103370676,60,60
45,0.976388888888889,0.03167153958608719,60,60
46,0.9652777777777779,0.044736453912239994,60,60
47,0.9694444444444444,0.04925173118471429,60,60
48,0.9791666666666666,0.0314423095074216,60,60
49,0.976388888888889,0.024355108217708567,60,60
50,0.9625,0.04673977408462173,60,60
51,0.9666666666666666,0.05041303170244871,60,60
52,0.976388888888889,0.036615073129066866,60,60
53,0.9791666666666666,0.028208466682763767,60,60
54,0.9805555555555555,0.04347909956249595,60,60
55,0.9652777777777779,0.04684283876122238,60,60
56,0.9722222222222221,0.029050695365766547,60,60
57,0.9736111111111111,0.035883363007677284,60,60
58,0.9736111111111111,0.0341621496562468,60,60
59,0.9597222222222221,0.033448873829978576,60,60
60,0.9694444444444443,0.03204994655337313,60,60
