task_id,dataset_id,dataset_name,fold,task_type,n_rows,n_features,n_classes,imbalance_ratio,accuracy,f1_macro,f1_micro,precision_macro,recall_macro,roc_auc,log_loss,fit_seconds,predict_seconds,n_train,n_test,seed,n_valid_folds,error
6,6,letter,,,20000,16,26,1.1076294277929155,,,,,,,,,,,,42,0,"Dataset has 26 classes, exceeds limit of 10"
11,11,balance-scale,0.0,Multiclass,625,4,3,5.877551020408164,1.0,1.0,1.0,1.0,1.0,0.9988505747126437,0.08530872960917256,3.139379025029484,0.13865340501070023,562.0,63.0,42,10,
11,11,balance-scale,1.0,Multiclass,625,4,3,5.877551020408164,0.9682539682539683,0.9327485380116959,0.9682539682539683,0.9047619047619048,0.9770114942528737,0.993576741041244,0.14292971473752014,3.2785782429855317,0.14440646703587845,562.0,63.0,42,10,
11,11,balance-scale,2.0,Multiclass,625,4,3,5.877551020408164,0.9841269841269841,0.9638490164805954,0.9841269841269841,0.9444444444444445,0.9885057471264368,0.9965517241379311,0.12293918169426457,3.485465517034754,0.14957727503497154,562.0,63.0,42,10,
11,11,balance-scale,3.0,Multiclass,625,4,3,5.877551020408164,0.9523809523809523,0.9048951048951048,0.9523809523809523,0.875,0.9655172413793104,0.99026369168357,0.1547636407270048,3.199732593027875,0.14670721598668024,562.0,63.0,42,10,
11,11,balance-scale,4.0,Multiclass,625,4,3,5.877551020408164,0.9682539682539683,0.9218390804597701,0.9682539682539683,0.9218390804597701,0.9218390804597701,0.9955375253549695,0.10693402066008909,3.379328555020038,0.14872174395713955,562.0,63.0,42,10,
11,11,balance-scale,5.0,Multiclass,625,4,3,5.877551020408164,0.9516129032258065,0.890909090909091,0.9516129032258065,0.8571428571428571,0.9655172413793104,0.9896377568791362,0.1307691638356374,3.4647946619661525,0.13467455800855532,563.0,62.0,42,10,
11,11,balance-scale,6.0,Multiclass,625,4,3,5.877551020408164,0.9193548387096774,0.8581369248035915,0.9193548387096774,0.8333333333333334,0.9421182266009852,0.9809584159242535,0.1760069489750366,3.4028608170337975,0.14622001099633053,563.0,62.0,42,10,
11,11,balance-scale,7.0,Multiclass,625,4,3,5.877551020408164,0.9193548387096774,0.857399910031489,0.9193548387096774,0.8333333333333334,0.9408866995073892,0.9976608187134502,0.14115205157630045,3.3096556189702824,0.14888349699322134,563.0,62.0,42,10,
11,11,balance-scale,8.0,Multiclass,625,4,3,5.877551020408164,0.967741935483871,0.9325396825396827,0.967741935483871,0.9047619047619048,0.9770114942528735,0.994749674604484,0.13610627686084448,3.272283184051048,0.14026637602364644,563.0,62.0,42,10,
11,11,balance-scale,9.0,Multiclass,625,4,3,5.877551020408164,1.0,1.0,1.0,1.0,1.0,1.0,0.125243998110428,3.192559988994617,0.13579178199870512,563.0,62.0,42,10,
12,12,mfeat-factors,0.0,Multiclass,2000,216,10,1.0,0.99,0.9901098901098901,0.99,0.990909090909091,0.9899999999999999,0.9997222222222224,0.051861418227135817,3.555000425025355,1.984865151986014,1800.0,200.0,42,10,
12,12,mfeat-factors,1.0,Multiclass,2000,216,10,1.0,0.995,0.9949968730456537,0.995,0.9952380952380953,0.9949999999999999,1.0,0.03860703784881079,3.6580549950012937,2.0197753719985485,1800.0,200.0,42,10,
