task_id,dataset_id,dataset_name,fold,task_type,n_rows,n_features,n_classes,imbalance_ratio,accuracy,f1_macro,f1_micro,precision_macro,recall_macro,roc_auc,log_loss,fit_seconds,predict_seconds,n_train,n_test,seed,n_valid_folds,error
3,3,kr-vs-kp,0.0,Binary,3196,36,2,1.0929927963326784,0.984375,0.984330777291379,0.984375,0.9849019607843137,0.9839340925991155,0.9991389769480646,0.17832587382881107,4.2052330619771965,0.7981545259826817,2876.0,320.0,42,10,
3,3,kr-vs-kp,1.0,Binary,3196,36,2,1.0929927963326784,0.965625,0.9655843330497952,0.965625,0.9653689806128831,0.9659700207428281,0.9872020664553246,0.2128757272369818,3.7162713700090535,0.7684331560158171,2876.0,320.0,42,10,
3,3,kr-vs-kp,2.0,Binary,3196,36,2,1.0929927963326784,0.971875,0.9718130658184487,0.971875,0.9719611528822055,0.9716840828147626,0.9952643732143557,0.20525616629374452,3.598508217954077,0.7741763130179606,2876.0,320.0,42,10,
3,3,kr-vs-kp,3.0,Binary,3196,36,2,1.0929927963326784,0.965625,0.9655843330497952,0.965625,0.9653689806128831,0.9659700207428281,0.9976517553129036,0.1897941472270527,3.8355000060400926,0.7675920259789564,2876.0,320.0,42,10,
3,3,kr-vs-kp,4.0,Binary,3196,36,2,1.0929927963326784,0.99375,0.9937411985604757,0.99375,0.9935483870967742,0.9940119760479043,0.9999217251770969,0.19348930134576567,3.694796163996216,0.7731514510232955,2876.0,320.0,42,10,
3,3,kr-vs-kp,5.0,Binary,3196,36,2,1.0929927963326784,0.98125,0.981223595681427,0.98125,0.9810361681329424,0.9814880043833901,0.9988258776564518,0.19301468858494486,3.3417137189535424,0.7722269250079989,2876.0,320.0,42,10,
3,3,kr-vs-kp,6.0,Binary,3196,36,2,1.0929927963326784,0.9749216300940439,0.9748917748917749,0.9749216300940439,0.9747246262785209,0.9751358374675171,0.9940940231514293,0.21584239509886083,3.5010683679720387,0.7823744579800405,2877.0,319.0,42,10,
3,3,kr-vs-kp,7.0,Binary,3196,36,2,1.0929927963326784,0.9467084639498433,0.9464981600418307,0.9467084639498433,0.9476150925486473,0.9458517176173968,0.9944847147809645,0.220465666096127,3.4477182279806584,0.7629575059982017,2877.0,319.0,42,10,
3,3,kr-vs-kp,8.0,Binary,3196,36,2,1.0929927963326784,0.9592476489028213,0.9591174817867247,0.9592476489028213,0.9596920647453613,0.9587141506460762,0.9964150646076269,0.20440694740315948,3.7475998849840835,1.039191730960738,2877.0,319.0,42,10,
3,3,kr-vs-kp,9.0,Binary,3196,36,2,1.0929927963326784,0.9780564263322884,0.9780140796534239,0.9780564263322884,0.9778919599968501,0.9781555310431769,0.9950362433028679,0.20946594430044504,3.6445537650142796,0.7739915100391954,2877.0,319.0,42,10,
