row_norm_mean,row_norm_std,row_pairwise_cos_mean,train_size,n_rows_total,attn_neff_mean,attn_neff_std,attn_entropy_mean,attn_entropy_std,attn_top1_mass_mean,attn_top1_mass_std,neigh_top1_purity_mean,neigh_top1_purity_std,neigh_top5_purity_mean,neigh_top5_purity_std,M_log_mean,M_log_std,M_min,M_max,source,prior_dir,prior_batch_idx,prior_dataset_idx,n_rows,n_features
21.735671997070312,0.1492735594511032,0.7597837448120117,2403.0,3072.0,1752.7840576171875,164.2265625,7.6236162185668945,0.05431143939495087,0.0018311120802536607,0.000767897698096931,0.03886397608370702,0.19341531987103247,0.0406576980568012,0.16603021969382364,,,,,stage2,/dss/lxclscratch/0E/ra63pux2/ra63pux2/mini_tabicl_s2_priors,99,0,3072.0,46.0
21.905611038208008,0.11019382625818253,0.5845675468444824,2786.0,4030.0,939.9163818359375,422.1038513183594,7.0110578536987305,0.38941359519958496,0.00979745201766491,0.01035389956086874,0.614951768488746,0.4868024101929628,0.635048231511254,0.45854003958777284,,,,,stage2,/dss/lxclscratch/0E/ra63pux2/ra63pux2/mini_tabicl_s2_priors,99,1,4030.0,8.0
21.728357315063477,0.09243171662092209,0.7453160881996155,6574.0,7373.0,3283.728759765625,1471.8663330078125,8.277637481689453,0.4233327805995941,0.0038382995408028364,0.006306238938122988,0.31038798498122655,0.46294223553205677,0.3143929912390488,0.42311720737744274,,,,,stage2,/dss/lxclscratch/0E/ra63pux2/ra63pux2/mini_tabicl_s2_priors,99,2,7373.0,97.0
21.728092193603516,0.08576490730047226,0.7528712749481201,7815.0,9698.0,4682.23486328125,1418.4156494140625,8.630524635314941,0.2446109503507614,0.0013385072816163301,0.001081929076462984,0.25650557620817843,0.4368200997175407,0.2575677110993096,0.4292194805021395,,,,,stage2,/dss/lxclscratch/0E/ra63pux2/ra63pux2/mini_tabicl_s2_priors,99,3,9698.0,76.0
21.774553298950195,0.1536393165588379,0.7465211153030396,1635.0,2550.0,965.5504150390625,200.52029418945312,7.073375225067139,0.19228270649909973,0.00677354633808136,0.004118980839848518,0.015300546448087432,0.12281255553159037,0.02841530054644809,0.13189911512549576,,,,,stage2,/dss/lxclscratch/0E/ra63pux2/ra63pux2/mini_tabicl_s2_priors,99,4,2550.0,40.0
21.729351043701172,0.08674352616071701,0.7329621911048889,8521.0,9834.0,5518.5771484375,1890.7281494140625,8.735993385314941,0.33502188324928284,0.0011813064338639379,0.0012763869017362595,0.3373952779893374,0.47300116331355707,0.33054074638233055,0.4012796946595838,,,,,stage2,/dss/lxclscratch/0E/ra63pux2/ra63pux2/mini_tabicl_s2_priors,99,5,9834.0,53.0
22.045028686523438,0.1292233020067215,0.5392503142356873,2959.0,4744.0,2531.441162109375,50.25414276123047,7.919042587280273,0.011338322423398495,0.001021693111397326,7.720520079601556e-05,0.13725490196078433,0.34421268211192635,0.13725490196078433,0.34421268211192635,,,,,stage2,/dss/lxclscratch/0E/ra63pux2/ra63pux2/mini_tabicl_s2_priors,99,6,4744.0,12.0
21.723838806152344,0.14181460440158844,0.7222346663475037,3321.0,3864.0,449.3583679199219,213.33578491210938,6.437370777130127,0.4216189980506897,0.016380539163947105,0.012769955210387707,0.40331491712707185,0.49101527687052904,0.5425414364640885,0.4081442405153225,,,,,stage2,/dss/lxclscratch/0E/ra63pux2/ra63pux2/mini_tabicl_s2_priors,99,7,3864.0,95.0
22.03531265258789,0.20290611684322357,0.46738672256469727,4740.0,7730.0,947.6195678710938,294.0063171386719,7.127377510070801,0.25029632449150085,0.007562992163002491,0.004553237464278936,0.007357859531772575,0.08547610758754458,0.07926421404682275,0.20529489945284232,,,,,stage2,/dss/lxclscratch/0E/ra63pux2/ra63pux2/mini_tabicl_s2_priors,99,8,7730.0,9.0
21.687047958374023,0.07285908609628677,0.7398912310600281,1534.0,1898.0,521.7329711914062,181.63343811035156,6.765789985656738,0.21270357072353363,0.01849178783595562,0.013336965814232826,0.054945054945054944,0.22818664066556107,0.08351648351648353,0.23058853257022457,,,,,stage2,/dss/lxclscratch/0E/ra63pux2/ra63pux2/mini_tabicl_s2_priors,99,9,1898.0,36.0
21.77591323852539,0.08813445270061493,0.6849853992462158,3928.0,6055.0,3588.182373046875,115.27069854736328,8.231379508972168,0.016341665759682655,0.0006483252509497106,0.0001664843875914812,0.3535496003761166,0.47818383899342254,0.352797367183827,0.4734438070274363,,,,,stage2,/dss/lxclscratch/0E/ra63pux2/ra63pux2/mini_tabicl_s2_priors,99,10,6055.0,20.0
21.839508056640625,0.13256779313087463,0.6010807156562805,3762.0,4980.0,472.8449401855469,255.78851318359375,6.908595085144043,0.4455898106098175,0.023359868675470352,0.019184187054634094,0.046798029556650245,0.21129275432978917,0.061247947454844014,0.17917665965617652,,,,,stage2,/dss/lxclscratch/0E/ra63pux2/ra63pux2/mini_tabicl_s2_priors,99,11,4980.0,24.0
21.709529876708984,0.08837484568357468,0.758781373500824,3232.0,4575.0,225.48728942871094,48.711021423339844,7.461548328399658,0.07268501073122025,0.03279399499297142,0.003651689738035202,0.0007446016381236039,0.02728738972719091,0.0007446016381236039,0.02728738972719091,,,,,stage2,/dss/lxclscratch/0E/ra63pux2/ra63pux2/mini_tabicl_s2_priors,99,12,4575.0,84.0
21.872920989990234,0.15861032903194427,0.603492021560669,4384.0,8403.0,547.4387817382812,200.06378173828125,6.723299980163574,0.3634340763092041,0.012874238193035126,0.006825242657214403,0.10624533466036327,0.3081897086062376,0.1408808161234138,0.28981091049242563,,,,,stage2,/dss/lxclscratch/0E/ra63pux2/ra63pux2/mini_tabicl_s2_priors,99,13,8403.0,44.0
21.840370178222656,0.11090338230133057,0.6378282308578491,3569.0,6508.0,2765.199462890625,66.78038024902344,8.059772491455078,0.012726208195090294,0.001058085123077035,9.05376291484572e-05,0.031303164341612795,0.17416543085378108,0.03109901326981967,0.13138725464505643,,,,,stage2,/dss/lxclscratch/0E/ra63pux2/ra63pux2/mini_tabicl_s2_priors,99,14,6508.0,17.0
21.75605010986328,0.1146913692355156,0.7513255476951599,5739.0,7541.0,3767.241943359375,667.1014404296875,8.447575569152832,0.10468652099370956,0.0015003103762865067,0.0006639091880060732,0.02774694783573807,0.1642925246398437,0.025860155382907882,0.12440846544276521,,,,,stage2,/dss/lxclscratch/0E/ra63pux2/ra63pux2/mini_tabicl_s2_priors,99,15,7541.0,61.0
21.689144134521484,0.07870723307132721,0.7496305108070374,4141.0,5621.0,3188.370361328125,637.5452880859375,8.173608779907227,0.13242033123970032,0.0012975768186151981,0.0007194915087893605,0.3878378378378378,0.4874219696786449,0.4394594594594595,0.34008268450070483,,,,,stage2,/dss/lxclscratch/0E/ra63pux2/ra63pux2/mini_tabicl_s2_priors,99,16,5621.0,40.0
21.81363296508789,0.17025451362133026,0.7221731543540955,5939.0,7902.0,4327.14794921875,600.1340942382812,8.523303985595703,0.08738183975219727,0.0012604441726580262,0.0005756543250754476,0.013245033112582781,0.1143514913654785,0.014060112073357106,0.10951645389245422,,,,,stage2,/dss/lxclscratch/0E/ra63pux2/ra63pux2/mini_tabicl_s2_priors,99,17,7902.0,43.0
