task_id,dataset_id,dataset_name,fold,task_type,n_rows,n_features,n_classes,imbalance_ratio,accuracy,f1_macro,f1_micro,precision_macro,recall_macro,roc_auc,log_loss,fit_seconds,predict_seconds,n_train,n_test,seed,pdlc_topk_effective,pdlc_topk_tuned_best_frac,n_valid_folds,error
6,6,letter,,,20000,16,26,1.1076294277929155,,,,,,,,,,,,42,,,0,"Dataset has 26 classes, exceeds limit of 10"
11,11,balance-scale,0.0,Multiclass,625,4,3,5.877551020408164,1.0,1.0,1.0,1.0,1.0,1.0,0.043324305773235504,0.24567889235913754,0.06567670404911041,562.0,63.0,42,32.0,,10,
11,11,balance-scale,1.0,Multiclass,625,4,3,5.877551020408164,0.9682539682539683,0.9327485380116959,0.9682539682539683,0.9047619047619048,0.9770114942528737,1.0,0.10220435588935133,0.31219980120658875,0.06538059562444687,562.0,63.0,42,32.0,,10,
11,11,balance-scale,2.0,Multiclass,625,4,3,5.877551020408164,0.9682539682539683,0.9325396825396824,0.9682539682539683,0.9047619047619048,0.9770114942528735,0.9925625422582826,0.109279834273524,0.23824578896164894,0.06482520140707493,562.0,63.0,42,32.0,,10,
11,11,balance-scale,3.0,Multiclass,625,4,3,5.877551020408164,0.9682539682539683,0.9325396825396824,0.9682539682539683,0.9047619047619048,0.9770114942528735,0.9884381338742393,0.13867905530806032,0.24240954779088497,0.0650560986250639,562.0,63.0,42,32.0,,10,
11,11,balance-scale,4.0,Multiclass,625,4,3,5.877551020408164,0.9841269841269841,0.9638490164805954,0.9841269841269841,0.9444444444444445,0.9885057471264368,0.9970250169033129,0.07290389601319956,0.2371381763368845,0.06521175615489483,562.0,63.0,42,32.0,,10,
11,11,balance-scale,5.0,Multiclass,625,4,3,5.877551020408164,0.9516129032258065,0.871345029239766,0.9516129032258065,0.8547619047619048,0.8936781609195402,0.9964298153953326,0.09816211837233674,0.2370740883052349,0.07025368884205818,563.0,62.0,42,32.0,,10,
11,11,balance-scale,6.0,Multiclass,625,4,3,5.877551020408164,0.967741935483871,0.9325396825396824,0.967741935483871,0.9047619047619048,0.9770114942528735,0.9953216374269006,0.13004451121081642,0.23961499705910683,0.0663920734077692,563.0,62.0,42,32.0,,10,
11,11,balance-scale,7.0,Multiclass,625,4,3,5.877551020408164,0.9516129032258065,0.9048832908482031,0.9516129032258065,0.875,0.9646962233169131,0.9984802693007028,0.11332130859803294,0.23688092455267906,0.06557631865143776,563.0,62.0,42,32.0,,10,
11,11,balance-scale,8.0,Multiclass,625,4,3,5.877551020408164,0.967741935483871,0.9218390804597701,0.967741935483871,0.9218390804597701,0.9218390804597701,0.9957946066838989,0.10650283505645372,0.23746001906692982,0.06733322143554688,563.0,62.0,42,32.0,,10,
11,11,balance-scale,9.0,Multiclass,625,4,3,5.877551020408164,0.967741935483871,0.9320987654320988,0.967741935483871,0.9047619047619048,0.9761904761904763,0.9973106786574278,0.09833678751097169,0.2410200871527195,0.06652809679508209,563.0,62.0,42,32.0,,10,
12,12,mfeat-factors,0.0,Multiclass,2000,216,10,1.0,0.98,0.9799785580273387,0.98,0.9808840282524495,0.9800000000000001,0.9997777777777778,0.06761207570174765,0.49207212403416634,1.452955910935998,1800.0,200.0,42,32.0,,10,
12,12,mfeat-factors,1.0,Multiclass,2000,216,10,1.0,0.985,0.9849906191369605,0.985,0.9857142857142858,0.985,0.9999722222222222,0.042252112990014454,0.4991786777973175,1.4498297423124313,1800.0,200.0,42,32.0,,10,
12,12,mfeat-factors,2.0,Multiclass,2000,216,10,1.0,0.99,0.9899937460913071,0.99,0.9904761904761905,0.99,0.9998333333333334,0.059717006105326806,0.4966667350381613,1.448768688365817,1800.0,200.0,42,32.0,,10,
12,12,mfeat-factors,3.0,Multiclass,2000,216,10,1.0,0.98,0.9799874921826142,0.98,0.980952380952381,0.9800000000000001,0.9995555555555555,0.08916402391480775,0.49820217303931713,1.4510506764054298,1800.0,200.0,42,32.0,,10,
12,12,mfeat-factors,4.0,Multiclass,2000,216,10,1.0,0.97,0.9698494124617358,0.97,0.9711904761904762,0.97,0.9977222222222222,0.1356265386670687,0.517653239890933,1.4492757301777601,1800.0,200.0,42,32.0,,10,
12,12,mfeat-factors,5.0,Multiclass,2000,216,10,1.0,0.98,0.9799937460913071,0.98,0.9804761904761904,0.9799999999999999,0.9998333333333335,0.06408534081100713,0.4994018115103245,1.4479732252657413,1800.0,200.0,42,32.0,,10,
12,12,mfeat-factors,6.0,Multiclass,2000,216,10,1.0,0.985,0.9849906191369605,0.985,0.9857142857142858,0.985,0.9998888888888888,0.04560641373806508,0.4947519153356552,1.448920551687479,1800.0,200.0,42,32.0,,10,
12,12,mfeat-factors,7.0,Multiclass,2000,216,10,1.0,0.975,0.9750817004989021,0.975,0.9770562770562771,0.975,0.9999444444444444,0.06676578500197909,0.49925060011446476,1.4470059294253588,1800.0,200.0,42,32.0,,10,
12,12,mfeat-factors,8.0,Multiclass,2000,216,10,1.0,0.99,0.9899968730456535,0.99,0.9902380952380951,0.99,0.9988888888888889,0.07954140596130546,0.5027397032827139,1.4589038453996181,1800.0,200.0,42,32.0,,10,
