dataset,group,n,acc_sa_global,acc_ea_global,nll_sa_global,nll_ea_global,mean_ptrue_sa,mean_ptrue_ea,mean_neff_sa,mean_neff_ea,mean_purity_sa,mean_purity_ea,n_eff_sa_global,n_eff_ea_full_global,n_eff_ea_row_global,n_eff_ea_icl_global,pur_sa_top1_global,pur_sa_topk_global,pur_ea_full_top1_global,pur_ea_full_topk_global,pur_ea_row_top1_global,pur_ea_row_topk_global,pur_ea_icl_top1_global,pur_ea_icl_topk_global,ea_strength,n_estimators,seed,sa_checkpoint,ea_checkpoint
balance-scale,both_wrong,8,0.925531914893617,0.9361702127659575,0.1854242442543786,0.15756862793748014,0.32315683364868164,0.3172641396522522,149.79495239257812,302.0428161621094,0.42500000000000004,0.35,164.6027069091797,272.0591125488281,137.96351623535156,252.0741729736328,0.7074468085106383,0.7861702127659576,0.8936170212765957,0.8904255319148936,0.8085106382978723,0.8340425531914895,0.8776595744680851,0.8829787234042553,1.0,4,42,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints_mini_tabicl_stage2_sa/step-1000.ckpt,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints_mini_tabicl_stage2_ea/step-1000_ea.ckpt
ozone-level-8hr,SA_only,1,0.9487516425755584,0.9526938239159002,0.13301890050326282,0.13194956171088712,0.5856805443763733,0.4497147798538208,212.6885986328125,868.0563354492188,1.0,0.0,738.6328735351562,1505.0377197265625,1047.74853515625,1541.083740234375,0.06307490144546649,0.0935611038107753,0.31011826544021026,0.35847568988173456,0.7674113009198423,0.8107752956636005,0.23390275952693823,0.290407358738502,1.0,4,42,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints_mini_tabicl_stage2_sa/step-1000.ckpt,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints_mini_tabicl_stage2_ea/step-1000_ea.ckpt
ozone-level-8hr,EA_only,4,0.9487516425755584,0.9526938239159002,0.13301890050326282,0.13194956171088712,0.45693013072013855,0.5867840051651001,347.4103088378906,766.632080078125,0.5,0.5,738.6328735351562,1505.0377197265625,1047.74853515625,1541.083740234375,0.06307490144546649,0.0935611038107753,0.31011826544021026,0.35847568988173456,0.7674113009198423,0.8107752956636005,0.23390275952693823,0.290407358738502,1.0,4,42,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints_mini_tabicl_stage2_sa/step-1000.ckpt,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints_mini_tabicl_stage2_ea/step-1000_ea.ckpt
ozone-level-8hr,both_correct,721,0.9487516425755584,0.9526938239159002,0.13301890050326282,0.13194956171088712,0.964143693447113,0.962925136089325,749.6468505859375,1527.482666015625,0.05159500693481276,0.3625520110957004,738.6328735351562,1505.0377197265625,1047.74853515625,1541.083740234375,0.06307490144546649,0.0935611038107753,0.31011826544021026,0.35847568988173456,0.7674113009198423,0.8107752956636005,0.23390275952693823,0.290407358738502,1.0,4,42,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints_mini_tabicl_stage2_sa/step-1000.ckpt,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints_mini_tabicl_stage2_ea/step-1000_ea.ckpt
ozone-level-8hr,both_wrong,35,0.9487516425755584,0.9526938239159002,0.13301890050326282,0.13194956171088712,0.19381289184093475,0.21365821361541748,571.4838256835938,1145.26171875,0.8857142857142857,0.26857142857142857,738.6328735351562,1505.0377197265625,1047.74853515625,1541.083740234375,0.06307490144546649,0.0935611038107753,0.31011826544021026,0.35847568988173456,0.7674113009198423,0.8107752956636005,0.23390275952693823,0.290407358738502,1.0,4,42,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints_mini_tabicl_stage2_sa/step-1000.ckpt,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints_mini_tabicl_stage2_ea/step-1000_ea.ckpt
diabetes,SA_only,5,0.7489177489177489,0.7575757575757576,0.48879860742326325,0.505085372565077,0.604645311832428,0.4604509472846985,403.2791748046875,300.09112548828125,0.2,0.64,312.68426513671875,328.7374572753906,154.9998016357422,364.2630310058594,0.36796536796536794,0.3956709956709957,0.2943722943722944,0.33852813852813846,0.45021645021645024,0.44069264069264075,0.33766233766233766,0.34372294372294376,1.0,4,42,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints_mini_tabicl_stage2_sa/step-1000.ckpt,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints_mini_tabicl_stage2_ea/step-1000_ea.ckpt
diabetes,EA_only,7,0.7489177489177489,0.7575757575757576,0.48879860742326325,0.505085372565077,0.43224239349365234,0.5465101599693298,405.611572265625,290.5059509277344,0.8571428571428571,0.7142857142857143,312.68426513671875,328.7374572753906,154.9998016357422,364.2630310058594,0.36796536796536794,0.3956709956709957,0.2943722943722944,0.33852813852813846,0.45021645021645024,0.44069264069264075,0.33766233766233766,0.34372294372294376,1.0,4,42,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints_mini_tabicl_stage2_sa/step-1000.ckpt,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints_mini_tabicl_stage2_ea/step-1000_ea.ckpt
diabetes,both_correct,168,0.7489177489177489,0.7575757575757576,0.48879860742326325,0.505085372565077,0.8571650981903076,0.8574376702308655,292.7057800292969,334.8417053222656,0.28690476190476194,0.18452380952380953,312.68426513671875,328.7374572753906,154.9998016357422,364.2630310058594,0.36796536796536794,0.3956709956709957,0.2943722943722944,0.33852813852813846,0.45021645021645024,0.44069264069264075,0.33766233766233766,0.34372294372294376,1.0,4,42,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints_mini_tabicl_stage2_sa/step-1000.ckpt,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints_mini_tabicl_stage2_ea/step-1000_ea.ckpt
diabetes,both_wrong,51,0.7489177489177489,0.7575757575757576,0.48879860742326325,0.505085372565077,0.2663777768611908,0.2553797662258148,356.8592834472656,316.6851501464844,0.7098039215686275,0.7647058823529413,312.68426513671875,328.7374572753906,154.9998016357422,364.2630310058594,0.36796536796536794,0.3956709956709957,0.2943722943722944,0.33852813852813846,0.45021645021645024,0.44069264069264075,0.33766233766233766,0.34372294372294376,1.0,4,42,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints_mini_tabicl_stage2_sa/step-1000.ckpt,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints_mini_tabicl_stage2_ea/step-1000_ea.ckpt
first-order-theorem-proving,SA_only,83,0.6138344226579521,0.6040305010893247,1.0874702660685969,1.1118889670221388,0.40406712889671326,0.25767430663108826,1558.7794189453125,2348.62353515625,0.060240963855421686,0.014457831325301207,1392.3785400390625,2555.352783203125,1423.7879638671875,3056.2138671875,0.05065359477124183,0.05980392156862746,0.08333333333333333,0.08442265795206971,0.07788671023965142,0.0860566448801743,0.05010893246187364,0.05762527233115469,1.0,4,42,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints_mini_tabicl_stage2_sa/step-1000.ckpt,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints_mini_tabicl_stage2_ea/step-1000_ea.ckpt
first-order-theorem-proving,EA_only,65,0.6138344226579521,0.6040305010893247,1.0874702660685969,1.1118889670221388,0.28323841094970703,0.3271893858909607,1433.2037353515625,2232.559326171875,0.046153846153846156,0.003076923076923077,1392.3785400390625,2555.352783203125,1423.7879638671875,3056.2138671875,0.05065359477124183,0.05980392156862746,0.08333333333333333,0.08442265795206971,0.07788671023965142,0.0860566448801743,0.05010893246187364,0.05762527233115469,1.0,4,42,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints_mini_tabicl_stage2_sa/step-1000.ckpt,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints_mini_tabicl_stage2_ea/step-1000_ea.ckpt
first-order-theorem-proving,both_correct,1044,0.6138344226579521,0.6040305010893247,1.0874702660685969,1.1118889670221388,0.7318371534347534,0.6772677302360535,1266.581298828125,2604.63232421875,0.0157088122605364,0.04597701149425287,1392.3785400390625,2555.352783203125,1423.7879638671875,3056.2138671875,0.05065359477124183,0.05980392156862746,0.08333333333333333,0.08442265795206971,0.07788671023965142,0.0860566448801743,0.05010893246187364,0.05762527233115469,1.0,4,42,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints_mini_tabicl_stage2_sa/step-1000.ckpt,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints_mini_tabicl_stage2_ea/step-1000_ea.ckpt
first-order-theorem-proving,both_wrong,644,0.6138344226579521,0.6040305010893247,1.0874702660685969,1.1118889670221388,0.13685619831085205,0.14342106878757477,1570.7440185546875,2534.68798828125,0.13260869565217392,0.16397515527950313,1392.3785400390625,2555.352783203125,1423.7879638671875,3056.2138671875,0.05065359477124183,0.05980392156862746,0.08333333333333333,0.08442265795206971,0.07788671023965142,0.0860566448801743,0.05010893246187364,0.05762527233115469,1.0,4,42,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints_mini_tabicl_stage2_sa/step-1000.ckpt,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints_mini_tabicl_stage2_ea/step-1000_ea.ckpt
cmc,SA_only,14,0.5746606334841629,0.5542986425339367,0.8816100082784478,0.8810968107963619,0.4169164001941681,0.3853209316730499,732.0371704101562,739.7952270507812,0.4714285714285714,0.2857142857142857,575.5089111328125,633.4611206054688,307.6453552246094,740.2151489257812,0.24434389140271492,0.27963800904977376,0.3552036199095023,0.3583710407239819,0.41855203619909503,0.4434389140271493,0.21266968325791855,0.2579185520361991,1.0,32,42,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints_mini_tabicl_stage2_sa/step-1000.ckpt,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints_mini_tabicl_stage2_ea/step-1000_ea.ckpt
cmc,EA_only,5,0.5746606334841629,0.5542986425339367,0.8816100082784478,0.8810968107963619,0.36956676840782166,0.39882931113243103,782.5316162109375,789.6942138671875,0.12,0.6,575.5089111328125,633.4611206054688,307.6453552246094,740.2151489257812,0.24434389140271492,0.27963800904977376,0.3552036199095023,0.3583710407239819,0.41855203619909503,0.4434389140271493,0.21266968325791855,0.2579185520361991,1.0,32,42,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints_mini_tabicl_stage2_sa/step-1000.ckpt,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints_mini_tabicl_stage2_ea/step-1000_ea.ckpt
cmc,both_correct,240,0.5746606334841629,0.5542986425339367,0.8816100082784478,0.8810968107963619,0.6396437287330627,0.6455484628677368,525.0760498046875,608.114013671875,0.20250000000000004,0.3541666666666667,575.5089111328125,633.4611206054688,307.6453552246094,740.2151489257812,0.24434389140271492,0.27963800904977376,0.3552036199095023,0.3583710407239819,0.41855203619909503,0.4434389140271493,0.21266968325791855,0.2579185520361991,1.0,32,42,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints_mini_tabicl_stage2_sa/step-1000.ckpt,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints_mini_tabicl_stage2_ea/step-1000_ea.ckpt
cmc,both_wrong,183,0.5746606334841629,0.5542986425339367,0.8816100082784478,0.8810968107963619,0.2721165716648102,0.2696542739868164,624.0191040039062,654.2997436523438,0.3704918032786885,0.36284153005464487,575.5089111328125,633.4611206054688,307.6453552246094,740.2151489257812,0.24434389140271492,0.27963800904977376,0.3552036199095023,0.3583710407239819,0.41855203619909503,0.4434389140271493,0.21266968325791855,0.2579185520361991,1.0,32,42,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints_mini_tabicl_stage2_sa/step-1000.ckpt,/dss/dsshome1/0E/ra63pux2/Documents/thesis/code/tabicl-lfs/checkpoints_mini_tabicl_stage2_ea/step-1000_ea.ckpt
