dataset,condition,param_type,param_value,rotation_seed,rotation_cols_hash,p_cell,n_test,acc_sa,acc_ea,f1_sa,f1_ea,nll_sa,nll_ea,ece_sa,ece_ea,seed,n_estimators,use_hierarchical,sa_checkpoint,ea_checkpoint
electricity,uninformative_features_shuffled,n_add,50.0,,,,9063,0.7646474677259185,0.7655301776453712,0.7490715433225373,0.7493298574833567,0.4844815911247712,0.4912508099943967,0.011296977333105479,0.02021929937049305,42,32,True,checkpoints_mini_tabicl_stage2_sa/step-1000.ckpt,checkpoints_mini_tabicl_stage2_ea_row_icl/step-1000.ckpt
electricity,label_poison,frac,0.1,,,,9063,0.8403398433189893,0.8353746000220678,0.8349075025687909,0.8303148560102792,0.38845536621997123,0.40078272032436696,0.06972806358737266,0.07433509035482977,42,32,True,checkpoints_mini_tabicl_stage2_sa/step-1000.ckpt,checkpoints_mini_tabicl_stage2_ea_row_icl/step-1000.ckpt
electricity,context_poison,frac,0.05,,,,9063,0.8483945713339953,0.8468498289749531,0.8433971091998562,0.8423146425724157,0.34764662662278756,0.34735501331219654,0.016730468958192062,0.015079799661780505,42,32,True,checkpoints_mini_tabicl_stage2_sa/step-1000.ckpt,checkpoints_mini_tabicl_stage2_ea_row_icl/step-1000.ckpt
electricity,context_poison,frac,0.1,,,,9063,0.8447533929162528,0.8433189892971422,0.8395506259268297,0.838604325073909,0.35312157769391345,0.3549643852099413,0.014725916790512357,0.014468512162327763,42,32,True,checkpoints_mini_tabicl_stage2_sa/step-1000.ckpt,checkpoints_mini_tabicl_stage2_ea_row_icl/step-1000.ckpt
nomao,clean,none,0.0,,,,6893,0.9648919193384593,0.9606847526476135,0.9568948016780398,0.9518398699905456,0.09454024469921404,0.09987672705703303,0.00888610968789701,0.006374230625908546,42,32,True,checkpoints_mini_tabicl_stage2_sa/step-1000.ckpt,checkpoints_mini_tabicl_stage2_ea_row_icl/step-1000.ckpt
nomao,cell_outliers_tabpfn_test,outlier_factor,5.0,,,0.02,6893,0.9508196721311475,0.9544465399680836,0.9382290605556782,0.9433112110017428,0.1268959673959269,0.1144426232985344,0.012871619260451182,0.008972666959846982,42,32,True,checkpoints_mini_tabicl_stage2_sa/step-1000.ckpt,checkpoints_mini_tabicl_stage2_ea_row_icl/step-1000.ckpt
nomao,cell_outliers_tabpfn_test,outlier_factor,10.0,,,0.02,6893,0.9469026548672567,0.9503844479907152,0.9328983334099347,0.9377131444746991,0.13672445259462102,0.12116729305224151,0.013605023414462977,0.008909591306506266,42,32,True,checkpoints_mini_tabicl_stage2_sa/step-1000.ckpt,checkpoints_mini_tabicl_stage2_ea_row_icl/step-1000.ckpt
nomao,cell_outliers_tabpfn_test,outlier_factor,50.0,,,0.02,6893,0.9406644421877267,0.9455969824459597,0.9243633987292134,0.931351639509682,0.1464387093901933,0.1293978962795624,0.011387423033225192,0.009450720007838457,42,32,True,checkpoints_mini_tabicl_stage2_sa/step-1000.ckpt,checkpoints_mini_tabicl_stage2_ea_row_icl/step-1000.ckpt
nomao,feature_rotation_pairs_both,angle_deg,45.0,110955.0,,,6893,0.9673581894675758,0.9630059480632526,0.9599043863387561,0.9546970687111791,0.0938830772572041,0.09746765037054243,0.008484302844431203,0.005000910357053755,42,32,True,checkpoints_mini_tabicl_stage2_sa/step-1000.ckpt,checkpoints_mini_tabicl_stage2_ea_row_icl/step-1000.ckpt
nomao,feature_rotation_kdim_both,k_subspace,8.0,459696.0,730606.0,,6893,0.9648919193384593,0.9609749020745684,0.9569080215218873,0.9521952953042685,0.09534397387041502,0.10060517655022348,0.00791981425009325,0.005263370015218935,42,32,True,checkpoints_mini_tabicl_stage2_sa/step-1000.ckpt,checkpoints_mini_tabicl_stage2_ea_row_icl/step-1000.ckpt
