bootstrap_id,auc_mean,auc_std,n_train_pretrain,n_train_cc18
88,0.9597222222222221,0.05206018003886476,60,60
89,0.9680555555555557,0.029298643207956956,60,60
90,0.9736111111111111,0.027074428735580483,60,60
91,0.9736111111111111,0.047709900103660205,60,60
92,0.9694444444444444,0.04007371679514868,60,60
93,0.9805555555555555,0.03621779114001473,60,60
94,0.9680555555555556,0.04183991758720016,60,60
95,0.9569444444444445,0.07770333739277425,60,60
96,0.9791666666666666,0.03897559777889521,60,60
97,0.976388888888889,0.03527340305333415,60,60
98,0.9777777777777779,0.03847748660331963,60,60
99,0.975,0.05590169943749474,60,60
100,0.9791666666666666,0.03608439182435163,60,60
101,0.9722222222222221,0.0336644434542801,60,60
102,0.9583333333333334,0.0370731883751087,60,60
103,0.976388888888889,0.04516559039308085,60,60
104,0.9652777777777779,0.04019387813468824,60,60
105,0.9777777777777779,0.03451326011052549,60,60
106,0.9708333333333332,0.02921622773328144,60,60
107,0.976388888888889,0.036615073129066866,60,60
108,0.9777777777777776,0.034860834438919824,60,60
109,0.9777777777777779,0.03486083443891983,60,60
110,0.9791666666666666,0.03506772548042387,60,60
111,0.975,0.03352088440596436,60,60
112,0.9736111111111111,0.04430316085482386,60,60
113,0.9791666666666666,0.03897559777889521,60,60
114,0.9708333333333332,0.04616880594054069,60,60
115,0.9819444444444445,0.030110393595387256,60,60
116,0.961111111111111,0.05046083923495824,60,60
117,0.9708333333333332,0.040013500808022046,60,60
118,0.9791666666666666,0.027777777777777797,60,60
119,0.961111111111111,0.038851668696387134,60,60
120,0.9736111111111111,0.03486083443891983,60,60
121,0.9694444444444444,0.0345830544388576,60,60
122,0.9777777777777776,0.03847748660331968,60,60
123,0.9708333333333332,0.06141025269287259,60,60
124,0.9625,0.04648111258522637,60,60
125,0.9833333333333332,0.03011039359538726,60,60
126,0.9791666666666666,0.04280843057617344,60,60
127,0.975,0.024355108217708567,60,60
128,0.9805555555555555,0.0330864701376989,60,60
129,0.9805555555555555,0.03234948527458923,60,60
130,0.9791666666666666,0.03897559777889521,60,60
131,0.9597222222222221,0.06722136133516698,60,60
132,0.9666666666666666,0.04537863681306818,60,60
133,0.9569444444444443,0.05112545088696099,60,60
134,0.9708333333333334,0.03878955567713595,60,60
135,0.961111111111111,0.026260653334984774,60,60
136,0.9722222222222221,0.03144230950742158,60,60
137,0.9736111111111111,0.044303160854823866,60,60
138,0.9736111111111111,0.031595314350214815,60,60
139,0.9652777777777779,0.04500514373894346,60,60
140,0.9722222222222221,0.032200064220471177,60,60
141,0.975,0.041259585493091507,60,60
142,0.9694444444444444,0.042977079018793926,60,60
143,0.9680555555555556,0.03595049751540219,60,60
144,0.9708333333333334,0.043479099562495946,60,60
145,0.9763888888888888,0.03279366375865999,60,60
146,0.9708333333333334,0.037203042322163586,60,60
147,0.9805555555555554,0.028378912141253564,60,60
148,0.9736111111111111,0.0308226958627391,60,60
149,0.9722222222222221,0.04735479755897867,60,60
150,0.9527777777777777,0.05585854875608386,60,60
151,0.9722222222222221,0.04308914460413494,60,60
152,0.9736111111111111,0.04430316085482386,60,60
153,0.9736111111111111,0.03816286573342804,60,60
154,0.9694444444444444,0.034929934277664755,60,60
155,0.9833333333333332,0.03726779962499651,60,60
156,0.9666666666666668,0.037845629426218684,60,60
157,0.9722222222222221,0.030270131552365794,60,60
158,0.975,0.03758991278534549,60,60
159,0.9694444444444444,0.044357553951864775,60,60
160,0.9597222222222221,0.05520724142875496,60,60
161,0.9777777777777776,0.038162865733428045,60,60
162,0.9736111111111111,0.037203042322163565,60,60
163,0.976388888888889,0.03167153958608719,60,60
164,0.9736111111111111,0.029626012510696617,60,60
165,0.976388888888889,0.03661507312906688,60,60
166,0.9777777777777779,0.036217791140014735,60,60
167,0.9736111111111111,0.03451326011052551,60,60
168,0.976388888888889,0.029298643207956946,60,60
169,0.9638888888888889,0.04347909956249589,60,60
170,0.976388888888889,0.04155076472680996,60,60
171,0.9777777777777779,0.03197462342561485,60,60
172,0.9305555555555557,0.059939848964000196,60,60
173,0.9708333333333334,0.03234948527458921,60,60
174,0.9736111111111111,0.04061164310337072,60,60
175,0.9722222222222221,0.039283710065919325,60,60
176,0.9666666666666668,0.042639115091691014,60,60
177,0.9597222222222221,0.03308647013769892,60,60
178,0.9722222222222221,0.05126674673692149,60,60
179,0.9527777777777778,0.037845629426218635,60,60
180,0.9652777777777779,0.04336804165554444,60,60
181,0.9680555555555556,0.04925173118471428,60,60
182,0.9708333333333332,0.047201792966573376,60,60
183,0.9680555555555556,0.044897860764568386,60,60
184,0.9652777777777779,0.03641697389479696,60,60
185,0.9708333333333332,0.05112545088696101,60,60
186,0.9791666666666666,0.028632677955678237,60,60
187,0.9777777777777776,0.035204977376768275,60,60
188,0.975,0.0345830544388576,60,60
189,0.9777777777777779,0.028800612990732978,60,60
190,0.9708333333333332,0.04031368131583333,60,60
191,0.9736111111111111,0.044303160854823866,60,60
192,0.9625,0.04462852503627674,60,60
193,0.976388888888889,0.03387864143791797,60,60
194,0.9652777777777779,0.03608439182435161,60,60
195,0.9666666666666668,0.03197462342561485,60,60
196,0.9791666666666666,0.035409857733283236,60,60
197,0.9777777777777779,0.042355418561047,60,60
198,0.975,0.031288556461302276,60,60
199,0.951388888888889,0.03958942448260894,60,60
