dataset_id,dataset_name,n_folds,accuracy_n,accuracy_mean,accuracy_std,f1_macro_n,f1_macro_mean,f1_macro_std,f1_micro_n,f1_micro_mean,f1_micro_std,precision_macro_n,precision_macro_mean,precision_macro_std,recall_macro_n,recall_macro_mean,recall_macro_std,roc_auc_n,roc_auc_mean,roc_auc_std,log_loss_n,log_loss_mean,log_loss_std,fit_seconds_n,fit_seconds_mean,fit_seconds_std,predict_seconds_n,predict_seconds_mean,predict_seconds_std
1486,nomao,10,10,0.9631800074791455,0.002343363579112409,10,0.954659670538623,0.002912276064707839,10,0.9631800074791455,0.002343363579112409,10,0.9570287448116026,0.0034213044214588305,10,0.9524318861972727,0.003924421629988622,10,0.9931961928927173,0.0008052320692494885,10,0.09412217107373647,0.0048693095444982525,10,6.080639166606124,0.1161570520902172,10,22.523262523597804,0.2404855642993022
1487,ozone-level-8hr,10,10,0.9502769910678162,0.011194951155038319,10,0.7182957494022763,0.07283843493737617,10,0.9502769910678162,0.011194951155038319,10,0.8400403540843447,0.08622036220324665,10,0.6703684005247669,0.06676220900242275,10,0.9400931416870547,0.019348598336633712,10,0.13413749077680398,0.020184866671499907,10,3.2729939390032086,0.2585288774920586,10,0.958719088305952,0.0033701067661632187
1489,phoneme,10,10,0.9100749640583281,0.015818308776625295,10,0.8901059567163039,0.020029260752024918,10,0.9100749640583281,0.015818308776625295,10,0.8954934798895122,0.017519155065675526,10,0.8857160825628944,0.02348732643146575,10,0.9676953507736433,0.007614655213963938,10,0.20996140135134406,0.024993051180070527,10,3.5209068522963207,0.1718592894984502,10,0.4493709154019598,0.0072530115821810934
1494,qsar-biodeg,10,10,0.8796585804132976,0.02807554591899769,10,0.8638180090915988,0.03265385375653834,10,0.8796585804132976,0.02807554591899769,10,0.8687828450151663,0.030766841576603622,10,0.8610386473429952,0.03737887193840133,10,0.9379170856748497,0.03819093836793847,10,0.31467498076037403,0.11032938289760315,10,3.7923045809962788,0.1750117368078279,10,0.3877603675995488,0.009025262610173106
1497,wall-robot-navigation,10,10,0.9657243673757433,0.00833973011393317,10,0.9639134962246116,0.00934611242545699,10,0.9657243673757433,0.00833973011393317,10,0.9659104117779626,0.013020990176472541,10,0.9623426775928341,0.006157762238829048,10,0.9982505886815876,0.0004383037161596175,10,0.08938595276801613,0.013784768476674857,10,3.8245006589102557,0.1155463731160753,10,1.0884436294960325,0.030333614273963826
1501,semeion,10,10,0.9466430817610062,0.019926511699909978,10,0.9465272110765633,0.01989541962223513,10,0.9466430817610062,0.019926511699909978,10,0.9494240073222272,0.01918210755849419,10,0.9465269607843136,0.019985103177660682,10,0.9976194761597649,0.0012502833299346946,10,0.19764222476140297,0.04575987732580925,10,4.287030625104672,0.1371935656235648,10,2.0063378271122927,0.007355158623341847
1510,wdbc,10,10,0.9841791979949874,0.015365610772240695,10,0.9830560481991005,0.016522158854776512,10,0.9841791979949874,0.015365610772240695,10,0.983962937647148,0.015411891872986541,10,0.9826767676767677,0.01816979555728711,10,0.9951154401154401,0.008620773157197545,10,0.066816936880674,0.05948401636836806,10,3.521596680703806,0.07907550782094379,10,0.2453283339971676,0.01269180372007928
1590,adult,10,10,0.850108511321408,0.004436251835496069,10,0.7752202076678554,0.006958578169790645,10,0.850108511321408,0.004436251835496069,10,0.8088459482801673,0.007458848263395771,10,0.7542373576010896,0.007076474443800894,10,0.9071716894823879,0.0046939363485210325,10,0.31734117590028277,0.007278421871165914,10,3.8428661548939997,0.49795124275317004,10,15.247017478203635,0.12133382575760285
4534,PhishingWebsites,10,10,0.9715067955127523,0.003954241709014331,10,0.9710878924962032,0.004032725661731194,10,0.9715067955127523,0.003954241709014331,10,0.9718622188473139,0.0037471480617920186,10,0.970432302755281,0.004308401445443392,10,0.9966439356726035,0.0009286481453414537,10,0.07565501325036947,0.007444512857262959,10,3.3425510383967776,0.21894810620892802,10,2.501594534108881,0.0166861263680835
4538,GesturePhaseSegmentationProcessed,10,10,0.7300713937052123,0.01571689164627936,10,0.6992315154367869,0.018232796312614218,10,0.7300713937052123,0.01571689164627936,10,0.7362872218938865,0.023043007692727782,10,0.6809828293046333,0.016179926477221725,10,0.9256209128854292,0.006677680991958833,10,0.733218557434983,0.025338262216920416,10,2.3440678140032105,0.692275736243943,10,2.29963773690979,0.0287736415524475
6332,cylinder-bands,10,10,0.825925925925926,0.07570227020620192,10,0.8156398712046704,0.08205272337404752,10,0.825925925925926,0.07570227020620192,10,0.8332084141355987,0.0782805309346247,10,0.811681395830677,0.08240209108392724,10,0.9190729392451867,0.047506323984779865,10,0.35947055914919884,0.10961586532192379,10,3.2573031674954107,0.0958480944771575,10,0.26102468368480913,0.01743908345884281
23381,dresses-sales,10,10,0.558,0.07568942389058651,10,0.5068789294286933,0.07749438785917184,10,0.558,0.07568942389058651,10,0.5305038312477498,0.08807747017836136,10,0.5211001642036124,0.07407996634073101,10,0.5709359605911329,0.09879258030819446,10,0.6998696070515045,0.05417350622786701,10,1.7480340074980631,0.6770526719988179,10,0.19647386259748595,0.013609857148633185
40670,dna,10,10,0.9482038997653831,0.01631507534784896,10,0.942428797904002,0.019187851293235157,10,0.9482038997653831,0.01631507534784896,10,0.9444387890523693,0.017959777888100433,10,0.9409910729726837,0.021387813096379465,10,0.9928305614275696,0.0034193406357959145,10,0.15657997977908447,0.02506012442319655,10,2.837087320286082,0.7460869747135194,10,2.7148672643059397,0.008475481748215614
40701,churn,10,10,0.9507999999999999,0.00626808494588969,10,0.8905843186438973,0.015574354731809847,10,0.9507999999999999,0.00626808494588969,10,0.9258364538016247,0.011875753932362438,10,0.8632353910965114,0.020615189997740577,10,0.9201058722367274,0.019022379226553327,10,0.16186298174926275,0.015381099624560132,10,2.490481779683614,0.6998064208859467,10,0.9030101202020887,0.01865277986428632
40966,MiceProtein,10,10,0.999074074074074,0.002928034870526255,10,0.9991379310344828,0.0027261014311796253,10,0.999074074074074,0.002928034870526255,10,0.9991666666666668,0.002635231383473605,10,0.9991666666666668,0.002635231383473605,10,1.0,0.0,10,0.00512801188585741,0.006311638785035929,10,1.9425921221089084,0.6383443882501539,10,0.5088889252976514,0.012377678896446066
40975,car,10,10,0.9924821884661916,0.008637604412390771,10,0.9867464074112634,0.020974444070575388,10,0.9924821884661916,0.008637604412390771,10,0.9837115651939854,0.02362280838564183,10,0.9912415335860313,0.01614626443599488,10,0.9998827315010885,0.00013101439337686964,10,0.0248267861030978,0.00884998571262604,10,2.6443661373865326,0.8245942395447157,10,0.29787423300440424,0.01683315967949412
40979,mfeat-pixel,10,10,0.9834999999999999,0.007090682462060889,10,0.9834998166147075,0.007087864333887526,10,0.9834999999999999,0.007090682462060889,10,0.9841418318523582,0.006934025524996613,10,0.9834999999999999,0.007090682462060889,10,0.9997666666666667,0.00020294471396733473,10,0.06394362454071119,0.016159915097590412,10,3.6257651005056686,0.19309314357872845,10,2.1554519330034965,0.013646669723026928
40982,steel-plates-fault,10,10,0.7913322759714513,0.03376593434377495,10,0.8107007402345369,0.038260501108220615,10,0.7913322759714513,0.03376593434377495,10,0.8194606779767174,0.03677099479267401,10,0.813080614120465,0.03735194668414637,10,0.9642595069097913,0.005810248742655895,10,0.5290518362225266,0.06216073388646909,10,2.267380347294966,0.7973707790300314,10,0.4223256901197601,0.008664972074848128
40983,wilt,10,10,0.9886350803346851,0.003924349682166221,10,0.9434167315174493,0.020573816007217707,10,0.9886350803346851,0.003924349682166221,10,0.9486034089189426,0.021440985824790183,10,0.9397199292694406,0.031388280821456956,10,0.9952413175077599,0.007042742828588944,10,0.03407528367760756,0.013007868099802568,10,2.519658393692225,0.6734704198005975,10,0.4010640095861163,0.019575869474969056
40984,segment,10,10,0.9445887445887445,0.015243997282821666,10,0.9445725848325196,0.015240105045748312,10,0.9445887445887445,0.015243997282821666,10,0.9461874699257736,0.015450703242456856,10,0.9445887445887445,0.01524399728282168,10,0.9966176920722376,0.0010361134090856538,10,0.14502218079503928,0.033536107131888745,10,3.3160632273880766,0.2989329300204513,10,0.3964786256896332,0.005326569271250626
40994,climate-model-simulation-crashes,10,10,0.9333333333333333,0.02173681094031977,10,0.6454532538404555,0.14532256955786438,10,0.9333333333333333,0.02173681094031977,10,0.8004284539811731,0.2421368335711946,10,0.619,0.12348639151294726,10,0.9480510204081632,0.042664626723499015,10,0.16735971398450805,0.05142280601104072,10,2.0785211328009607,0.6705542207663052,10,0.20582355529768387,0.013633832140775704
41027,jungle_chess_2pcs_raw_endgame_complete,10,10,0.8573149997893829,0.006296264270785296,10,0.8051683056827825,0.008116734039510536,10,0.8573149997893829,0.006296264270785296,10,0.8262863862816395,0.008672373838660152,10,0.7902947310721974,0.008493760043631638,10,0.9754546539394445,0.0018947950777440533,10,0.25605966012231346,0.008550771781871792,10,3.3646752380009275,0.7431490476567534,10,11.94276893439237,0.07856512043935625
