task_id,dataset_id,dataset_name,fold,task_type,n_rows,n_features,n_classes,imbalance_ratio,accuracy,f1_macro,f1_micro,precision_macro,recall_macro,roc_auc,log_loss,fit_seconds,predict_seconds,n_train,n_test,seed,n_valid_folds,error
3,3,kr-vs-kp,0.0,Binary,3196,36,2,1.0929927963326784,0.9875,0.987460323680395,0.9875,0.9883040935672515,0.9869281045751634,0.9998434503541936,0.03666393990783952,1.5393216299708001,0.8053977860254236,2876.0,320.0,42,10,
3,3,kr-vs-kp,1.0,Binary,3196,36,2,1.0929927963326784,0.984375,0.9843626305964679,0.984375,0.9841772151898734,0.9850299401197604,0.9987476028335486,0.05250192762348842,0.8984476290061139,0.7990281670354307,2876.0,320.0,42,10,
3,3,kr-vs-kp,2.0,Binary,3196,36,2,1.0929927963326784,0.99375,0.993734335839599,0.99375,0.9940828402366864,0.9934640522875817,0.9987476028335486,0.04958936773784539,0.7988210679613985,0.7846930400119163,2876.0,320.0,42,10,
3,3,kr-vs-kp,3.0,Binary,3196,36,2,1.0929927963326784,0.99375,0.9937411985604757,0.99375,0.9935483870967742,0.9940119760479043,1.0,0.031045022668419697,0.5810473849996924,0.7829866840038449,2876.0,320.0,42,10,
3,3,kr-vs-kp,4.0,Binary,3196,36,2,1.0929927963326784,0.996875,0.996868118424272,0.996875,0.9970238095238095,0.9967320261437909,1.0,0.0261356691439835,0.5798106609727256,0.7829164389986545,2876.0,320.0,42,10,
3,3,kr-vs-kp,5.0,Binary,3196,36,2,1.0929927963326784,0.990625,0.9906139090135805,0.990625,0.9903846153846154,0.9910179640718563,1.0,0.028511963662396066,0.5819438219768927,0.7825359990238212,2876.0,320.0,42,10,
3,3,kr-vs-kp,6.0,Binary,3196,36,2,1.0929927963326784,0.9905956112852664,0.9905774627086102,0.9905956112852664,0.9907225023636936,0.9904520040948106,0.9984250728403812,0.054190909838352626,0.5832740539917722,0.7838337579742074,2877.0,319.0,42,10,
3,3,kr-vs-kp,7.0,Binary,3196,36,2,1.0929927963326784,0.9905956112852664,0.9905718930101965,0.9905956112852664,0.9907363607694734,0.990427040655531,0.9995272612669398,0.04817825163937922,0.5769661869853735,0.7699182209908031,2877.0,319.0,42,10,
3,3,kr-vs-kp,8.0,Binary,3196,36,2,1.0929927963326784,0.9905956112852664,0.9905718930101965,0.9905956112852664,0.9907363607694734,0.990427040655531,0.9998424204223133,0.033828097835461424,0.5840992360026576,0.7826515819760971,2877.0,319.0,42,10,
3,3,kr-vs-kp,9.0,Binary,3196,36,2,1.0929927963326784,0.9937304075235109,0.9937199779510197,0.9937304075235109,0.9935064935064934,0.9940119760479043,0.9998424204223133,0.03167836157748453,0.699410741974134,0.783528542960994,2877.0,319.0,42,10,
6,6,letter,,,20000,16,26,1.1076294277929155,,,,,,,,,,,,42,0,"Dataset has 26 classes, exceeds limit of 10"
11,11,balance-scale,0.0,Multiclass,625,4,3,5.877551020408164,0.9682539682539683,0.9327485380116959,0.9682539682539683,0.9047619047619048,0.9770114942528737,0.9950642325895874,0.0814352110545706,0.664273664006032,0.17515315097989514,562.0,63.0,42,10,
11,11,balance-scale,1.0,Multiclass,625,4,3,5.877551020408164,0.9047619047619048,0.8214285714285715,0.9047619047619048,0.8024691358024691,0.8758620689655173,0.9879648411088574,0.16637305202046673,0.6603034249856137,0.17457645398098975,562.0,63.0,42,10,
11,11,balance-scale,2.0,Multiclass,625,4,3,5.877551020408164,0.9365079365079365,0.8650793650793651,0.9365079365079365,0.8447971781305115,0.8988505747126437,0.9910750507099392,0.12878991320684882,0.6602735189953819,0.17406659800326452,562.0,63.0,42,10,
11,11,balance-scale,3.0,Multiclass,625,4,3,5.877551020408164,0.9365079365079365,0.8800705467372133,0.9365079365079365,0.8518518518518517,0.9540229885057471,0.99026369168357,0.1660946405361721,0.6556504450272769,0.17382770299445838,562.0,63.0,42,10,
11,11,balance-scale,4.0,Multiclass,625,4,3,5.877551020408164,0.9841269841269841,0.9638490164805954,0.9841269841269841,0.9444444444444445,0.9885057471264368,0.9978363759296823,0.09606396812519545,0.5893498189980164,0.13111457403283566,562.0,63.0,42,10,
11,11,balance-scale,5.0,Multiclass,625,4,3,5.877551020408164,0.9516129032258065,0.890909090909091,0.9516129032258065,0.8571428571428571,0.9655172413793104,0.9888975966562173,0.13231922654670736,0.4734150450094603,0.13223903498146683,563.0,62.0,42,10,
11,11,balance-scale,6.0,Multiclass,625,4,3,5.877551020408164,0.9193548387096774,0.8581369248035915,0.9193548387096774,0.8333333333333334,0.9421182266009852,0.9845845289664016,0.19700540784222903,0.47990314196795225,0.13045218598563224,563.0,62.0,42,10,
11,11,balance-scale,7.0,Multiclass,625,4,3,5.877551020408164,0.9354838709677419,0.8791208791208792,0.9354838709677419,0.8518518518518517,0.9523809523809524,0.9904123052729865,0.1372154404674469,0.4825399240362458,0.1300337840220891,563.0,62.0,42,10,
11,11,balance-scale,8.0,Multiclass,625,4,3,5.877551020408164,0.9516129032258065,0.9051115551115552,0.9516129032258065,0.875,0.9651067323481116,0.995919265247759,0.13370583876550532,0.5094520880375057,0.13143506296910346,563.0,62.0,42,10,
11,11,balance-scale,9.0,Multiclass,625,4,3,5.877551020408164,0.9516129032258065,0.9048832908482032,0.9516129032258065,0.875,0.964696223316913,0.9988304093567252,0.1213370191141488,0.4859306259895675,0.13120782701298594,563.0,62.0,42,10,
