dataset_id,dataset_name,n_folds,accuracy_n,accuracy_mean,accuracy_std,accuracy_foldboot_ci_lower,accuracy_foldboot_ci_upper,f1_macro_n,f1_macro_mean,f1_macro_std,f1_macro_foldboot_ci_lower,f1_macro_foldboot_ci_upper,f1_micro_n,f1_micro_mean,f1_micro_std,f1_micro_foldboot_ci_lower,f1_micro_foldboot_ci_upper,precision_macro_n,precision_macro_mean,precision_macro_std,precision_macro_foldboot_ci_lower,precision_macro_foldboot_ci_upper,recall_macro_n,recall_macro_mean,recall_macro_std,recall_macro_foldboot_ci_lower,recall_macro_foldboot_ci_upper,roc_auc_n,roc_auc_mean,roc_auc_std,roc_auc_foldboot_ci_lower,roc_auc_foldboot_ci_upper,log_loss_n,log_loss_mean,log_loss_std,log_loss_foldboot_ci_lower,log_loss_foldboot_ci_upper,fit_seconds_n,fit_seconds_mean,fit_seconds_std,fit_seconds_foldboot_ci_lower,fit_seconds_foldboot_ci_upper,predict_seconds_n,predict_seconds_mean,predict_seconds_std,predict_seconds_foldboot_ci_lower,predict_seconds_foldboot_ci_upper
1053,jm1,10,10,0.8192004436071951,0.005346501340874996,0.8160743611752553,0.8223400701534058,10,0.5748806987659318,0.014971110194600687,0.5657346699572081,0.5831323741836517,10,0.8192004436071951,0.005346501340874996,0.8160743611752553,0.8223400701534058,10,0.7296492178633082,0.028667696646335818,0.7131223982165255,0.7463153869828257,10,0.5679561411976511,0.009969629899816508,0.5619178460276608,0.5734567230950505,10,0.751468032413571,0.01740515675206527,0.7410978294941571,0.761167695791645,10,0.42666902316698885,0.010062821583542719,0.4210865589276762,0.43252015158776924,10,3.8713690020958893,0.14507638066583656,3.7925570807911573,3.9598138246408783,10,2.2138995951157994,0.05014747345767648,2.188308692080609,2.247787796169141
1063,kc2,10,10,0.8410377358490566,0.053813524340580274,0.8105587808417998,0.8754735123367199,10,0.7179676604584475,0.10336833703268393,0.6589732732412173,0.7845255220714235,10,0.8410377358490566,0.053813524340580274,0.8105587808417998,0.8754735123367199,10,0.7739757798445168,0.11900216919963993,0.7080549322325579,0.8500891504862499,10,0.6998606271777004,0.09807216319790359,0.6433918144863268,0.7612435724844261,10,0.825261851969169,0.09507981472301484,0.7670427489177488,0.8744993136944357,10,0.37931114065515065,0.1070562714535718,0.3210373426994517,0.4437826871145555,10,3.510303875798127,0.1855070608446342,3.4026934351294766,3.617552498320147,10,0.24423151810187843,0.012513252572612477,0.2373718262929469,0.25189566033848676
1067,kc1,10,10,0.8710291130670278,0.012985306220416905,0.8639810426540284,0.8791469194312796,10,0.673571824446455,0.042957522249335627,0.6527247367146238,0.7000093169771362,10,0.8710291130670278,0.012985306220416905,0.8639810426540284,0.8791469194312796,10,0.7857453336860682,0.04632550931129965,0.7578750551859835,0.8130948054345208,10,0.6403250262020114,0.03855564025126979,0.6217446621575192,0.6638837509249168,10,0.8497227166801717,0.03268691521277448,0.830183967483827,0.8673718896702731,10,0.3167604139866696,0.02767188539040923,0.3018626036097077,0.33310160660599497,10,3.588125007000053,0.1714445541212582,3.480783553210349,3.689576212223765,10,0.44480350960511716,0.011141175246121793,0.4386922789050732,0.45286863077126327
1068,pc1,10,10,0.9395823095823095,0.014130661326349141,0.9314742014742017,0.9477477477477476,10,0.6555134204597299,0.10315847434374312,0.5974282397286393,0.7149616832502798,10,0.9395823095823095,0.014130661326349141,0.9314742014742017,0.9477477477477476,10,0.7857093333229404,0.17226126782695356,0.6841327488639287,0.8763331485349939,10,0.6179711671823322,0.07817803362097277,0.5745591059426012,0.6635324369198763,10,0.9038008108396458,0.03546720596416556,0.8838624239837833,0.9257819334791422,10,0.16410189793082586,0.02338802776801724,0.14912432212363716,0.1765226632998937,10,3.4454078000970183,0.09571552786226499,3.391742527281895,3.503468598627369,10,0.317834124393994,0.005938969881752105,0.3144896630468429,0.321497787473927
1461,bank-marketing,10,10,0.9007985340610591,0.0051790639858651545,0.8977063178849578,0.9036966198137132,10,0.7016330061422376,0.01940217683919457,0.690383157626378,0.7119258249276597,10,0.9007985340610591,0.0051790639858651545,0.8977063178849578,0.9036966198137132,10,0.776692775270708,0.019678396409084847,0.7651997659634455,0.7878691248619024,10,0.6657236640268654,0.017570815330327522,0.6553713612459079,0.6751194528134454,10,0.9124102364190663,0.00644489951744254,0.9083469598080813,0.9159562570336681,10,0.22200834125720395,0.006482283790602253,0.21850806231235106,0.22623297570537562,10,4.246850722510135,0.2099884103639386,4.127095227964019,4.373984863110963,10,14.104347099398728,0.06656352962507026,14.063106365990244,14.140769117274612
1462,banknote-authentication,10,10,1.0,0.0,1.0,1.0,10,1.0,0.0,1.0,1.0,10,1.0,0.0,1.0,1.0,10,1.0,0.0,1.0,1.0,10,1.0,0.0,1.0,1.0,10,1.0,0.0,1.0,1.0,10,0.00018421897402492546,0.0004188502438492284,2.2361300948464244e-05,0.0004733315984863405,10,3.9255314115958755,0.13520103360864727,3.842077595880255,3.9944597499683727,10,0.13923661149456162,0.006730136895463766,0.13582838700895075,0.14341533340091694
1464,blood-transfusion-service-center,10,10,0.7914054054054054,0.02235332643555017,0.7783603603603605,0.8050274774774776,10,0.6480463885813886,0.04344790891640667,0.6224151445662084,0.6741904202125584,10,0.7914054054054054,0.02235332643555017,0.7783603603603605,0.8050274774774776,10,0.7183489855531111,0.05456590797657705,0.6864566358837091,0.7500830695955482,10,0.6311661506707946,0.03692497076131483,0.6098155314757482,0.6540254127966976,10,0.7467148262813899,0.0450508852953205,0.7201700636394909,0.7726241973397546,10,0.4796456736057692,0.03380376195608475,0.45991601120949016,0.4989173446283557,10,3.9350977931986564,0.1806760234857962,3.8220440650713865,4.030868957540806,10,0.10433246448519637,0.003055526253561849,0.10266389922617232,0.10615544449101436
1475,first-order-theorem-proving,10,10,0.6086954312548806,0.015664805986676245,0.6001278507857043,0.6177222396050619,10,0.48778596772880045,0.025841934850656223,0.4735550518448969,0.5022475059454362,10,0.6086954312548806,0.015664805986676245,0.6001278507857043,0.6177222396050619,10,0.5435655566552647,0.03462778391931709,0.5234798540081161,0.5631640384430692,10,0.4664595040723933,0.021500796624991648,0.45449961565088987,0.47862802733743187,10,0.8418515823909791,0.008203478246143857,0.837534756400312,0.8467674916424391,10,1.089355188034212,0.022472746841756465,1.0752666690840549,1.1011711016813592,10,4.267393220786471,0.18557293530449648,4.154914655855537,4.375533051311795,10,1.9074694747978356,0.051960544805335476,1.8752965697295438,1.94026442912349
1480,ilpd,10,10,0.7084745762711865,0.05251347453858991,0.6819929865575687,0.7402206312098187,10,0.5602616688207227,0.06756420105625079,0.5264780284546915,0.6036536280710008,10,0.7084745762711865,0.05251347453858991,0.6819929865575687,0.7402206312098187,10,0.6204135972992579,0.10756349201415003,0.5656370825266822,0.6859824843398898,10,0.5631005755960921,0.0541452656393196,0.5358110225797637,0.5979041502271639,10,0.7702240042358407,0.0684999908536768,0.7325305732048916,0.8104492040718727,10,0.49686295294556154,0.060707555640710606,0.4646104434294794,0.5342561941104236,10,3.8558393966057336,0.13868664982385762,3.7735113492651724,3.935379494469671,10,0.24506992549286225,0.012690803507067739,0.2374222230922896,0.2520263845518639
1485,madelon,10,10,0.6115384615384616,0.03207691282870975,0.5961442307692306,0.6307692307692306,10,0.6107830143472963,0.03244910773983039,0.5951088629114616,0.6300890601440001,10,0.6115384615384616,0.03207691282870975,0.5961442307692306,0.6307692307692306,10,0.6123087363022236,0.032061047167981964,0.5969782563089148,0.6314435045383627,10,0.6115384615384616,0.03207691282870975,0.5961442307692306,0.6307692307692306,10,0.6651745562130178,0.03598604181060123,0.6456369082840238,0.6855526627218935,10,0.6673569343071571,0.004728219522663929,0.6647330025363198,0.669903958311431,10,5.147000364493579,0.2612529130405505,4.9667374194276634,5.266811571334255,10,7.5990074218076185,0.3148138008585912,7.394376555892668,7.7688843100381195
