bootstrap_id,auc_mean,auc_std,n_train_pretrain,n_train_cc18
164,0.9777777777777776,0.027516128827998563,60,60
165,0.9819444444444445,0.03315926773975925,60,60
166,0.9736111111111111,0.030822695862739096,60,60
167,0.9597222222222224,0.046945677169876555,60,60
168,0.9541666666666666,0.05117259285261259,60,60
169,0.9791666666666666,0.0294627825494395,60,60
170,0.9736111111111111,0.0341621496562468,60,60
171,0.9680555555555556,0.038540102570865584,60,60
172,0.9694444444444444,0.03458305443885759,60,60
173,0.9597222222222221,0.04457446259967005,60,60
174,0.9666666666666668,0.030822695862739117,60,60
175,0.9652777777777779,0.0481125224324688,60,60
176,0.976388888888889,0.030508170328456683,60,60
177,0.9708333333333332,0.04430316085482381,60,60
178,0.9708333333333334,0.03720304232216355,60,60
179,0.9680555555555556,0.037589912785345424,60,60
180,0.9708333333333334,0.04178224710136478,60,60
181,0.9777777777777779,0.045906927447328896,60,60
182,0.9763888888888888,0.03758991278534548,60,60
183,0.9805555555555555,0.03588336300767726,60,60
184,0.9722222222222221,0.03707318837510873,60,60
185,0.9666666666666666,0.039711051265266084,60,60
186,0.9722222222222221,0.02946278254943947,60,60
187,0.9708333333333332,0.03621779114001473,60,60
188,0.9652777777777779,0.040193878134688305,60,60
189,0.9736111111111111,0.044030187455964924,60,60
190,0.975,0.03423265984407287,60,60
191,0.9652777777777779,0.05196746370519363,60,60
192,0.9652777777777779,0.05933335934248287,60,60
193,0.9722222222222221,0.03707318837510873,60,60
194,0.9791666666666666,0.03608439182435163,60,60
195,0.9694444444444443,0.042127085800286346,60,60
196,0.9791666666666666,0.03540985773328324,60,60
197,0.9722222222222221,0.03294039229342062,60,60
198,0.9805555555555555,0.032349485274589224,60,60
199,0.9736111111111111,0.03654915935261324,60,60
