task_id,dataset_id,dataset_name,fold,task_type,n_rows,n_features,n_classes,imbalance_ratio,accuracy,f1_macro,f1_micro,precision_macro,recall_macro,roc_auc,log_loss,fit_seconds,predict_seconds,n_train,n_test,seed,n_valid_folds,error
49,50,tic-tac-toe,3.0,Binary,958,9,2,1.8855421686746987,0.9791666666666666,0.9765625,0.9791666666666666,0.9846153846153847,0.9696969696969697,1.0,0.03024067929230194,3.06634139502421,0.24634665000485256,862.0,96.0,42,10,
49,50,tic-tac-toe,4.0,Binary,958,9,2,1.8855421686746987,0.9895833333333334,0.9883706844336766,0.9895833333333334,0.9921875,0.9848484848484849,1.0,0.025379551060804306,3.4329290830064565,0.24574205599492416,862.0,96.0,42,10,
49,50,tic-tac-toe,5.0,Binary,958,9,2,1.8855421686746987,0.9791666666666666,0.9765625,0.9791666666666666,0.9846153846153847,0.9696969696969697,1.0,0.02878575822912723,3.432718900963664,0.25315191101981327,862.0,96.0,42,10,
49,50,tic-tac-toe,6.0,Binary,958,9,2,1.8855421686746987,0.9791666666666666,0.976911976911977,0.9791666666666666,0.984375,0.9705882352941176,1.0,0.03550662799564568,3.1803164300508797,0.25427566398866475,862.0,96.0,42,10,
49,50,tic-tac-toe,7.0,Binary,958,9,2,1.8855421686746987,0.9791666666666666,0.976911976911977,0.9791666666666666,0.984375,0.9705882352941176,1.0,0.03912080362127559,3.184400525991805,0.2558570979745127,862.0,96.0,42,10,
49,50,tic-tac-toe,8.0,Binary,958,9,2,1.8855421686746987,0.9789473684210527,0.9764384920634921,0.9789473684210527,0.984375,0.9696969696969697,1.0,0.0339713912746997,3.0450528890360147,0.24549838702660054,863.0,95.0,42,10,
49,50,tic-tac-toe,9.0,Binary,958,9,2,1.8855421686746987,0.9894736842105263,0.9883076923076923,0.9894736842105263,0.9920634920634921,0.9848484848484849,1.0,0.026020992091147697,3.2493439789977856,0.24548382603097707,863.0,95.0,42,10,
53,54,vehicle,0.0,Multiclass,846,18,4,1.0954773869346734,0.8705882352941177,0.8709765411893071,0.8705882352941177,0.8744444444444444,0.8712121212121212,0.9739583333333333,0.2786281329168604,2.9991379649727605,0.25475119799375534,761.0,85.0,42,10,
53,54,vehicle,1.0,Multiclass,846,18,4,1.0954773869346734,0.788235294117647,0.7844364937388193,0.788235294117647,0.785406010230179,0.7922077922077922,0.9581191378066378,0.35851987466293134,3.3395084410440177,0.25737090600887313,761.0,85.0,42,10,
53,54,vehicle,2.0,Multiclass,846,18,4,1.0954773869346734,0.8117647058823529,0.8136698808848554,0.8117647058823529,0.8138528138528138,0.8143939393939393,0.9563886634199135,0.31613993576096966,2.550976759986952,0.27648443897487596,761.0,85.0,42,10,
53,54,vehicle,3.0,Multiclass,846,18,4,1.0954773869346734,0.8470588235294118,0.8484780959256286,0.8470588235294118,0.8484848484848486,0.849025974025974,0.970835588023088,0.2916047143982958,3.2265175619977526,0.2569713959819637,761.0,85.0,42,10,
53,54,vehicle,4.0,Multiclass,846,18,4,1.0954773869346734,0.8352941176470589,0.834180216802168,0.8352941176470589,0.8353174603174602,0.8382034632034632,0.9661571067821069,0.27483575781432196,3.4630147099960595,0.2641292249900289,761.0,85.0,42,10,
53,54,vehicle,5.0,Multiclass,846,18,4,1.0954773869346734,0.8588235294117647,0.8570781147000659,0.8588235294117647,0.8714285714285714,0.862012987012987,0.9684456168831168,0.2744099549184366,3.206066945043858,0.25850085698766634,761.0,85.0,42,10,
53,54,vehicle,6.0,Multiclass,846,18,4,1.0954773869346734,0.8928571428571429,0.8957626230882045,0.8928571428571429,0.9031662781662781,0.8959330143540669,0.9754398826979472,0.2728001006957485,3.152972146985121,0.2551434199558571,762.0,84.0,42,10,
53,54,vehicle,7.0,Multiclass,846,18,4,1.0954773869346734,0.8571428571428571,0.856728039792703,0.8571428571428571,0.859812834224599,0.8593073593073594,0.9739198546802234,0.2777938257662077,3.245427914953325,0.2549772890051827,762.0,84.0,42,10,
53,54,vehicle,8.0,Multiclass,846,18,4,1.0954773869346734,0.8333333333333334,0.8333333333333333,0.8333333333333334,0.8333333333333333,0.8333333333333333,0.9682539682539684,0.289876335335341,3.11778381903423,0.2570017460384406,762.0,84.0,42,10,
53,54,vehicle,9.0,Multiclass,846,18,4,1.0954773869346734,0.8333333333333334,0.8341694537346711,0.8333333333333334,0.8405555555555556,0.8327380952380952,0.9714600162981859,0.2984478461677186,2.869596799951978,0.2616482999874279,762.0,84.0,42,10,
