topk,score,acc,macro_f1,weighted_f1,n_predicted_classes,pred_entropy_norm,margin_median
,0.6841954022988506,0.910828025477707,0.6841954022988506,0.8971959879932645,2,0.2904417071791297,0.8770009515906453
8.0,0.6841954022988506,0.910828025477707,0.6841954022988506,0.8971959879932645,2,0.2904417071791297,0.8885967404612607
16.0,0.6841954022988506,0.910828025477707,0.6841954022988506,0.8971959879932645,2,0.2904417071791297,0.8877641518925996
32.0,0.6841954022988506,0.910828025477707,0.6841954022988506,0.8971959879932645,2,0.2904417071791297,0.8867247616409208
64.0,0.6841954022988506,0.910828025477707,0.6841954022988506,0.8971959879932645,2,0.2904417071791297,0.8856143639482499
128.0,0.6841954022988506,0.910828025477707,0.6841954022988506,0.8971959879932645,2,0.2904417071791297,0.8841768008883204
