episode,pair_loss,pdlc_nll,pdlc_acc,prior_nll,auc_head,auc_cos,C,H,T,split,topk,epochs_per_episode,pairs_per_epoch,hard_neg_frac,randomize_variant,warmup,mimic_weight_used,min_anchors_per_class_used,min_queries_per_class,anchor_max_ratio
190,2.097510,0.653022,0.650000,0.647448,0.520198,0.495366,2,12,206,146,0,3,4000,0.5,False,False,0.0,4,1,0.650685
191,1.436742,0.989627,0.415730,0.996290,0.577247,0.530160,3,11,244,66,0,3,4000,0.5,False,False,0.0,4,1,0.5
192,1.766842,0.706543,0.517857,0.753131,0.514352,0.509109,2,15,199,143,0,3,4000,0.5,False,False,0.0,4,1,0.685315
193,1.944176,0.660365,0.633136,0.660168,0.511694,0.505235,2,12,296,127,0,3,4000,0.5,False,False,0.0,4,1,0.669291
194,1.986019,0.670646,0.631579,0.662840,0.498669,0.509564,2,14,308,137,0,3,4000,0.5,False,False,0.0,4,1,0.583942
195,1.489465,0.756975,0.707965,0.728108,0.530568,0.508265,3,9,176,63,0,3,4000,0.5,False,False,0.0,4,1,0.571429
196,1.734225,0.659895,0.641791,0.653954,0.496615,0.503712,2,12,263,196,0,3,4000,0.5,False,False,0.0,4,1,0.668367
197,1.888317,0.656752,0.645570,0.650197,0.488012,0.496631,2,15,281,123,0,3,4000,0.5,False,False,0.0,4,1,0.650407
198,1.822955,0.669141,0.637931,0.657270,0.498289,0.539227,2,14,312,254,0,3,4000,0.5,False,False,0.0,4,1,0.602362
199,1.634494,0.679437,0.642458,0.665098,0.496933,0.503226,2,15,346,167,0,3,4000,0.5,False,False,0.0,4,1,0.562874
200,1.755127,0.917407,0.634328,0.900337,0.523515,0.470445,3,11,298,164,0,3,4000,0.5,False,False,0.0,4,1,0.597561
201,1.720034,0.651996,0.662500,0.639516,0.508100,0.512961,2,13,162,82,0,3,4000,0.5,False,False,0.0,4,1,0.670732
202,1.369038,0.693564,0.485437,0.694826,0.508704,0.513552,2,15,159,56,0,3,4000,0.5,False,False,0.0,4,1,0.517857
203,1.686999,0.689671,0.545802,0.689254,0.489114,0.514626,2,12,391,129,0,3,4000,0.5,False,False,0.0,4,1,0.55814
204,1.769192,0.773928,0.630435,0.754242,0.592418,0.519600,3,10,378,102,0,3,4000,0.5,False,False,0.0,4,1,0.568627
205,1.716001,0.679240,0.641026,0.667529,0.490259,0.510832,2,14,223,106,0,3,4000,0.5,False,False,0.0,4,1,0.556604
206,1.746052,0.677595,0.587500,0.682827,0.508821,0.507314,2,10,201,121,0,3,4000,0.5,False,False,0.0,4,1,0.636364
207,1.576933,0.648212,0.701389,0.610014,0.494275,0.551604,2,11,392,248,0,3,4000,0.5,False,False,0.0,4,1,0.689516
208,1.599495,1.048675,0.441860,1.056677,0.508257,0.538220,3,9,250,207,0,3,4000,0.5,False,False,0.0,4,1,0.463768
209,1.375536,0.645214,0.696721,0.624926,0.526757,0.583347,2,16,138,16,0,3,4000,0.5,False,False,0.0,4,1,0.625
210,1.552317,0.691126,0.550000,0.688644,0.501220,0.502769,2,13,362,322,0,3,4000,0.5,False,False,0.0,4,1,0.534161
211,1.399140,0.684673,0.565657,0.686529,0.513726,0.474646,2,11,265,67,0,3,4000,0.5,False,False,0.0,4,1,0.597015
212,1.748699,0.886862,0.548387,0.888112,0.596913,0.603209,3,13,258,227,0,3,4000,0.5,False,False,0.0,4,1,0.519824
213,1.557196,0.661950,0.650558,0.654182,0.493137,0.518696,2,14,323,54,0,3,4000,0.5,False,False,0.0,4,1,0.592593
