checkpoint_name,checkpoint_path,checkpoint_sha256,variant,checkpoint,dataset,dataset_key,dataset_name,resolved_dataset_id,resolved_task_id,dataset_version,input_spec,seed,test_size,stratified,n_train,n_test,case_id,case,severity,scope,condition,param_type,param_value,applies_to,p_cell,rotation_seed,rotation_cols_hash,acc,f1_macro,nll,ece,brier,collapse_top1,d_eff,cos_mean,cos_p95,neff_mean,neff_std,purity_top1,purity_top5,n_estimators,batch_size,use_hierarchical,device
SA,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,SA,SA,openml_1590_v2__adult,openml_1590_v2__adult,adult,1590,7592,2,7592,42,0.2,True,39073,9769,clean_none_0_0_none,clean,0.0,none,clean,none,0.0,none,,,,0.8503429214863343,0.7753204884974259,0.3151733250865154,0.010634881585656392,0.20219267532078983,0.19778989425894294,10.509941396766282,0.593263816804976,0.8225165045348277,10079.955355912447,5923.310503274323,0.18896484375,0.1876953125,32,8,True,cuda
SA,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,SA,SA,openml_1590_v2__adult,openml_1590_v2__adult,adult,1590,7592,2,7592,42,0.2,True,39073,9769,uninformative_features_shuffled_n_add_10_0_both,uninformative_both_n10,10.0,train_and_test,uninformative_features_shuffled,n_add,10.0,both,,,,0.8448152318558706,0.7644988571126166,0.3307543634991395,0.012804369548653513,0.21228993614562464,0.12474988258742727,15.18514115528684,0.6383673515163489,0.798065816001513,8687.156470239162,5108.555447034063,0.18603515625,0.18515625,32,8,True,cuda
SA,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,SA,SA,openml_1590_v2__adult,openml_1590_v2__adult,adult,1590,7592,2,7592,42,0.2,True,39073,9769,uninformative_features_shuffled_n_add_50_0_both,uninformative_both_n50,50.0,train_and_test,uninformative_features_shuffled,n_add,50.0,both,,,,0.8220902855972976,0.7031927838730917,0.37494987056913975,0.017008828291911037,0.24172775369199856,0.0739799857982003,26.024021249649714,0.6351950472421288,0.7666871277855343,12264.483819067478,6358.189573326622,0.2451171875,0.23378906249999998,32,8,True,cuda
SA,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,SA,SA,openml_1590_v2__adult,openml_1590_v2__adult,adult,1590,7592,2,7592,42,0.2,True,39073,9769,cell_outliers_tabpfn_outlier_factor_10_0_both,outliers_both_fac10,10.0,train_and_test,cell_outliers_tabpfn,outlier_factor,10.0,both,0.02,,,0.8501381922407616,0.7748531221230512,0.3197418626669555,0.01061044569476283,0.20460971924885454,0.15078197609594027,11.537082520493342,0.6330964357903496,0.840820978366507,10961.460469603539,6287.766484269154,0.17724609375,0.1806640625,32,8,True,cuda
SA,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,SA,SA,openml_1590_v2__adult,openml_1590_v2__adult,adult,1590,7592,2,7592,42,0.2,True,39073,9769,cell_outliers_tabpfn_outlier_factor_50_0_both,outliers_both_fac50,50.0,train_and_test,cell_outliers_tabpfn,outlier_factor,50.0,both,0.02,,,0.8487050875217524,0.7736641676569571,0.32072904299504623,0.011703687084405716,0.20589994345177087,0.20317715058974747,9.920224480142432,0.5714879644053137,0.8268221471920216,10338.431368529797,6206.296136723653,0.23876953125,0.2314453125,32,8,True,cuda
SA,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,SA,SA,openml_1590_v2__adult,openml_1590_v2__adult,adult,1590,7592,2,7592,42,0.2,True,39073,9769,icl_noisy_demo_labels_frac_0_1_train,label_noise_train_frac0.1,0.1,train_only,icl_noisy_demo_labels,frac,0.1,train,,,,0.8494216398812571,0.7744575256744847,0.34740983322519936,0.055881420126565585,0.21181069152088092,0.19778989425894294,10.509941396766282,0.593263816804976,0.8225165045348277,18082.935781419277,7541.129878277474,0.19775390625,0.20478515625000002,32,8,True,cuda
SA,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,SA,SA,openml_1590_v2__adult,openml_1590_v2__adult,adult,1590,7592,2,7592,42,0.2,True,39073,9769,feature_rotation_kdim_both_k_subspace_6_0_both,rotation_both_k6,6.0,train_and_test,feature_rotation_kdim_both,k_subspace,6.0,both,,279830.0,3d847a3d28e8,0.8555635172484389,0.7836570827509843,0.30937247697216014,0.014877184830420642,0.19782821641729484,0.15013483040810904,12.0484549712905,0.6130774753678971,0.8316365175689312,10403.209134340286,6208.751268310908,0.17431640625,0.17451171875,32,8,True,cuda
EA-ICL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,EA,EA-ICL,openml_1590_v2__adult,openml_1590_v2__adult,adult,1590,7592,2,7592,42,0.2,True,39073,9769,clean_none_0_0_none,clean,0.0,none,clean,none,0.0,none,,,,0.8476814412938888,0.7749717822124281,0.32014656441296807,0.009392349572835284,0.20587624336676955,0.1978190447866364,9.6952976317408,0.577215695784286,0.8198400859036352,22627.00086927414,5741.600811702271,0.22119140625,0.22353515624999998,32,8,True,cuda
EA-ICL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,EA,EA-ICL,openml_1590_v2__adult,openml_1590_v2__adult,adult,1590,7592,2,7592,42,0.2,True,39073,9769,uninformative_features_shuffled_n_add_10_0_both,uninformative_both_n10,10.0,train_and_test,uninformative_features_shuffled,n_add,10.0,both,,,,0.8436892210052206,0.7615321366028929,0.33422367589491203,0.011235598129630164,0.21569408468298282,0.12162297283927595,15.398972390985334,0.5893835804490308,0.776203704485843,21408.617222070694,5542.527840275712,0.208984375,0.21083984375,32,8,True,cuda
EA-ICL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,EA,EA-ICL,openml_1590_v2__adult,openml_1590_v2__adult,adult,1590,7592,2,7592,42,0.2,True,39073,9769,uninformative_features_shuffled_n_add_50_0_both,uninformative_both_n50,50.0,train_and_test,uninformative_features_shuffled,n_add,50.0,both,,,,0.8165625959668339,0.68616553491043,0.38428261276876746,0.010776588965345741,0.24905753415232518,0.11146271775588448,17.15455341444436,0.5904695953612046,0.7626283797161816,24050.29837679863,6516.442802135364,0.24951171875,0.24833984375,32,8,True,cuda
EA-ICL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,EA,EA-ICL,openml_1590_v2__adult,openml_1590_v2__adult,adult,1590,7592,2,7592,42,0.2,True,39073,9769,cell_outliers_tabpfn_outlier_factor_10_0_both,outliers_both_fac10,10.0,train_and_test,cell_outliers_tabpfn,outlier_factor,10.0,both,0.02,,,0.8479885351622479,0.7753095464245099,0.3254559704577403,0.008689317241736643,0.20905831580625386,0.15896250851866914,11.529667327271095,0.6467011571507036,0.8494209692268844,23102.79626607895,5974.476713083701,0.22705078125,0.23046875,32,8,True,cuda
EA-ICL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,EA,EA-ICL,openml_1590_v2__adult,openml_1590_v2__adult,adult,1590,7592,2,7592,42,0.2,True,39073,9769,cell_outliers_tabpfn_outlier_factor_50_0_both,outliers_both_fac50,50.0,train_and_test,cell_outliers_tabpfn,outlier_factor,50.0,both,0.02,,,0.8437915856280069,0.7707179116915932,0.32776240595702105,0.012061550510077288,0.21128970661038926,0.1760847041135647,11.082261565352526,0.6713919481673666,0.8672238883306076,23737.712317943573,6091.785445805303,0.21533203125,0.21367187499999998,32,8,True,cuda
EA-ICL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,EA,EA-ICL,openml_1590_v2__adult,openml_1590_v2__adult,adult,1590,7592,2,7592,42,0.2,True,39073,9769,icl_noisy_demo_labels_frac_0_1_train,label_noise_train_frac0.1,0.1,train_only,icl_noisy_demo_labels,frac,0.1,train,,,,0.8473743474255298,0.775786405425701,0.35342860305626583,0.05510126790269173,0.21563673994498378,0.1978190447866364,9.6952976317408,0.577215695784286,0.8198400859036352,26602.570804595947,6190.858509195223,0.22216796875,0.2263671875,32,8,True,cuda
EA-ICL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,EA,EA-ICL,openml_1590_v2__adult,openml_1590_v2__adult,adult,1590,7592,2,7592,42,0.2,True,39073,9769,feature_rotation_kdim_both_k_subspace_6_0_both,rotation_both_k6,6.0,train_and_test,feature_rotation_kdim_both,k_subspace,6.0,both,,279830.0,3d847a3d28e8,0.8529020370559934,0.7845647536161655,0.30934830229110444,0.010017702866020392,0.1982923734805797,0.15950796497841588,10.684713626989765,0.6487690298511873,0.8579554500107296,25841.083503723145,6346.450388951277,0.2138671875,0.21630859375,32,8,True,cuda
EA-FULL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,EA,EA-FULL,openml_1590_v2__adult,openml_1590_v2__adult,adult,1590,7592,2,7592,42,0.2,True,39073,9769,clean_none_0_0_none,clean,0.0,none,clean,none,0.0,none,,,,0.8513665677141979,0.7812417992208682,0.3181704078184645,0.010829355568075067,0.2040588705290211,0.17216309249880185,10.73289787511789,0.6171075484583404,0.8276166123834454,21618.97993350029,5699.8548234128075,0.234375,0.2408203125,32,8,True,cuda
EA-FULL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,EA,EA-FULL,openml_1590_v2__adult,openml_1590_v2__adult,adult,1590,7592,2,7592,42,0.2,True,39073,9769,uninformative_features_shuffled_n_add_10_0_both,uninformative_both_n10,10.0,train_and_test,uninformative_features_shuffled,n_add,10.0,both,,,,0.8436892210052206,0.7584129384862685,0.33049295348668256,0.006905487316122618,0.21311610837113992,0.12154147955505315,16.773092445257824,0.618992814048944,0.7854074423614412,21470.401543855667,6040.039576417338,0.18603515625,0.18671875,32,8,True,cuda
EA-FULL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,EA,EA-FULL,openml_1590_v2__adult,openml_1590_v2__adult,adult,1590,7592,2,7592,42,0.2,True,39073,9769,uninformative_features_shuffled_n_add_50_0_both,uninformative_both_n50,50.0,train_and_test,uninformative_features_shuffled,n_add,50.0,both,,,,0.8130821987920974,0.6608472118666213,0.3893033427383454,0.019343224661732678,0.25293928604128113,0.10658974574980991,18.924458850895597,0.6399053947064964,0.7875331576779754,23968.49153470993,6337.796676207503,0.20263671875,0.20751953125,32,8,True,cuda
EA-FULL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,EA,EA-FULL,openml_1590_v2__adult,openml_1590_v2__adult,adult,1590,7592,2,7592,42,0.2,True,39073,9769,cell_outliers_tabpfn_outlier_factor_10_0_both,outliers_both_fac10,10.0,train_and_test,cell_outliers_tabpfn,outlier_factor,10.0,both,0.02,,,0.8489098167673252,0.7791277510528125,0.32416975812033194,0.008353770816444502,0.20768993884091866,0.1609186019360698,11.336645035399922,0.688878764895889,0.8597451395926217,22924.816514134407,6042.726378370387,0.2607421875,0.27255859375,32,8,True,cuda
EA-FULL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,EA,EA-FULL,openml_1590_v2__adult,openml_1590_v2__adult,adult,1590,7592,2,7592,42,0.2,True,39073,9769,cell_outliers_tabpfn_outlier_factor_50_0_both,outliers_both_fac50,50.0,train_and_test,cell_outliers_tabpfn,outlier_factor,50.0,both,0.02,,,0.8470672535571706,0.7762835949709079,0.3245460751870992,0.00973914848133955,0.20824104195549567,0.16840678857290695,11.12255572799699,0.6958994264541905,0.8669165655189592,24317.74743294716,6190.333641528555,0.24609375,0.24853515625,32,8,True,cuda
EA-FULL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,EA,EA-FULL,openml_1590_v2__adult,openml_1590_v2__adult,adult,1590,7592,2,7592,42,0.2,True,39073,9769,icl_noisy_demo_labels_frac_0_1_train,label_noise_train_frac0.1,0.1,train_only,icl_noisy_demo_labels,frac,0.1,train,,,,0.8489098167673252,0.7751568174665023,0.3500598651357247,0.054859933168327484,0.2131030594132758,0.17216309249880185,10.73289787511789,0.6171075484583404,0.8276166123834454,25196.771208047867,6423.527535995415,0.2841796875,0.30195312500000004,32,8,True,cuda
EA-FULL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,EA,EA-FULL,openml_1590_v2__adult,openml_1590_v2__adult,adult,1590,7592,2,7592,42,0.2,True,39073,9769,feature_rotation_kdim_both_k_subspace_6_0_both,rotation_both_k6,6.0,train_and_test,feature_rotation_kdim_both,k_subspace,6.0,both,,279830.0,3d847a3d28e8,0.8550516941345071,0.7867383083742603,0.3089454690945277,0.007592230116970791,0.19746629966321366,0.1394234032954569,11.628945983980916,0.6727898470899253,0.8593977233881498,21327.5562967062,5669.1133788839525,0.21533203125,0.22197265625,32,8,True,cuda
SA,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,SA,SA,openml_1590_v2__adult,openml_1590_v2__adult,adult,1590,7592,2,7592,43,0.2,True,39073,9769,clean_none_0_0_none,clean,0.0,none,clean,none,0.0,none,,,,0.8522878493192753,0.7789849671891459,0.31373825269209027,0.009868935566620123,0.2005914229053721,0.1512426290098063,11.844894710408935,0.6291445260333614,0.8299489638328772,10775.601992934942,6044.1770417562875,0.14013671875,0.142578125,32,8,True,cuda
SA,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,SA,SA,openml_1590_v2__adult,openml_1590_v2__adult,adult,1590,7592,2,7592,43,0.2,True,39073,9769,uninformative_features_shuffled_n_add_10_0_both,uninformative_both_n10,10.0,train_and_test,uninformative_features_shuffled,n_add,10.0,both,,,,0.8456341488381616,0.7670064922141131,0.32874600909840657,0.013698537526153635,0.21077894348385365,0.15983391376750342,14.533956635042767,0.6517935961926685,0.8045525833203389,9582.210062116385,5099.912983691542,0.16552734375,0.16123046875,32,8,True,cuda
SA,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,SA,SA,openml_1590_v2__adult,openml_1590_v2__adult,adult,1590,7592,2,7592,43,0.2,True,39073,9769,uninformative_features_shuffled_n_add_50_0_both,uninformative_both_n50,50.0,train_and_test,uninformative_features_shuffled,n_add,50.0,both,,,,0.8207595455010749,0.70346484873569,0.3892436853917269,0.013497883666561067,0.24981287137892064,0.1182631222099689,17.826525775604562,0.6161166493713129,0.7780802131517774,13045.867022633553,6187.586601399277,0.32275390625,0.31630859375,32,8,True,cuda
SA,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,SA,SA,openml_1590_v2__adult,openml_1590_v2__adult,adult,1590,7592,2,7592,43,0.2,True,39073,9769,cell_outliers_tabpfn_outlier_factor_10_0_both,outliers_both_fac10,10.0,train_and_test,cell_outliers_tabpfn,outlier_factor,10.0,both,0.02,,,0.8493192752584706,0.7726502800803005,0.31793557435276926,0.008794036903892875,0.20430068445707902,0.15781279738556256,12.479357266843783,0.6478037624924166,0.8414710494363842,11299.533339291811,6336.935250471551,0.14501953125,0.14580078125,32,8,True,cuda
SA,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,SA,SA,openml_1590_v2__adult,openml_1590_v2__adult,adult,1590,7592,2,7592,43,0.2,True,39073,9769,cell_outliers_tabpfn_outlier_factor_50_0_both,outliers_both_fac50,50.0,train_and_test,cell_outliers_tabpfn,outlier_factor,50.0,both,0.02,,,0.8527996724332071,0.7791656291344089,0.31521731471682657,0.00800504010486828,0.2013375398719644,0.18058579866547828,11.604907410107794,0.6163182715104731,0.8325243369946242,10474.024736523628,6127.971840091388,0.150390625,0.14863281250000002,32,8,True,cuda
SA,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,SA,SA,openml_1590_v2__adult,openml_1590_v2__adult,adult,1590,7592,2,7592,43,0.2,True,39073,9769,icl_noisy_demo_labels_frac_0_1_train,label_noise_train_frac0.1,0.1,train_only,icl_noisy_demo_labels,frac,0.1,train,,,,0.8516736615825571,0.7827657118927096,0.34522190939545766,0.054435188657540184,0.21014689167682093,0.1512426290098063,11.844894710408935,0.6291445260333614,0.8299489638328772,18717.56086796522,7298.88652010428,0.18359375,0.18095703125,32,8,True,cuda
SA,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,SA,SA,openml_1590_v2__adult,openml_1590_v2__adult,adult,1590,7592,2,7592,43,0.2,True,39073,9769,feature_rotation_kdim_both_k_subspace_6_0_both,rotation_both_k6,6.0,train_and_test,feature_rotation_kdim_both,k_subspace,6.0,both,,387284.0,00ce7076ebfe,0.8569966219674481,0.7856520137432951,0.3082621619048755,0.009992679226592482,0.19682376956819844,0.16395220770454494,11.174630485530942,0.617683333341142,0.8370055426059143,9983.819527357817,5651.604235771066,0.15283203125,0.15302734375,32,8,True,cuda
EA-ICL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,EA,EA-ICL,openml_1590_v2__adult,openml_1590_v2__adult,adult,1590,7592,2,7592,43,0.2,True,39073,9769,clean_none_0_0_none,clean,0.0,none,clean,none,0.0,none,,,,0.8504452861091207,0.7803723801834568,0.3192726299249181,0.00923677750846261,0.20535481848701673,0.20097196975312454,9.77019554875225,0.5944902687256729,0.8312585198735712,21485.89607977867,5646.355688871255,0.20947265625,0.21201171875000002,32,8,True,cuda
EA-ICL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,EA,EA-ICL,openml_1590_v2__adult,openml_1590_v2__adult,adult,1590,7592,2,7592,43,0.2,True,39073,9769,uninformative_features_shuffled_n_add_10_0_both,uninformative_both_n10,10.0,train_and_test,uninformative_features_shuffled,n_add,10.0,both,,,,0.8423584809089979,0.762912025428806,0.3305360981427084,0.007356824912950708,0.2125788491470254,0.13636219858979517,15.103693767303714,0.5822226181776827,0.7666706637801606,20964.932996869087,5485.226079575153,0.2158203125,0.2154296875,32,8,True,cuda
EA-ICL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,EA,EA-ICL,openml_1590_v2__adult,openml_1590_v2__adult,adult,1590,7592,2,7592,43,0.2,True,39073,9769,uninformative_features_shuffled_n_add_50_0_both,uninformative_both_n50,50.0,train_and_test,uninformative_features_shuffled,n_add,50.0,both,,,,0.8205548162555021,0.6967449033878519,0.3872634963065733,0.009347032464652481,0.2501062091247647,0.1570057766627747,14.827185814736383,0.5926731710136579,0.7711711725481194,23936.648846149445,6046.25199220096,0.22607421875,0.22568359375,32,8,True,cuda
EA-ICL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,EA,EA-ICL,openml_1590_v2__adult,openml_1590_v2__adult,adult,1590,7592,2,7592,43,0.2,True,39073,9769,cell_outliers_tabpfn_outlier_factor_10_0_both,outliers_both_fac10,10.0,train_and_test,cell_outliers_tabpfn,outlier_factor,10.0,both,0.02,,,0.8470672535571706,0.7751441214957798,0.3219845331849086,0.007813711678411895,0.20774439798619568,0.18437583471996827,10.96376727600275,0.6629381033751846,0.8640950777314464,21764.466022968292,5957.681940665681,0.21484375,0.21533203125,32,8,True,cuda
EA-ICL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,EA,EA-ICL,openml_1590_v2__adult,openml_1590_v2__adult,adult,1590,7592,2,7592,43,0.2,True,39073,9769,cell_outliers_tabpfn_outlier_factor_50_0_both,outliers_both_fac50,50.0,train_and_test,cell_outliers_tabpfn,outlier_factor,50.0,both,0.02,,,0.8482956290306071,0.7771019240077891,0.32490154038244634,0.010129015440095942,0.20923924136409194,0.20488813235748835,10.195812139449119,0.687285937758544,0.8844129484475054,22006.71615099907,6040.950415396008,0.21142578125,0.2130859375,32,8,True,cuda
EA-ICL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,EA,EA-ICL,openml_1590_v2__adult,openml_1590_v2__adult,adult,1590,7592,2,7592,43,0.2,True,39073,9769,icl_noisy_demo_labels_frac_0_1_train,label_noise_train_frac0.1,0.1,train_only,icl_noisy_demo_labels,frac,0.1,train,,,,0.8486027228989661,0.7808423159180471,0.3547997973622508,0.05795633460960658,0.21616380739642663,0.20097196975312454,9.77019554875225,0.5944902687256729,0.8312585198735712,26656.08699655533,6096.025097425066,0.2275390625,0.22841796875,32,8,True,cuda
EA-ICL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,EA,EA-ICL,openml_1590_v2__adult,openml_1590_v2__adult,adult,1590,7592,2,7592,43,0.2,True,39073,9769,feature_rotation_kdim_both_k_subspace_6_0_both,rotation_both_k6,6.0,train_and_test,feature_rotation_kdim_both,k_subspace,6.0,both,,387284.0,00ce7076ebfe,0.8556658818712253,0.7892167880656917,0.3081369989155736,0.00598374443247492,0.1973145459903561,0.1713229442209046,10.172916219271723,0.648167961219972,0.8637629806742793,24832.495779275894,6154.4698724444725,0.197265625,0.20302734375,32,8,True,cuda
EA-FULL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,EA,EA-FULL,openml_1590_v2__adult,openml_1590_v2__adult,adult,1590,7592,2,7592,43,0.2,True,39073,9769,clean_none_0_0_none,clean,0.0,none,clean,none,0.0,none,,,,0.8492169106356843,0.7804244666425786,0.3168457464423488,0.00996259550731495,0.20351323479602534,0.172151200299091,11.4283640963127,0.6418850532196609,0.8363194941356769,21501.630974650383,5437.029197383547,0.185546875,0.18935546874999998,32,8,True,cuda
EA-FULL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,EA,EA-FULL,openml_1590_v2__adult,openml_1590_v2__adult,adult,1590,7592,2,7592,43,0.2,True,39073,9769,uninformative_features_shuffled_n_add_10_0_both,uninformative_both_n10,10.0,train_and_test,uninformative_features_shuffled,n_add,10.0,both,,,,0.8426655747773569,0.7606714907943033,0.32985763307397004,0.00731731535578375,0.21249137935418946,0.09886167983357916,18.151380577292333,0.5956084355718588,0.761638188176982,20866.934723496437,5608.002090510846,0.162109375,0.17031249999999998,32,8,True,cuda
EA-FULL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,EA,EA-FULL,openml_1590_v2__adult,openml_1590_v2__adult,adult,1590,7592,2,7592,43,0.2,True,39073,9769,uninformative_features_shuffled_n_add_50_0_both,uninformative_both_n50,50.0,train_and_test,uninformative_features_shuffled,n_add,50.0,both,,,,0.8158460436073293,0.6739935139767633,0.3910184441977097,0.01984899065879902,0.2538505416980374,0.1258357628865806,16.87191332671611,0.642992232826106,0.7958060395786108,19898.29185318947,5025.733166848742,0.2109375,0.21689453125000002,32,8,True,cuda
EA-FULL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,EA,EA-FULL,openml_1590_v2__adult,openml_1590_v2__adult,adult,1590,7592,2,7592,43,0.2,True,39073,9769,cell_outliers_tabpfn_outlier_factor_10_0_both,outliers_both_fac10,10.0,train_and_test,cell_outliers_tabpfn,outlier_factor,10.0,both,0.02,,,0.8476814412938888,0.7785208222489162,0.3201332118629757,0.007179400689990686,0.2063156083707195,0.17327050572268268,12.200309689470998,0.7000756235880135,0.8634790150336167,22775.26872110367,5667.914029145602,0.18408203125,0.19443359375,32,8,True,cuda
