Bumps,Dirtiness,K_Scratch,Other_Faults,Pastry,Stains,Z_Scratch
93,0,0,108,0,0,0
1,18,0,8,0,0,0
0,0,176,20,0,0,0
33,0,3,301,0,0,0
3,0,0,73,3,0,0
1,0,0,9,0,26,0
0,0,0,46,0,0,49
