step,ce,bce,pdlc_tau,accuracy,lr,prior_time,train_time,pdlc_pos_weight,pdlc_pos_frac,pdlc_pair_logit_mean,pdlc_pair_logit_std,pdlc_pair_logit_pos_mean,pdlc_pair_logit_neg_mean,pdlc_logit_gap,pdlc_gamma_pos_mean,pdlc_gamma_neg_mean,pdlc_gamma_gap,pdlc_gamma_saturated_low,pdlc_gamma_saturated_high,pdlc_neff_mean,pdlc_neff_median,pdlc_entropy,pdlc_max_prob,pdlc_prob_gap,pdlc_prior_entropy,pdlc_entropy_reduction,probe/attn_kl_mean,probe/attn_entropy_mean,probe/delta_ce,probe/ce,probe/chance_entropy,row_L2_context_div,row_L2_sparsity,row_L2_scale_mean,row_L2_feat_velocity,row_L2_q_norm,row_L2_logit_mean,row_L12_context_div,row_L12_sparsity,row_L12_scale_mean,row_L12_feat_velocity,row_L12_q_norm,row_L12_logit_mean,icl_L2_context_div,icl_L2_sparsity,icl_L2_scale_mean,icl_L2_feat_velocity,icl_L2_q_norm,icl_L2_logit_mean,icl_L12_context_div,icl_L12_sparsity,icl_L12_scale_mean,icl_L12_feat_velocity,icl_L12_q_norm,icl_L12_logit_mean
11,0.8482573973014951,0.0,0.0,0.6542065348476171,1.9671815e-05,0.0003357948735356331,39.41088896803558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.10737364739179611,0.5667011737823486,0.8631280660629272,8.801515579223633,6.070943355560303,nan,0.18001911044120789,0.34111499786376953,0.7146632075309753,6.59194803237915,3.83903169631958
12,0.5783984698646236,0.0,0.0,0.7477293889969587,1.9642160000000004e-05,0.00040361005812883377,38.26994945202023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.10372734069824219,0.6570250988006592,0.8798896074295044,9.762046813964844,7.472952365875244,nan,0.16693374514579773,0.47692036628723145,1.028571367263794,6.4642558097839355,4.798985004425049
13,0.6114113631774671,0.0,0.0,0.7453171405941248,1.9612535e-05,0.0003496110439300537,37.28300608228892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.11964532732963562,0.5988489985466003,0.892084538936615,9.446037292480469,6.841679096221924,nan,0.16131557524204254,0.42869728803634644,0.6865808367729187,7.866537094116211,5.63679313659668
14,0.7130207197915297,0.0,0.0,0.6929534217342734,1.958294e-05,0.0001993877813220024,36.18298667576164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.13797983527183533,0.611594557762146,0.8789705634117126,8.906755447387695,6.444836139678955,nan,0.1792745292186737,0.4395991563796997,0.7748180031776428,8.219076156616211,6.3055620193481445
15,0.7572634023672435,0.0,0.0,0.673077009851113,1.9553375000000003e-05,0.000424104742705822,36.00108173023909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.12710148096084595,0.5431831479072571,0.9003875255584717,8.891727447509766,6.130115032196045,nan,0.15812043845653534,0.397296667098999,0.772569477558136,8.160232543945312,5.979540824890137
16,0.7501112343088607,0.0,0.0,0.6900440659373999,1.9523840000000004e-05,0.00031935516744852066,36.165328381583095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.132009357213974,0.5685663223266602,0.8865211009979248,9.12929916381836,6.449240684509277,nan,0.1580306440591812,0.5682408213615417,0.8616476655006409,7.841364860534668,6.581573009490967
17,0.6975371851003729,0.0,0.0,0.7013373158406466,1.9494335000000003e-05,0.000252540223300457,37.869813999161124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.1266934871673584,0.5944725871086121,0.8983376622200012,9.314615249633789,6.696145534515381,nan,0.18958379328250885,0.36593127250671387,0.7535216212272644,6.566104412078857,4.016685962677002
18,0.6893515000701882,0.0,0.0,0.6979300891980529,1.946486e-05,0.00011452659964561462,34.79738909006119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.13076773285865784,0.5180047750473022,0.8982159495353699,8.48282241821289,5.750548839569092,nan,0.16438749432563782,0.39387843012809753,0.7048813700675964,7.477982997894287,4.937720775604248
19,0.7598751803197956,0.0,0.0,0.6811612576711923,1.9435415e-05,0.00039167050272226334,36.270677289925516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.09002089500427246,0.7004165649414062,0.8650897145271301,9.666449546813965,7.3494462966918945,nan,0.1504274606704712,0.5755158066749573,1.1077637672424316,6.647668838500977,5.264518737792969
20,0.6943498118489515,0.0,0.0,0.7124572081957012,1.9406e-05,0.0004901941865682602,36.14753502327949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.11642487347126007,0.5059974789619446,0.8445445895195007,8.404778480529785,5.437560081481934,nan,0.18429550528526306,0.30137085914611816,0.7658392190933228,6.674727439880371,3.589632749557495
21,0.8064075248112204,0.0,0.0,0.6632725263480097,1.9376615e-05,0.0006134426221251488,38.09500314574689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.12295939773321152,0.5466409921646118,0.8533872365951538,8.332374572753906,5.663691520690918,nan,0.19517113268375397,0.33642542362213135,0.8160696625709534,7.020575046539307,3.8183200359344482
22,0.7722265490774589,0.0,0.0,0.6726784817874432,1.934726e-05,0.00043652579188346863,35.50498015154153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.11163032054901123,0.5058984756469727,0.8503665924072266,8.268768310546875,5.322577476501465,nan,0.18217378854751587,0.3339419662952423,0.7034494280815125,6.838983535766602,3.9225170612335205
23,0.6975466392412955,0.0,0.0,0.7002456665504724,1.9317935000000003e-05,0.0003571240231394768,36.573964825831354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.1376073956489563,0.5382053852081299,0.8880965709686279,8.388965606689453,5.602456569671631,nan,0.1518029421567917,0.4843628406524658,0.7887590527534485,8.556645393371582,6.760776519775391
24,0.8183349650498712,0.0,0.0,0.6551383980549872,1.9288640000000003e-05,0.004258587025105953,36.42629662249237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.12003427743911743,0.5655385255813599,0.8710218667984009,8.9320707321167,6.339552402496338,nan,0.15158814191818237,0.44810786843299866,0.7096669673919678,8.424983024597168,6.53244161605835
25,0.7686838642839575,0.0,0.0,0.6643567713908851,1.9259375000000002e-05,0.00028082914650440216,35.747805293649435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.1116756945848465,0.6258133053779602,0.856370747089386,9.086076736450195,6.536697864532471,nan,0.18724600970745087,0.3945048451423645,0.8989206552505493,6.121025085449219,3.8803648948669434
26,0.6956974747008644,0.0,0.0,0.7085912697948515,1.923014e-05,0.00027824845165014267,35.18822767212987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.11016308516263962,0.6178589463233948,0.8319054841995239,9.188770294189453,6.67665958404541,nan,0.17355205118656158,0.4087476432323456,0.8226097822189331,6.08546257019043,3.833402633666992
27,0.8162214752519503,0.0,0.0,0.6493905757088214,1.9200935e-05,0.00038826465606689453,36.41867178026587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.09973491728305817,0.632016122341156,0.8705652356147766,9.36386489868164,6.894247531890869,nan,0.16975295543670654,0.42768394947052,0.9856995940208435,6.166165351867676,4.11779260635376
28,0.8047291483962908,0.0,0.0,0.6659552927594632,1.9171760000000002e-05,0.00031661149114370346,35.058921162970364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.09584212303161621,0.6265001893043518,0.8460333347320557,9.420453071594238,6.927220821380615,nan,0.14971224963665009,0.491546094417572,0.8279340863227844,7.242367267608643,5.4567461013793945
29,0.755709291639505,0.0,0.0,0.6870846704114228,1.9142615e-05,0.00746269803494215,34.38990240171552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.15300345420837402,0.48714596033096313,0.9013708233833313,8.252881050109863,5.36749792098999,nan,0.1864556521177292,0.36783653497695923,0.8074029088020325,7.590841770172119,5.431036949157715
30,0.6619839746854268,0.0,0.0,0.7234568423591554,1.9113500000000003e-05,0.0003795875236392021,36.584134933538735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.11387994885444641,0.6092703342437744,0.8704484701156616,9.009879112243652,6.484309196472168,nan,0.18061959743499756,0.3546498119831085,0.736946165561676,6.512287139892578,3.8709335327148438
31,0.6871225447539473,0.0,0.0,0.6969108153134584,1.9084415e-05,0.0003214031457901001,37.196857726201415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.11960995197296143,0.6157106161117554,0.8777129650115967,9.282655715942383,6.840590476989746,nan,0.1647331714630127,0.4337504506111145,0.7084317803382874,7.888049602508545,5.535886764526367
32,0.6668580684054177,0.0,0.0,0.7137838117778301,1.905536e-05,0.0008437968790531158,37.17059948015958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.12315577268600464,0.5869508385658264,0.8619186878204346,9.21302604675293,6.728099346160889,nan,0.19475962221622467,0.34489011764526367,0.7754538655281067,6.703757286071777,3.93621563911438
33,0.7627667232300155,0.0,0.0,0.6821884419769049,1.9026335e-05,0.00035322457551956177,39.417475493624806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.12349693477153778,0.5749725103378296,0.8433252573013306,9.25940990447998,6.663394927978516,nan,0.16494952142238617,0.36586320400238037,0.7566007971763611,7.160195350646973,4.465019226074219
34,0.8344708996082773,0.0,0.0,0.6557308661285788,1.899734e-05,0.00035203155130147934,36.42384082917124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.1197524145245552,0.5881035327911377,0.8855392336845398,9.32503890991211,6.721404552459717,nan,0.1647924780845642,0.40868064761161804,0.7091789245605469,7.334280490875244,5.120970249176025
35,0.7153147619683295,0.0,0.0,0.6856991874519736,1.8968375e-05,0.00040676724165678024,36.90101455152035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.13204872608184814,0.5646597146987915,0.8697618842124939,9.080242156982422,6.333760738372803,nan,0.15490245819091797,0.4470110535621643,0.7780345678329468,8.43592357635498,6.674788475036621
36,0.856815317994915,0.0,0.0,0.6349399609025568,1.893944e-05,0.006019677966833115,36.32489550951868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.09547986090183258,0.6616344451904297,0.8534225821495056,9.672539710998535,7.312038421630859,nan,0.17198747396469116,0.5187468528747559,0.9577842950820923,6.461103439331055,4.691948413848877
37,0.8642841224354925,0.0,0.0,0.6381569940131158,1.8910535e-05,0.0025067394599318504,39.93941829260439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.09875086694955826,0.5610208511352539,0.8608759641647339,8.859189987182617,6.131664752960205,nan,0.15352198481559753,0.4225304126739502,0.832551896572113,7.411101818084717,5.301390171051025
38,0.7185216137440875,0.0,0.0,0.679937397595495,1.888166e-05,0.00030395202338695526,38.00056626647711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.12092767655849457,0.6123617887496948,0.8593080043792725,9.457209587097168,7.028189659118652,nan,0.1576714813709259,0.423565149307251,0.6941471099853516,8.006844520568848,5.452853202819824
39,0.8006364328030031,0.0,0.0,0.6623517235275358,1.8852815e-05,0.004840541630983353,37.09920443408191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.10528260469436646,0.7193378210067749,0.8644953966140747,10.098553657531738,8.039630889892578,nan,0.16713260114192963,0.5293653011322021,0.8866267204284668,6.978959560394287,5.490137100219727
40,0.6752723360067989,0.0,0.0,0.7190070988144726,1.8824e-05,0.00038505252450704575,39.8648029230535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.10665477067232132,0.570440411567688,0.8510858416557312,8.942564010620117,6.2432122230529785,nan,0.18215298652648926,0.34207189083099365,0.7544736862182617,6.679933547973633,3.920295000076294
41,0.8670840981358197,0.0,0.0,0.6421672510914505,1.8795215e-05,0.00019545108079910278,35.095793480053544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.11062663793563843,0.6204251646995544,0.8762533068656921,9.302420616149902,6.904648780822754,nan,0.18702930212020874,0.3622129559516907,0.7701200842857361,6.5920090675354,3.9634292125701904
42,0.6740967709192773,0.0,0.0,0.7003693527076393,1.876646e-05,0.031474837101995945,35.156865877099335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.13152091205120087,0.6093336343765259,0.8710814714431763,9.544429779052734,7.027355670928955,nan,0.15939348936080933,0.43789321184158325,0.7049386501312256,8.00098705291748,6.001372337341309
43,0.7203226654237369,0.0,0.0,0.6998876400757581,1.8737735e-05,0.000260230153799057,36.827557801268995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.10818624496459961,0.544123649597168,0.8396719694137573,8.79430866241455,5.930201053619385,nan,0.1537768393754959,0.3557482361793518,0.7499548196792603,7.420379638671875,4.848631381988525
44,0.7981968986568972,0.0,0.0,0.6641010066960007,1.8709040000000003e-05,0.0003844108432531357,38.674043426290154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.1048002541065216,0.5876656770706177,0.8635561466217041,9.111027717590332,6.478507041931152,nan,0.17793366312980652,0.37098437547683716,0.7148480415344238,7.0931396484375,4.402286052703857
45,0.8499361815484008,0.0,0.0,0.6424222458153963,1.8680375000000003e-05,0.0006990600377321243,35.690923877991736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.1314280927181244,0.5443025827407837,0.8629071712493896,8.91084098815918,6.343367099761963,nan,0.13373032212257385,0.4164644181728363,0.810948371887207,7.897819995880127,5.836344242095947
46,0.7757866040919907,0.0,0.0,0.6772338938899338,1.8651740000000002e-05,0.0007123155519366264,35.82911401242018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.10649126768112183,0.7037947773933411,0.8343135118484497,9.981735229492188,7.68518590927124,nan,0.15243016183376312,0.549498438835144,0.7896752953529358,7.003663063049316,5.392019271850586
47,0.7251395833554852,0.0,0.0,0.6898123896680772,1.8623135e-05,0.00019263476133346558,34.70947395078838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.10346970707178116,0.6490294933319092,0.8644803166389465,9.622525215148926,7.170164108276367,nan,0.18052469193935394,0.4493469297885895,0.9589886665344238,6.649412631988525,4.738739967346191
48,0.708962038406753,0.0,0.0,0.7085657673887908,1.859456e-05,0.0026819100603461266,36.887116223573685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.10730354487895966,0.6685951948165894,0.8441822528839111,9.685246467590332,7.281415939331055,nan,0.15683038532733917,0.4741904139518738,0.8847083449363708,6.309946537017822,4.378157615661621
49,0.7026534531469224,0.0,0.0,0.7059472168330103,1.8566015e-05,0.00022985227406024933,36.65709383226931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.11834381520748138,0.5272557735443115,0.8575003743171692,8.351203918457031,5.561731815338135,nan,0.18248122930526733,0.3173883259296417,0.7939303517341614,6.941220283508301,3.7712130546569824
50,0.5366527116275392,0.0,0.0,0.773111701477319,1.8537500000000003e-05,0.0004438525065779686,38.46702697407454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.14101290702819824,0.5484572649002075,0.8520119786262512,9.158844947814941,6.46101713180542,nan,0.15799236297607422,0.3728044927120209,0.7596632838249207,7.175617694854736,5.1631903648376465
51,0.7407125408062711,0.0,0.0,0.6866576529573649,1.8509015e-05,0.00043712370097637177,37.44182261172682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.12870079278945923,0.5110181570053101,0.8671690225601196,8.658212661743164,5.977375030517578,nan,0.16339772939682007,0.5012063980102539,0.8616471290588379,9.008201599121094,7.670376300811768
52,0.6303586025896948,0.0,0.0,0.7324009821750224,1.848056e-05,0.00041091814637184143,37.94465641863644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.12697194516658783,0.5855000019073486,0.8391937613487244,9.23033618927002,6.568082332611084,nan,0.1689525544643402,0.396793931722641,0.7249059677124023,6.997588157653809,4.760349273681641
53,0.7820773466082755,0.0,0.0,0.6609788972418755,1.8452135e-05,0.0002693943679332733,39.51794778741896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.1588670015335083,0.5572559833526611,0.8610268831253052,8.778199195861816,6.289392471313477,nan,0.18552696704864502,0.36314842104911804,0.7832416296005249,7.007874011993408,4.180521011352539
54,0.8388667993640411,0.0,0.0,0.637051934376359,1.842374e-05,0.00020105578005313873,36.18699981085956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.0981961190700531,0.6750165820121765,0.8595700860023499,9.81525993347168,7.493563652038574,nan,0.17282669246196747,0.49391281604766846,0.9511916637420654,6.404201030731201,4.791834831237793
55,0.8177858157359879,0.0,0.0,0.653136944398284,1.8395375000000002e-05,0.0003934204578399658,36.562758980318904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.1172725260257721,0.6345072388648987,0.847662091255188,9.46978759765625,7.162889003753662,nan,0.17369690537452698,0.44306182861328125,0.8489342927932739,7.371679306030273,5.33104133605957
56,0.8370058896398405,0.0,0.0,0.6434707739390433,1.836704e-05,0.023061469197273254,36.6221919786185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.10582058876752853,0.5622340440750122,0.8631375432014465,8.866308212280273,6.087568759918213,nan,0.18449008464813232,0.37693917751312256,0.7593718767166138,6.768593788146973,4.219869136810303
57,0.8683866586361546,0.0,0.0,0.633800879586488,1.8338735e-05,0.00018611550331115723,37.411035413853824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.10146430134773254,0.6965377926826477,0.8627517223358154,9.824438095092773,7.578647613525391,nan,0.15892037749290466,0.5562222003936768,0.9520244598388672,6.5261101722717285,5.060163497924805
58,0.7401940047202515,0.0,0.0,0.6943380997981876,1.831046e-05,0.00036717578768730164,38.28099291957915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.11194628477096558,0.5113816261291504,0.8699765801429749,8.570806503295898,5.654482841491699,nan,0.18343648314476013,0.3412324786186218,0.7311217784881592,6.913833141326904,4.113232135772705
59,0.8134483754256507,0.0,0.0,0.6633293798658997,1.8282215000000004e-05,0.0003019915893673897,37.26914677768946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.10963508486747742,0.6086816787719727,0.8704551458358765,9.225478172302246,6.787354469299316,nan,0.15792539715766907,0.40079063177108765,0.7056883573532104,7.46156120300293,4.893002510070801
60,0.6878716667561093,0.0,0.0,0.7245756527408957,1.8254000000000002e-05,0.0008161822333931923,37.43822922650725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.1119374930858612,0.5912890434265137,0.8501371145248413,9.160284042358398,6.6120123863220215,nan,0.16385506093502045,0.3608214557170868,0.8462358117103577,8.043731689453125,5.747073173522949
61,0.8945981521974318,0.0,0.0,0.6240529280621558,1.8225815000000002e-05,0.0007109800353646278,37.6440471932292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.1153564378619194,0.6172486543655396,0.8710377812385559,9.369546890258789,6.990499496459961,nan,0.19164933264255524,0.3628838360309601,0.835299015045166,6.565337657928467,4.009398460388184
62,0.720995896452223,0.0,0.0,0.6913646776229143,1.819766e-05,0.019451817497611046,35.98025284335017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.1413753628730774,0.547582745552063,0.8596789240837097,8.91251277923584,6.166207313537598,nan,0.15685372054576874,0.4202609658241272,0.7887653112411499,8.638564109802246,6.4473347663879395
63,0.7338134736346547,0.0,0.0,0.691752249840647,1.8169535000000005e-05,0.0004135267809033394,38.82433563284576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.11324429512023926,0.6198103427886963,0.8537101149559021,9.362525939941406,6.885985374450684,nan,0.15925687551498413,0.5010769367218018,1.005226731300354,6.342446804046631,4.589442729949951
64,0.8074522990500554,0.0,0.0,0.6589343633968383,1.814144e-05,0.00021800119429826736,34.989199904724956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.12809699773788452,0.5795079469680786,0.8781359195709229,9.088469505310059,6.539331436157227,nan,0.15709346532821655,0.5421189665794373,1.04331636428833,6.581895351409912,5.078067779541016
65,0.6584449404617772,0.0,0.0,0.706274961354211,1.8113375000000003e-05,0.00037125498056411743,37.27258114796132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.1293557584285736,0.6610427498817444,0.880802571773529,9.756927490234375,7.413806915283203,nan,0.16000725328922272,0.456767737865448,0.7429461479187012,7.850437641143799,5.722780227661133
66,0.8266677548817825,0.0,0.0,0.6516825340222567,1.808534e-05,0.0006015952676534653,37.21318517625332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.13930490612983704,0.4728221297264099,0.8799950480461121,8.200246810913086,5.462830543518066,nan,0.1561242640018463,0.4708021879196167,0.8196007013320923,9.292698860168457,7.68887996673584
67,0.7884298383942223,0.0,0.0,0.6704437318257987,1.8057335000000003e-05,0.00021477323025465012,36.74633578117937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.1265566349029541,0.557729959487915,0.8693614602088928,9.039050102233887,6.224989414215088,nan,0.16624438762664795,0.3276280164718628,0.7307530045509338,7.063833713531494,4.307306289672852
68,0.8166277010459453,0.0,0.0,0.6500651619862765,1.802936e-05,0.0003362884745001793,35.395909732207656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.12956967949867249,0.5407755374908447,0.8830054402351379,8.739667892456055,6.097830772399902,nan,0.16249771416187286,0.47128674387931824,0.7561027407646179,8.39894962310791,6.405295372009277
69,0.7232527432945517,0.0,0.0,0.6929729622788727,1.8001415000000005e-05,0.00036373361945152283,35.75614623166621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,0.11424732208251953,0.626024603843689,0.8670901656150818,9.481368064880371,7.088932991027832,nan,0.18720820546150208,0.34996169805526733,0.7856651544570923,6.522008895874023,3.8530983924865723
