step,ce,bce,pdlc_tau,accuracy,lr,prior_time,train_time,pdlc_pos_weight,pdlc_pos_frac,pdlc_pair_logit_mean,pdlc_pair_logit_std,pdlc_pair_logit_pos_mean,pdlc_pair_logit_neg_mean,pdlc_logit_gap,pdlc_gamma_pos_mean,pdlc_gamma_neg_mean,pdlc_gamma_gap,pdlc_gamma_saturated_low,pdlc_gamma_saturated_high,pdlc_neff_mean,pdlc_neff_median,pdlc_entropy,pdlc_max_prob,pdlc_prob_gap,pdlc_prior_entropy,pdlc_entropy_reduction,probe/attn_kl_mean,probe/attn_entropy_mean,probe/delta_ce,probe/ce,probe/chance_entropy
11,0.8882356917019933,0.5618931838544086,0.24902020394802094,0.6493978414218873,,0.00043714698404073715,40.974160999991,1.723259664257057,0.5168641100171953,0.3917771147098392,1.3372344532981515,1.0873822951689363,-0.7643859208837966,1.8517682167585008,0.666543741710484,0.4123761239461601,0.2541676163673401,0.02237241067746254,0.03894314083430572,3891.562488555908,3907.117920398712,nan,0.620392884593457,0.39344152112607844,0.9299071383429691,nan,,,,,
12,0.6627654276380781,0.4185697900975356,0.2488669455051422,0.7313613430596888,,0.00037179794162511826,39.48217569664121,1.2484626542864135,0.5767212321516126,0.5948067642748356,2.1397383380681276,2.0939583088620566,-1.7153283619118156,3.8092866672668606,0.7294876552186906,0.36318588818539865,0.36630176613107324,0.06760885085896007,0.09815326994157658,3189.934928894043,3231.794352531433,nan,0.6873036851175129,0.47291134753322694,0.7691992500331253,nan,,,,,
13,0.6859830943576526,0.42213763688050676,0.24872305989265442,0.7357247052714229,,0.0002090148627758026,38.5483885249123,1.2125011264215573,0.5653796340338886,0.39177699624269735,2.0176872136071324,1.8082027435302734,-1.5583379724484985,3.366540693677962,0.7222165251150727,0.36436924285953864,0.3578472835943103,0.06846954866721688,0.07007720535693807,3722.8031945228577,3743.1054825782776,nan,0.6820016484707594,0.46514315565582365,0.7918650330975652,nan,,,,,
14,0.7735352632007562,0.5178972330177203,0.248590886592865,0.6796575165353715,,0.00022887066006660461,37.57149921450764,1.3308334348839708,0.5309463087469339,0.25876152796990937,1.5249329101061448,1.2037397964741103,-1.0644397119613132,2.2681795029347995,0.6561101176775992,0.38724550540791824,0.26886461256071925,0.0331465857616422,0.04297553346532368,3369.440975189209,3405.2744646072388,nan,0.6377168004401028,0.3826829993631691,0.8375410628505051,nan,,,,,
15,0.8197006562841125,0.5267534271988552,0.24847057461738586,0.6631051630247384,,0.0004138462245464325,37.386105068959296,1.5330239368922776,0.5193640574580058,0.41133255664317403,1.7201078026555479,1.5127502214891138,-1.443441438001173,2.956191674224101,0.6653465782292187,0.37009286251850426,0.2952537159435451,0.04810113456210985,0.08424838745122543,3429.1603951454163,3461.993962287903,nan,0.6187403162475675,0.3763212485064287,0.8876922379131429,nan,,,,,
16,0.8005074247485027,0.5037676996380469,0.24836137890815735,0.6818749117664993,,0.00020964164286851883,37.59213689621538,1.4361736433056649,0.5417504746001214,0.3161742875818163,1.5198157459963113,1.2353016303459299,-1.161616956756916,2.396918583137449,0.6659896322526038,0.3794916358892806,0.2864979971200228,0.03334113552077156,0.048753975932413596,3500.1444330215454,3515.2879037857056,nan,0.6411075810901821,0.4038500228198245,0.8506479961215518,nan,,,,,
17,0.7449313642282505,0.4973262718594924,0.24826522171497345,0.6879843801725656,,0.007636341266334057,40.9647618746385,1.314702604780905,0.564944080542773,0.7015378585347207,1.5566576041746885,1.4915745910639089,-1.3005510155926459,2.7921256095869467,0.6700032157823443,0.3831058473442681,0.28689736826345325,0.026620642708508058,0.08610707263869699,3708.843228816986,3738.9552693367004,nan,0.650084265973419,0.4074829245801084,0.7882039314135909,nan,,,,,
18,0.7483581524284091,0.4892787945573218,0.24817845225334167,0.6857968342956156,,0.00033832527697086334,35.81781355198473,1.3621645554085262,0.5381929543800652,0.3888647530329763,1.8371688462793827,1.515097260926268,-1.4234924526535906,2.9385897019528784,0.6792657915502787,0.3637234372727107,0.31554235331714153,0.04726193689152036,0.06743075558125611,3362.2799592018127,3385.6765093803406,nan,0.6459372793324292,0.39932011073688045,0.8331534536555409,nan,,,,,
19,0.8267569288436789,0.515433723068611,0.24810411036014557,0.669100773287937,,0.00036109425127506256,37.203913061879575,1.5129083157808054,0.5253714330028743,0.40667448769090697,1.620322430273518,1.3868749311441206,-1.2557912912561733,2.6426662269514054,0.6704540168866515,0.37527340313681634,0.2951806136406958,0.03772677910031241,0.056202533526857223,3220.5408277511597,3231.1629037857056,nan,0.6298799843061715,0.3924616993754171,0.889763997431146,nan,,,,,
20,0.7722789404215291,0.4634448908473132,0.24804259836673737,0.6982475970871747,,0.0002864813432097435,37.410550626926124,1.5269165651116055,0.550345943775028,0.3184042331085948,2.0201290283584967,1.7242172377591487,-1.705898928204988,3.4301161483163014,0.6960862558335066,0.355645175994141,0.3404410765506327,0.0627906641436482,0.07365738932548993,3460.768801212311,3495.313229560852,nan,0.6426665119361132,0.4215403210837394,0.8545816151890904,nan,,,,,
21,0.8484495380253065,0.5418871042893443,0.2479882687330246,0.6560045669320971,,0.0003384444862604141,39.79346057027578,1.4731986327496998,0.5380206420086324,0.43215100224188063,1.1131231430335902,0.9412617951020366,-0.9640554400975816,1.9053172403364442,0.6518547390587628,0.3947464886587113,0.25710825016722083,0.012476492525877347,0.03102920415039989,3192.465715408325,3204.6088485717773,nan,0.617460573092103,0.3713121718610637,0.8738019962620456,nan,,,,,
22,0.8248609322763514,0.5230357753989665,0.24794168770313263,0.665216218912974,,0.00034814607352018356,36.718082105740905,1.6315415470162407,0.5292963213287294,0.41165858252861653,1.7086837724782526,1.3983351539282012,-1.3321408705742215,2.7304760183906183,0.6664519025944173,0.38041409024117456,0.2860378101468086,0.03875766639357536,0.06516430403439699,3362.41628074646,3405.5936965942383,nan,0.6163772949948907,0.3688525093602948,0.8866370354662649,nan,,,,,
23,0.7871569602154977,0.4894495561461554,0.2478998899459839,0.6830872839782387,,0.00042112916707992554,37.49940396100283,1.5549117844857392,0.5279734160285443,0.19606531626777723,1.8228644670452923,1.4641341162787285,-1.5663830117555335,3.0305171442450956,0.6721750376746058,0.35206513918592464,0.3201098977588117,0.05480533049575875,0.059637404610612066,2807.8671703338623,2834.07590675354,nan,0.6257905589882284,0.3781437552534044,0.8766596265486442,nan,,,,,
24,0.8705572009494063,0.5549203063274035,0.24786542356014252,0.6453225624281913,,0.0005019847303628922,37.67150330264121,1.653449717181502,0.5078067346476018,0.4502253670943901,1.6829442603047937,1.4037517440447118,-1.3558868427644484,2.7596385723445565,0.6611659498885274,0.37991948920534924,0.28124645864591,0.034851531101594446,0.0676982988764312,3359.889190673828,3391.7972536087036,nan,0.6151354466564953,0.38544598584849155,0.9281062287336681,nan,,,,,
25,0.8254032224213006,0.5425534522873932,0.24783651530742645,0.6546873438637704,,0.00036433711647987366,37.288280245848,1.4673909789853496,0.5266932104714215,0.23744750881451182,1.3428557424340397,1.0098866584303323,-1.0952928438393883,2.1051794918021187,0.6420254437252879,0.38365457468898967,0.25837086979299784,0.02591924275867541,0.032761939055490075,3760.226016998291,3792.6329374313354,nan,0.612783731892705,0.354177696921397,0.8681758806924336,nan,,,,,
26,0.7795124197145924,0.4755834786046762,0.2478122115135193,0.6922931340523064,,0.010054880753159523,36.6446153447032,1.3823605754587334,0.5633667435031384,0.15042640142746677,1.4706773422658443,1.114721985955839,-1.2788256645435467,2.3935476758051664,0.6581051140092313,0.3730570795596577,0.28504803543910384,0.03896313286060149,0.03740752342082487,3323.6134452819824,3345.5750846862793,nan,0.6282932248432189,0.3754952679737471,0.8156600954243913,nan,,,,,
27,0.8627117683063261,0.5660612120991573,0.24779178202152252,0.6383859082125127,,0.0003895442932844162,37.76709088496864,1.5091589296062011,0.5213900345843285,0.26387023930146825,1.2425971846096218,0.8477837779792026,-0.9621108481660485,1.8098946125246584,0.6208146773278713,0.3870963681838475,0.23371830862015486,0.016989486416169264,0.03943933057826143,3215.5681958198547,3257.0255460739136,nan,0.6041150249075145,0.3387530316176708,0.8855381399625912,nan,,,,,
28,0.8624096191488206,0.5409674589609494,0.24777351319789886,0.6540513469371945,,0.0004900116473436356,36.38821506872773,1.5778547924928716,0.5297050524968654,0.10591835921877646,1.2640626362990588,0.7924323914921843,-0.960472806240432,1.7529051897581667,0.6344949463382363,0.3876512327697128,0.24684371333569288,0.02214545660154954,0.012294040950791896,3294.566143989563,3318.953360557556,nan,0.6054692482575774,0.3467382196977269,0.8867902785423212,nan,,,,,
29,0.8291464979411103,0.49969495568802813,0.24775837361812592,0.6772073837928474,,0.0006693340837955475,36.80263583082706,1.5167384686283185,0.539109501754865,0.5187744920858677,1.9353520278818905,1.7094892315180914,-1.8114483980461955,3.520937606692314,0.6757172625511885,0.34677398357598577,0.3289432777091861,0.04605169883457805,0.09774551957366384,2995.3732919692993,3027.1556644439697,nan,0.6317339788656682,0.4091720186625025,0.8842673488252331,nan,,,,,
30,0.7184146189247258,0.4584307085897308,0.24774426221847534,0.7114926162175834,,0.0044356659054756165,37.94864060450345,1.1876365676580463,0.5505584008060396,0.2065810799576866,2.0231827704701573,1.5401726422132924,-1.698394367005676,3.238566991989501,0.6874089469201863,0.347333892059396,0.34007505560293794,0.05350125710944553,0.055050933352056575,2846.22084236145,2855.819853782654,nan,0.6727344687096775,0.44601866393350065,0.8047631223453209,nan,,,,,
31,0.7369684902078006,0.5050710086798063,0.2477315068244934,0.6862529523205012,,0.0010817134752869606,38.67231838777661,1.2944839497795328,0.5298499946948141,0.07976952019089367,1.749316443107091,1.2285262001312276,-1.4330543853575364,2.6615805986803025,0.6465772828087211,0.3606193234445527,0.28595796041190624,0.04567636332899383,0.0460366453640102,3309.497995376587,3339.4621181488037,nan,0.6445091557689011,0.38073057890869677,0.8153354800306261,nan,,,,,
32,0.724810390980565,0.46851821723612375,0.2477223426103592,0.703266593394801,,0.0004384005442261696,38.511301558464766,1.3988212057520286,0.5474454357754439,0.2783530489750774,2.1214747696649283,1.6988559497294773,-1.9102655893657357,3.6091215373016894,0.6761809815652668,0.34434985063853674,0.3318311315961182,0.059940115059589516,0.07330338979727458,3462.1957120895386,3505.740056991577,nan,0.65775451133959,0.42270796422235435,0.8132373706393992,nan,,,,,
33,0.8273985025880393,0.5249380967579782,0.24771463871002197,0.6701016062870622,,0.0003461092710494995,40.82566335890442,1.3606568126415368,0.5256272195838392,0.26438422506907955,1.5307631274336018,1.0995916033280082,-1.1962582426494919,2.2958498331718147,0.6544678946956992,0.37779845151817426,0.27666944405063987,0.029139443038019408,0.04211000673240051,3201.1032009124756,3231.6486263275146,nan,0.6286877379752696,0.37474108472815715,0.8768646830576472,nan,,,,,
34,0.9098467020667158,0.5460150551043625,0.24770620465278625,0.6444920245558023,,0.0002816151827573776,37.76901059132069,1.6096414253834155,0.5278871855698526,0.19334600402498836,1.204060954391025,0.859492238429084,-1.0076812197658,1.8671734710223973,0.6493673115037382,0.39898933796212077,0.2503779730759561,0.024498728568681072,0.013614433468319476,3228.472252845764,3251.9249324798584,nan,0.599795846035704,0.34944261114287656,0.9118530839041341,nan,,,,,
35,0.7587370973342331,0.5016863998025656,0.2476985901594162,0.6812449421267956,,0.0003621624782681465,38.15414925571531,1.2919033165526344,0.5484120501205325,0.2669446213330957,1.6414347911486402,1.2612643389729783,-1.3797183961287374,2.640982734039426,0.6537150833755732,0.3737838419037871,0.27993124071508646,0.03673643876486565,0.05145630312642879,3410.0052070617676,3442.218671798706,nan,0.6445339620113373,0.38814401035779156,0.8085148940444924,nan,,,,,
36,0.9393368781311437,0.5904447480279487,0.24769289791584015,0.6177383768372238,,0.00772071722894907,37.59757166728377,1.7232548762694933,0.46830023429356515,-0.0504419132557814,1.585100833181059,1.0279434243184369,-1.2036582214059308,2.231601625448093,0.6353630796074867,0.3821841314784251,0.25317894853651524,0.04520529875304646,0.0331721407009411,3086.862774372101,3106.299871444702,nan,0.5752217436674982,0.309939618295175,0.9987883507274091,nan,,,,,
37,0.9292051408410771,0.5747861439813278,0.24768652021884918,0.6286946113687009,,0.0006237085908651352,41.19994662608951,1.686283651361009,0.5033529596403241,0.07325240563477564,1.2863159714033827,0.8420979175280081,-1.0442497441545129,1.8863476506667212,0.6225139824673533,0.38489255393869826,0.2376214279793203,0.023331616322039395,0.021882885488594184,3220.6356267929077,3246.215214729309,nan,0.5815758467651904,0.3220044321788009,0.9499796782620251,nan,,,,,
38,0.8061731909401715,0.5157618895173073,0.2476855367422104,0.6659139413386583,,0.000307341106235981,39.32156941015273,1.4488520219456404,0.5192650354001671,-0.06569162182677246,1.5820291572017595,1.0205014048697194,-1.2885428459267132,2.309044267050922,0.6440333761274815,0.3643325175216887,0.2797008566558361,0.048634942754233634,0.02900284281349741,3203.5624256134033,3232.4060640335083,nan,0.6127955666743219,0.3427073619750445,0.8657461940310895,nan,,,,,
39,0.8776584429433569,0.5464823278671247,0.2476855367422104,0.645994495600462,,0.00027097295969724655,38.193419594317675,1.6940298895351589,0.5027864135336131,0.07815963999019004,1.6622009850107133,1.164802186001907,-1.368905617040582,2.533707828843035,0.646466005127877,0.36417582008289173,0.2822901848703623,0.04360762158646736,0.04865702619294776,3541.483120918274,3579.437126159668,nan,0.6027079629711807,0.35222184502345044,0.9391822759062052,nan,,,,,
40,0.734363760617839,0.45656573316733784,0.2476859986782074,0.7128951095510274,,0.013186300173401833,41.07292396016419,1.1933423937662155,0.5712215756066144,0.33618172674141533,1.7499312141444534,1.3758515122462995,-1.597166822408326,2.973018349846825,0.6721208682283759,0.3556681431514619,0.31645272485911846,0.03545286093895267,0.05949576453190275,3562.2208194732666,3583.680332183838,nan,0.6630757390521467,0.422045917075593,0.7813139450154267,nan,,,,,
41,0.9282471253536642,0.5733350356313167,0.24768772721290588,0.6320760645903647,,0.0006122700870037079,36.54250406101346,1.7880869208311196,0.4787100632674992,-0.03009558079065755,1.695094292750582,1.068460081856756,-1.45720037992578,2.5256604651222005,0.6346575976349413,0.3560434941246058,0.2786141037940979,0.04615779901541828,0.03977965859625998,3359.5844564437866,3390.7524194717407,nan,0.5937772437464446,0.3488593271758873,0.9868158905301243,nan,,,,,
42,0.7372933448496042,0.4839651598886121,0.24769167602062225,0.6904680281877518,,0.009382279589772224,36.3929891102016,1.33146975946147,0.5291945671197027,0.20504105991858523,2.1764926209580153,1.5657127870363183,-1.880710619268939,3.4464233971666545,0.6662331307306886,0.3316185162475449,0.3346146154217422,0.056365554221144976,0.08013086481332721,3024.4487981796265,3087.467384338379,nan,0.6456857251469046,0.39207550606079167,0.8369761938229203,nan,,,,,
43,0.8148198961862363,0.4789850183406088,0.2476963996887207,0.6854523692745715,,0.0004362165927886963,38.07174797169864,1.4558021462289616,0.5500791692174971,0.2473957596157561,1.8626116970553994,1.353189222048968,-1.6895874694455415,3.04277668800205,0.6621603476814926,0.3560987863165792,0.3060615621507168,0.05025541809926892,0.06307072295959415,3173.088562965393,3208.058921813965,nan,0.6214240903500468,0.3680015114368871,0.8549372194975149,nan,,,,,
44,0.8706324493978173,0.5280840179184452,0.24770008027553558,0.6538301850669086,,0.00037179701030254364,40.102154863998294,1.64691352994123,0.5319062266498804,0.18383947788606747,1.522184690926224,1.0031870068778517,-1.3105616744142026,2.3137486525811255,0.6350409095175564,0.3684784069482703,0.2665625028312206,0.027854017585860813,0.03960531889077856,3344.6742763519287,3369.941237449646,nan,0.6007589451037347,0.34400454078422626,0.8876000377931632,nan,,,,,
45,0.9030406165693421,0.573441633299808,0.2477048933506012,0.6298834751360118,,0.0004541007801890373,37.114545622840524,1.6859503860468976,0.4850181790534407,0.034033979623927735,1.7205494435038418,1.141607998892141,-1.3648442890844308,2.506452312140027,0.6338662854395807,0.3704136594024021,0.26345262583345175,0.041984835453938274,0.04712646950078536,3197.587896347046,3234.7787775993347,nan,0.5957366218790412,0.3370556204463355,0.959079951629974,nan,,,,,
46,0.8277556525717955,0.5140735201421194,0.2477106899023056,0.6727516362443566,,0.00036931969225406647,37.03437459748238,1.4379999868397135,0.5395904364995658,0.4242845682197185,1.5973008265718818,1.2150521279327222,-1.3288650850299746,2.5439171970356256,0.656372741330415,0.36810385913122445,0.288268880918622,0.022580774278253557,0.05974303763832722,3495.480987548828,3517.7136945724487,nan,0.6255160067230463,0.3808239630161552,0.862562207141309,nan,,,,,
47,0.7816548554401379,0.518791784561472,0.2477179765701294,0.6773724397644401,,0.000536816194653511,35.84529499989003,1.308255996205844,0.5272392947226763,0.06462919285240787,1.561180806485936,0.9501721464039292,-1.2007859408622608,2.1509580812999047,0.6402470008470118,0.3673801861004904,0.27286681439727545,0.030066828813644975,0.026939323882402277,3199.144094467163,3209.5121002197266,nan,0.6408163965679705,0.3795459200046025,0.8306215775664896,nan,,,,,
48,0.8013945484417491,0.465916845956599,0.24772529304027557,0.6968838954344392,,0.00026998575776815414,38.16446356847882,1.4308392998100317,0.560407388722524,0.21436543310119305,1.7862308616749942,1.352438178815646,-1.7767581177176908,3.1291962559334934,0.6696322024799883,0.35179524701379705,0.3178369542583823,0.048519981319259387,0.05917900296458356,3484.388006210327,3522.2003498077393,nan,0.6313139286357909,0.39037479329272173,0.836256053771649,nan,,,,,
49,0.8080625440343283,0.4729192019349284,0.247731015086174,0.6963525589089841,,0.0006623296067118645,38.271234274841845,1.4414405543502653,0.5622843811288476,0.1567331664264202,1.5578565540490672,1.1298460310908922,-1.6281831886153668,2.7580291998456232,0.6569552193395793,0.3547455225343583,0.3022096958011389,0.03956764946883595,0.03719960882244777,3495.806483268738,3549.095944404602,nan,0.6195574093144387,0.3662002841447247,0.8243486888241023,nan,,,,,
50,0.6487575958162779,0.37850573691684986,0.24773618578910828,0.7591881724074483,,0.0003608185797929764,39.459202475845814,1.1199211758757883,0.5876156412996352,0.10691772475547623,2.4100627016741782,1.8143017230031546,-2.3901439021574333,4.204445610521361,0.7012573210522532,0.31937456810555886,0.38188275462016463,0.08478766575793628,0.07679902527513427,3008.0372681617737,3045.64648103714,nan,0.6773195527493954,0.44206838151148986,0.7358524979936192,nan,,,,,
51,0.8391193469287828,0.5014253506960813,0.2477424144744873,0.6704146955162287,,0.00046308524906635284,38.738669069483876,1.5511444944422692,0.5316221925895661,0.011956799353356473,1.6660771103342995,1.0852484658098547,-1.5174379574600607,2.602686415601056,0.6569549939595163,0.3542237266083248,0.30273126903921366,0.05232121780900201,0.03569822501413,3179.406165599823,3184.0518527030945,nan,0.6074843413662165,0.35753319988725707,0.8890499763656408,nan,,,,,
52,0.7287244114559144,0.4360821966747608,0.24774685502052307,0.7197365961037576,,0.00035614054650068283,39.492438548244536,1.2332901787249284,0.5664197886362672,0.0862456428585574,1.9740833775140345,1.3968180365409353,-1.8694059550762177,3.266223950369749,0.6667571873404086,0.3355939326575026,0.33116325456649065,0.05562177556058534,0.06018020071644514,3413.534333705902,3460.680299758911,nan,0.6431824560277164,0.3886398258036934,0.785309612940182,nan,,,,,
53,0.8423662363784388,0.5450836628733668,0.24775147438049316,0.649154384387657,,0.00043335091322660446,41.01905744988471,1.52423173430725,0.5055464813485742,0.03394064471649472,1.5777986205066554,0.9820695114030968,-1.3219738111947663,2.304043303069193,0.6386834792792797,0.36309397345758043,0.27558950521051884,0.03678621093483336,0.040091600253560955,3714.5682554244995,3744.356333732605,nan,0.610974395647645,0.34774002811900573,0.9058841537917033,nan,,,,,
54,0.8958147072989959,0.5844597847753903,0.24775560200214386,0.6270508365705609,,0.0003844490274786949,37.50663215573877,1.6687432314502075,0.48592406255193055,0.09388367866631597,1.5173491353634745,0.965391472722331,-1.2500759391696192,2.2154674017219804,0.6229948839172721,0.37390368174237665,0.24909120239317417,0.0296392905131313,0.04290623636984492,3054.7135219573975,3094.1560497283936,nan,0.5884762129280716,0.3208992181753274,0.9470697902143002,nan,,,,,
55,0.8770513242343441,0.5424134178902023,0.24775853753089905,0.6459406611975282,,0.0012537948787212372,37.71596828382462,1.6493413510579558,0.5282112504355609,0.2358176887337322,1.4302822736790404,0.9879036015654492,-1.3264533746987581,2.3143569881212898,0.6421413440257311,0.37454104592325166,0.26760029746219516,0.026684179003325426,0.036517512458885903,3336.461283683777,3347.9326171875,nan,0.6062607290223241,0.35448027995880693,0.8972939507875708,nan,,,,,
56,0.8763451635604724,0.5675801733050321,0.2477622777223587,0.6386440121568739,,0.0005095284432172775,37.92665868997574,1.4685435543797212,0.5288185076788068,0.1931830073990568,1.1439573485404253,0.6617534132383298,-0.9559952485142276,1.6177486692904495,0.6181923868134618,0.3960781787172891,0.22211420768871903,0.010385384406265574,0.022410242079786258,3707.0659761428833,3718.1509799957275,nan,0.6047112313099205,0.3394323828033521,0.872139524522936,nan,,,,,
57,0.9282427276484668,0.5832368341871188,0.24776382744312286,0.6247962757479399,,0.00032531190663576126,38.374124409630895,1.6251251626235899,0.49199189245700836,0.11778126847639214,1.4373366896761581,0.8942603866039462,-1.2003745285328478,2.094634914479684,0.6308513386175036,0.38017775166372303,0.25067358696833253,0.027807756072844136,0.03868921723437779,3304.039150238037,3325.4946880340576,nan,0.5878611602820456,0.3270826601656154,0.9592685982352123,nan,,,,,
58,0.8125349428300979,0.4888480271183653,0.24776118993759155,0.6771840273868293,,0.0004482511430978775,39.33202665485442,1.5861969319084892,0.5159673632588238,0.0690567338897381,2.3562821259256452,1.7170997778594028,-2.1110125798149966,3.828112335060723,0.6847022967413068,0.3358408236745163,0.34886147268116474,0.07493966933088814,0.07847404187805296,3482.547951698303,3517.2253465652466,nan,0.6435115516651422,0.42203980771591887,0.9081604765960947,nan,,,,,
59,0.8658029590151273,0.5452139788321801,0.24775567650794983,0.6526804983150214,,0.010564878582954407,38.6516478350386,1.5153265966073377,0.5206278848927468,0.22696222989725356,1.4295856288517825,0.9323589419218479,-1.255486692825798,2.187845609849319,0.6437921966426075,0.3705029971024487,0.27328919852152467,0.020681371484949196,0.03849263124584468,3221.4953479766846,3238.750657081604,nan,0.6131814317777753,0.35305288777453825,0.8994012661278248,nan,,,,,
60,0.7631680591730401,0.45694281369287637,0.24775074422359467,0.7097000288777053,,0.0002554086968302727,38.4298793990165,1.2612246594908356,0.5492591690272093,0.3135318032000214,2.075993164908141,1.6040365740773268,-1.9108820357650984,3.514918647822924,0.691880252212286,0.34074138536379905,0.3511388669721782,0.0493254620892003,0.06589342440096857,3344.253854751587,3384.0341367721558,nan,0.6663501369766891,0.4420179969747551,0.8345822718983982,nan,,,,,
61,0.9576405986445025,0.5970691517322848,0.24774563312530518,0.6122418374288827,,0.00039182696491479874,38.980852629989386,1.8079297612785012,0.4723010049201548,0.03350020948710153,1.4576600950676948,0.8974462770202081,-1.1703978492878377,2.067844108969439,0.6315534105524421,0.37462409160798416,0.25692931888625026,0.030641457072249523,0.0270487143502276,3217.353865623474,3241.949673652649,nan,0.5847147330641747,0.33681773848002194,1.0045562341692857,nan,,,,,
