Bumps,Dirtiness,K_Scratch,Other_Faults,Pastry,Stains,Z_Scratch
92,0,0,109,0,0,0
1,18,0,8,0,0,0
0,0,176,20,0,0,0
32,0,3,302,0,0,0
3,0,0,73,3,0,0
1,0,0,9,0,26,0
0,0,0,48,0,0,47
