Bumps,Dirtiness,K_Scratch,Other_Faults,Pastry,Stains,Z_Scratch
0,0,0,201,0,0,0
0,0,0,27,0,0,0
0,0,57,139,0,0,0
0,0,0,337,0,0,0
0,0,0,79,0,0,0
0,0,1,29,0,6,0
0,0,0,94,0,0,1
