class,recall
Bumps,0.572139303482587
Dirtiness,0.8518518518518519
K_Scratch,0.9285714285714286
Other_Faults,0.7299703264094956
Pastry,0.6075949367088608
Stains,0.8611111111111112
Z_Scratch,0.8842105263157894
