Bumps,Dirtiness,K_Scratch,Other_Faults,Pastry,Stains,Z_Scratch
41,0,0,160,0,0,0
0,0,0,27,0,0,0
0,0,178,18,0,0,0
5,0,4,328,0,0,0
0,0,0,79,0,0,0
0,0,1,35,0,0,0
0,0,0,95,0,0,0
