Bumps,Dirtiness,K_Scratch,Other_Faults,Pastry,Stains,Z_Scratch
0,0,0,81,0,0,0
0,0,0,11,0,0,0
0,0,46,32,0,0,0
0,0,1,134,0,0,0
0,0,0,32,0,0,0
0,0,1,8,0,5,0
0,0,0,35,0,0,3
