class,recall
Bumps,0.582089552238806
Dirtiness,0.8148148148148148
K_Scratch,0.9183673469387755
Other_Faults,0.7507418397626113
Pastry,0.6329113924050633
Stains,0.8611111111111112
Z_Scratch,0.8842105263157894
