episode,pair_loss,pdlc_nll,pdlc_acc,prior_nll,auc_head,auc_cos,C,H,T,split,topk,epochs_per_episode,pairs_per_epoch,hard_neg_frac,randomize_variant,warmup,mimic_weight_used,min_anchors_per_class_used,min_queries_per_class,anchor_max_ratio
199,1.466349,1.323954,0.323671,1.322982,0.473036,0.495600,4,16,318,111,111,3,2730,0.5,True,False,0.0,3,1,0.324324
200,1.457927,0.662095,0.655556,0.646273,0.510394,0.489059,2,28,218,128,128,3,2730,0.5,True,False,0.0,2,1,0.6875
201,1.455928,1.591583,0.237500,1.595687,0.497431,0.503911,5,23,391,311,311,3,2730,0.5,True,False,0.0,3,1,0.299035
202,1.457999,0.675768,0.637500,0.656794,0.481453,0.506076,2,27,300,140,140,3,2730,0.5,True,False,0.0,2,1,0.607143
203,1.464065,1.314960,0.477612,1.316079,0.532574,0.488868,4,8,133,66,66,3,2730,0.5,True,False,0.0,3,1,0.348485
204,1.457681,0.662534,0.677778,0.629587,0.489792,0.574536,2,27,369,189,189,3,2730,0.5,True,False,0.0,2,1,0.656085
205,1.463382,0.660756,0.700000,0.620148,0.504746,0.616712,2,8,321,181,181,3,2730,0.5,True,False,0.0,2,1,0.635359
206,1.460675,0.663071,0.756944,0.609376,0.515290,0.535240,2,16,169,25,25,3,2730,0.5,True,False,0.0,2,1,0.6
207,1.457493,0.695901,0.488372,0.712928,0.488258,0.546064,2,5,174,131,131,3,2730,0.5,True,False,0.0,2,1,0.587786
208,1.453794,0.693242,0.508621,0.694751,0.495651,0.494568,2,29,378,262,262,3,2730,0.5,True,False,0.0,2,1,0.538168
209,1.457416,0.649576,0.702439,0.608951,0.493646,0.499559,2,20,339,134,134,3,2730,0.5,True,False,0.0,2,1,0.69403
210,1.464484,0.987660,0.432203,0.994378,0.481143,0.487598,3,14,248,130,130,3,2730,0.5,True,False,0.0,2,1,0.492308
211,1.458070,1.563438,0.444444,1.577210,0.519402,0.501900,6,26,268,232,232,3,2730,0.5,True,False,0.0,3,1,0.517241
212,1.458079,1.228017,0.438596,1.219696,0.559366,0.487664,4,18,148,34,34,3,2730,0.5,True,False,0.0,3,1,0.411765
213,1.465634,0.669538,0.666667,0.640367,0.500780,0.507980,2,13,328,253,253,3,2730,0.5,True,False,0.0,2,1,0.624506
214,1.466121,0.657386,0.671429,0.633758,0.501943,0.497982,2,18,188,48,48,3,2730,0.5,True,False,0.0,2,1,0.6875
215,1.462771,0.668084,0.640523,0.653892,0.482725,0.490635,2,8,288,135,135,3,2730,0.5,True,False,0.0,2,1,0.659259
216,1.462584,0.646321,0.707792,0.604382,0.499322,0.521883,2,8,263,109,109,3,2730,0.5,True,False,0.0,2,1,0.697248
217,1.455302,0.685677,0.578947,0.680661,0.484649,0.507358,2,24,301,187,187,3,2730,0.5,True,False,0.0,2,1,0.582888
