episode,pair_loss,pdlc_nll,pdlc_acc,prior_nll,auc_head,auc_cos,C,H,T,split,topk,epochs_per_episode,pairs_per_epoch,hard_neg_frac,randomize_variant,warmup,mimic_weight_used,min_anchors_per_class_used,min_queries_per_class,anchor_max_ratio
199,1.461993,1.131654,0.552239,1.108097,0.513634,0.512043,4,22,271,204,204,3,2730,0.5,True,False,0.0,3,1,0.455882
200,1.456316,1.035604,0.523810,1.026101,0.488100,0.475286,3,17,234,87,87,3,2730,0.5,True,False,0.0,2,1,0.448276
201,1.452588,0.641057,0.768000,0.566275,0.500663,0.490044,2,4,167,42,42,3,2730,0.5,True,False,0.0,2,1,0.666667
202,1.456464,0.694257,0.500000,0.700310,0.494161,0.503560,2,6,344,218,218,3,2730,0.5,True,False,0.0,2,1,0.559633
203,1.456154,0.694330,0.482759,0.698311,0.491621,0.505543,2,31,278,220,220,3,2730,0.5,True,False,0.0,2,1,0.536364
204,1.459990,0.692750,0.511811,0.695718,0.512793,0.551934,2,9,218,91,91,3,2730,0.5,True,False,0.0,2,1,0.549451
205,1.455300,0.692798,0.561538,0.693147,0.495124,0.491824,2,9,334,74,74,3,2730,0.5,True,False,0.0,2,1,0.5
206,1.462398,0.679975,0.595588,0.677678,0.510287,0.488489,2,22,381,245,245,3,2730,0.5,True,False,0.0,2,1,0.632653
207,1.464728,1.428332,0.415584,1.423426,0.510779,0.565963,5,27,292,61,61,3,2730,0.5,True,False,0.0,3,1,0.344262
208,1.455952,0.677569,0.611888,0.668817,0.489557,0.516703,2,31,384,98,98,3,2730,0.5,True,False,0.0,2,1,0.632653
209,1.462962,0.686602,0.557252,0.704011,0.499661,0.500678,2,27,202,71,71,3,2730,0.5,True,False,0.0,2,1,0.647887
210,1.459834,0.997838,0.379310,0.995831,0.552202,0.477252,4,16,122,64,64,3,2730,0.5,True,False,0.0,3,1,0.484375
211,1.452563,0.624078,0.810811,0.519461,0.484944,0.486273,2,31,188,151,151,3,2730,0.5,True,False,0.0,2,1,0.695364
212,1.457360,1.172317,0.481481,1.204260,0.555522,0.487960,4,19,289,235,235,3,2730,0.5,True,False,0.0,3,1,0.608511
213,1.461977,1.248464,0.493827,1.237447,0.492776,0.490081,4,24,390,147,147,3,2730,0.5,True,False,0.0,3,1,0.435374
214,1.457246,0.689839,0.554348,0.687231,0.479818,0.510672,2,25,238,54,54,3,2730,0.5,True,False,0.0,2,1,0.555556
215,1.458134,1.128799,0.545455,1.114419,0.536291,0.489392,4,6,132,110,110,3,2730,0.5,True,False,0.0,3,1,0.463636
216,1.463012,1.363855,0.385281,1.375390,0.469286,0.516675,4,19,287,56,56,3,2730,0.5,True,False,0.0,3,1,0.410714
217,1.453591,1.285518,0.392157,1.280593,0.541236,0.540871,5,20,300,198,198,3,2730,0.5,True,False,0.0,3,1,0.368687
218,1.462058,1.219471,0.351111,1.224821,0.617163,0.535713,4,29,353,128,128,3,2730,0.5,True,False,0.0,3,1,0.390625
219,1.453935,1.170693,0.527027,1.156858,0.542428,0.567566,4,12,290,216,216,3,2730,0.5,True,False,0.0,3,1,0.435185
220,1.458157,0.673015,0.625000,0.664028,0.513626,0.533920,2,25,396,164,164,3,2730,0.5,True,False,0.0,2,1,0.658537
221,1.460093,0.690892,0.630137,0.684086,0.496811,0.497303,2,11,233,160,160,3,2730,0.5,True,False,0.0,2,1,0.51875
222,1.462530,0.675538,0.615385,0.668447,0.490821,0.541924,2,20,177,34,34,3,2730,0.5,True,False,0.0,2,1,0.647059
223,1.454476,1.589995,0.392157,1.623291,0.589478,0.638555,6,14,346,295,295,3,2730,0.5,True,False,0.0,3,1,0.528814
224,1.459924,1.397622,0.439394,1.390741,0.513078,0.506408,5,23,380,314,314,3,2730,0.5,True,False,0.0,3,1,0.401274
225,1.460933,1.513777,0.333333,1.520455,0.523962,0.479363,5,22,197,74,74,3,2730,0.5,True,False,0.0,3,1,0.364865
226,1.459451,1.515054,0.352941,1.513831,0.490155,0.636610,5,12,176,74,74,3,2730,0.5,True,False,0.0,3,1,0.351351
227,1.457563,1.088654,0.423208,1.086016,0.506850,0.549176,3,7,330,37,37,3,2730,0.5,True,False,0.0,2,1,0.378378
228,1.455703,0.682220,0.636364,0.664892,0.478852,0.491812,2,13,196,174,174,3,2730,0.5,True,False,0.0,2,1,0.568966
229,1.457637,1.620842,0.208333,1.632152,0.515384,0.486131,5,23,165,141,141,3,2730,0.5,True,False,0.0,3,1,0.319149
230,1.459555,0.684393,0.606061,0.672945,0.499550,0.516529,2,13,332,35,35,3,2730,0.5,True,False,0.0,2,1,0.571429
231,1.457402,0.669072,0.677419,0.637828,0.496948,0.509354,2,23,235,204,204,3,2730,0.5,True,False,0.0,2,1,0.612745
232,1.460498,1.235294,0.388889,1.227742,0.516135,0.483537,4,22,144,108,108,3,2730,0.5,True,False,0.0,3,1,0.37037
233,1.460410,0.681065,0.698718,0.659134,0.503155,0.486084,2,29,300,144,144,3,2730,0.5,True,False,0.0,2,1,0.548611
234,1.453716,0.692608,0.523490,0.692087,0.499323,0.520530,2,5,282,133,133,3,2730,0.5,True,False,0.0,2,1,0.518797
235,1.458507,1.333189,0.351852,1.334120,0.514027,0.543810,4,5,396,234,234,3,2730,0.5,True,False,0.0,3,1,0.367521
236,1.453535,1.515286,0.340909,1.517111,0.514712,0.524436,5,15,286,198,198,3,2730,0.5,True,False,0.0,3,1,0.30303
237,1.459339,0.689321,0.568966,0.684527,0.503168,0.515064,2,27,142,84,84,3,2730,0.5,True,False,0.0,2,1,0.547619
238,1.462632,0.795758,0.700000,0.740013,0.479980,0.468301,3,27,187,37,37,3,2730,0.5,True,False,0.0,2,1,0.621622
239,1.466068,0.665236,0.702703,0.627040,0.486660,0.499150,2,22,224,113,113,3,2730,0.5,True,False,0.0,2,1,0.610619
240,1.455414,1.389644,0.371728,1.389708,0.593172,0.491127,5,11,300,109,109,3,2730,0.5,True,False,0.0,3,1,0.330275
241,1.460615,0.656822,0.703125,0.612394,0.494053,0.529972,2,21,359,103,103,3,2730,0.5,True,False,0.0,2,1,0.660194
242,1.459491,0.909840,0.700000,0.851471,0.479528,0.534129,3,17,196,36,36,3,2730,0.5,True,False,0.0,2,1,0.583333
243,1.463333,0.655300,0.721649,0.605443,0.488894,0.519050,2,7,181,84,84,3,2730,0.5,True,False,0.0,2,1,0.642857
244,1.458673,1.509398,0.414141,1.525553,0.477036,0.483648,6,12,335,137,137,3,2730,0.5,True,False,0.0,3,1,0.50365
245,1.463886,0.693523,0.489726,0.694544,0.490425,0.487931,2,23,375,83,83,3,2730,0.5,True,False,0.0,2,1,0.518072
246,1.453808,0.990549,0.382979,0.988192,0.524840,0.493010,3,10,220,173,173,3,2730,0.5,True,False,0.0,2,1,0.439306
247,1.455432,0.688134,0.558140,0.688503,0.503441,0.502621,2,27,209,166,166,3,2730,0.5,True,False,0.0,2,1,0.590361
248,1.459760,0.800357,0.557851,0.796676,0.563870,0.466180,3,22,351,109,109,3,2730,0.5,True,False,0.0,2,1,0.587156
249,1.457308,0.687809,0.582781,0.681056,0.514067,0.512482,2,8,376,74,74,3,2730,0.5,True,False,0.0,2,1,0.554054
250,1.454974,1.067023,0.614754,1.046955,0.524867,0.535411,4,6,398,154,154,3,2730,0.5,True,False,0.0,3,1,0.636364
251,1.456456,1.083422,0.588785,1.050845,0.490604,0.491685,4,30,185,78,78,3,2730,0.5,True,False,0.0,3,1,0.525641
252,1.458646,1.626360,0.245399,1.645991,0.497626,0.604219,6,13,238,75,75,3,2730,0.5,True,False,0.0,3,1,0.4
253,1.458584,1.370144,0.275591,1.388257,0.477695,0.526061,4,28,217,90,90,3,2730,0.5,True,False,0.0,3,1,0.411111
254,1.459574,1.385685,0.415385,1.387209,0.516934,0.488408,5,7,142,77,77,3,2730,0.5,True,False,0.0,3,1,0.454545
255,1.456282,0.684694,0.589474,0.677143,0.493860,0.505293,2,13,234,139,139,3,2730,0.5,True,False,0.0,2,1,0.582734
256,1.459997,0.689467,0.555556,0.687021,0.500875,0.506252,2,28,145,82,82,3,2730,0.5,True,False,0.0,2,1,0.560976
257,1.445310,1.358835,0.500000,1.349305,0.574409,0.522645,6,8,197,123,123,3,2730,0.5,True,False,0.0,3,1,0.414634
258,1.454005,0.674333,0.615385,0.672060,0.489242,0.508959,2,5,368,108,108,3,2730,0.5,True,False,0.0,2,1,0.666667
259,1.462501,0.993418,0.714286,0.925289,0.495586,0.517097,4,22,153,55,55,3,2730,0.5,True,False,0.0,3,1,0.527273
260,1.462801,0.693019,0.636364,0.693147,0.484007,0.813953,2,18,140,118,118,3,2730,0.5,True,False,0.0,2,1,0.5
261,1.455171,0.929222,0.656250,0.883640,0.491712,0.506509,3,7,321,129,129,3,2730,0.5,True,False,0.0,2,1,0.565891
262,1.464159,1.055387,0.517241,1.044873,0.502002,0.519135,3,23,165,136,136,3,2730,0.5,True,False,0.0,2,1,0.411765
263,1.446701,1.428849,0.521505,1.409652,0.588056,0.509051,6,18,352,166,166,3,2730,0.5,True,False,0.0,3,1,0.427711
264,1.449576,0.681275,0.666667,0.660354,0.482116,0.514262,2,13,397,352,352,3,2730,0.5,True,False,0.0,2,1,0.559659
265,1.453926,0.666513,0.639344,0.657490,0.488871,0.500167,2,27,364,303,303,3,2730,0.5,True,False,0.0,2,1,0.679868
266,1.459770,0.925764,0.604027,0.900356,0.445654,0.478391,3,27,165,16,16,3,2730,0.5,True,False,0.0,2,1,0.5625
267,1.453021,0.682593,0.594203,0.675769,0.505766,0.484729,2,28,284,215,215,3,2730,0.5,True,False,0.0,2,1,0.609302
268,1.456934,0.669740,0.642857,0.651878,0.514545,0.536583,2,24,233,163,163,3,2730,0.5,True,False,0.0,2,1,0.650307
269,1.456466,1.447108,0.283333,1.445179,0.496629,0.501158,5,27,353,293,293,3,2730,0.5,True,False,0.0,3,1,0.296928
270,1.459405,1.555219,0.459459,1.553067,0.504288,0.465656,6,28,181,144,144,3,2730,0.5,True,False,0.0,3,1,0.472222
271,1.463543,0.672440,0.758621,0.638981,0.505429,0.452950,2,9,121,34,34,3,2730,0.5,True,False,0.0,2,1,0.558824
272,1.451669,0.692083,0.543860,0.690543,0.506113,0.486224,2,6,242,185,185,3,2730,0.5,True,False,0.0,2,1,0.518919
273,1.453546,1.341905,0.402597,1.339019,0.501268,0.495077,4,31,281,204,204,3,2730,0.5,True,False,0.0,3,1,0.333333
274,1.454372,1.122783,0.592593,1.093118,0.519556,0.510107,4,16,361,307,307,3,2730,0.5,True,False,0.0,3,1,0.557003
275,1.456605,0.694465,0.452830,0.697375,0.510714,0.530621,2,18,267,214,214,3,2730,0.5,True,False,0.0,2,1,0.518692
276,1.453377,0.634874,0.750000,0.570653,0.509817,0.535794,2,5,179,107,107,3,2730,0.5,True,False,0.0,2,1,0.691589
277,1.465676,0.694931,0.513274,0.723197,0.497204,0.503867,2,23,154,41,41,3,2730,0.5,True,False,0.0,2,1,0.634146
278,1.455812,1.651019,0.236842,1.650864,0.500214,0.524512,6,25,239,201,201,3,2730,0.5,True,False,0.0,3,1,0.263682
279,1.464343,0.639636,0.751220,0.573658,0.492232,0.506674,2,25,289,84,84,3,2730,0.5,True,False,0.0,2,1,0.678571
280,1.462425,1.652862,0.202899,1.653960,0.534386,0.499893,6,13,138,69,69,3,2730,0.5,True,False,0.0,3,1,0.289855
281,1.459799,0.691085,0.546729,0.688911,0.488232,0.497372,2,7,318,104,104,3,2730,0.5,True,False,0.0,2,1,0.538462
282,1.461480,1.219410,0.523077,1.209460,0.532256,0.521171,4,11,280,150,150,3,2730,0.5,True,False,0.0,3,1,0.513333
283,1.456309,0.696194,0.404494,0.701592,0.510381,0.536571,2,13,189,100,100,3,2730,0.5,True,False,0.0,2,1,0.52
284,1.457152,0.680973,0.634615,0.666085,0.513393,0.583745,2,5,165,113,113,3,2730,0.5,True,False,0.0,2,1,0.566372
285,1.452582,1.613638,0.370370,1.630511,0.597227,0.487656,5,29,155,128,128,3,2730,0.5,True,False,0.0,3,1,0.421875
286,1.458355,0.691577,0.596273,0.689692,0.496048,0.589837,2,22,214,53,53,3,2730,0.5,True,False,0.0,2,1,0.509434
287,1.455145,1.025790,0.505155,1.042993,0.603310,0.339559,3,8,127,30,30,3,2730,0.5,True,False,0.0,2,1,0.466667
288,1.459022,0.682591,0.590625,0.677249,0.502768,0.534857,2,21,371,51,51,3,2730,0.5,True,False,0.0,2,1,0.607843
289,1.455786,0.691147,0.565217,0.689064,0.498600,0.493263,2,17,133,110,110,3,2730,0.5,True,False,0.0,2,1,0.518182
290,1.460153,0.665472,0.673077,0.634936,0.495377,0.482613,2,25,178,22,22,3,2730,0.5,True,False,0.0,2,1,0.636364
291,1.455863,0.649259,0.725926,0.595439,0.498153,0.513829,2,5,300,30,30,3,2730,0.5,True,False,0.0,2,1,0.666667
292,1.458959,0.689361,0.569231,0.684581,0.506117,0.516647,2,22,313,183,183,3,2730,0.5,True,False,0.0,2,1,0.546448
293,1.458736,0.691402,0.550336,0.688619,0.505577,0.513703,2,13,282,133,133,3,2730,0.5,True,False,0.0,2,1,0.533835
294,1.458760,1.599787,0.422018,1.593669,0.523530,0.479813,6,14,229,120,120,3,2730,0.5,True,False,0.0,3,1,0.341667
295,1.457839,0.654280,0.680851,0.626945,0.500410,0.521658,2,11,289,242,242,3,2730,0.5,True,False,0.0,2,1,0.698347
296,1.459505,0.658076,0.693122,0.619574,0.495775,0.523118,2,25,256,67,67,3,2730,0.5,True,False,0.0,2,1,0.656716
297,1.458322,0.638639,0.758065,0.566150,0.502837,0.511440,2,10,151,89,89,3,2730,0.5,True,False,0.0,2,1,0.685393
298,1.452895,0.693892,0.491228,0.696675,0.491456,0.507313,2,26,321,264,264,3,2730,0.5,True,False,0.0,2,1,0.534091
299,1.454030,1.518486,0.479452,1.518189,0.497398,0.501889,6,29,322,249,249,3,2730,0.5,True,False,0.0,3,1,0.514056
300,1.457609,1.475127,0.500000,1.466002,0.541170,0.558266,6,23,202,106,106,3,2730,0.5,True,False,0.0,3,1,0.509434
301,1.458995,0.690825,0.541436,0.690043,0.488623,0.503310,2,18,356,175,175,3,2730,0.5,True,False,0.0,2,1,0.554286
302,1.456790,1.585314,0.292857,1.584857,0.484242,0.544865,5,14,252,112,112,3,2730,0.5,True,False,0.0,3,1,0.276786
303,1.454517,0.693690,0.507143,0.702067,0.504084,0.503365,2,22,255,115,115,3,2730,0.5,True,False,0.0,2,1,0.573913
304,1.456564,0.990602,0.463636,1.001084,0.558530,0.503397,3,20,260,40,40,3,2730,0.5,True,False,0.0,2,1,0.5
305,1.455012,0.644542,0.760000,0.573477,0.487393,0.543926,2,30,222,172,172,3,2730,0.5,True,False,0.0,2,1,0.662791
306,1.456893,1.004574,0.581818,1.018279,0.496917,0.653014,3,7,188,133,133,3,2730,0.5,True,False,0.0,2,1,0.669173
307,1.458983,0.757136,0.556650,0.746960,0.565517,0.620748,3,9,328,125,125,3,2730,0.5,True,False,0.0,2,1,0.512
308,1.456687,1.103836,0.320000,1.106132,0.497836,0.508166,3,25,223,123,123,3,2730,0.5,True,False,0.0,2,1,0.365854
309,1.457281,0.636250,0.753623,0.566580,0.505002,0.449500,2,8,184,46,46,3,2730,0.5,True,False,0.0,2,1,0.695652
310,1.458292,0.703146,0.333333,0.726444,0.504836,0.509608,2,23,152,125,125,3,2730,0.5,True,False,0.0,2,1,0.544
311,1.452123,0.657373,0.707317,0.610470,0.516850,0.491276,2,14,370,288,288,3,2730,0.5,True,False,0.0,2,1,0.65625
312,1.460711,1.273074,0.500000,1.260393,0.513993,0.491496,4,19,140,108,108,3,2730,0.5,True,False,0.0,3,1,0.351852
313,1.455890,0.631722,0.772727,0.551741,0.501666,0.503773,2,31,189,101,101,3,2730,0.5,True,False,0.0,2,1,0.693069
314,1.457647,1.549295,0.456716,1.533121,0.475498,0.553293,6,5,376,41,41,3,2730,0.5,True,False,0.0,3,1,0.365854
315,1.459024,0.693131,0.507812,0.696905,0.502811,0.587932,2,20,157,29,29,3,2730,0.5,True,False,0.0,2,1,0.551724
316,1.459011,1.024958,0.343891,1.020707,0.527156,0.620896,3,5,310,89,89,3,2730,0.5,True,False,0.0,2,1,0.41573
317,1.455557,0.662964,0.653846,0.647399,0.512505,0.498252,2,21,336,258,258,3,2730,0.5,True,False,0.0,2,1,0.686047
318,1.459823,1.067361,0.725664,0.993145,0.587582,0.474887,6,12,200,87,87,3,2730,0.5,True,False,0.0,3,1,0.666667
319,1.452654,0.688813,0.548673,0.696470,0.494500,0.698176,2,11,329,216,216,3,2730,0.5,True,False,0.0,2,1,0.611111
320,1.458868,0.690491,0.611111,0.685845,0.507270,0.545587,2,12,218,56,56,3,2730,0.5,True,False,0.0,2,1,0.517857
321,1.454639,1.643194,0.350000,1.640787,0.542393,0.537965,6,26,273,213,213,3,2730,0.5,True,False,0.0,3,1,0.305164
322,1.449468,1.092299,0.401961,1.093394,0.527256,0.494390,3,32,397,295,295,3,2730,0.5,True,False,0.0,2,1,0.39661
323,1.456569,0.672013,0.625954,0.663456,0.523889,0.488007,2,18,260,129,129,3,2730,0.5,True,False,0.0,2,1,0.658915
324,1.455639,0.694932,0.489796,0.704065,0.497725,0.487698,2,10,166,117,117,3,2730,0.5,True,False,0.0,2,1,0.564103
325,1.455954,0.653164,0.692308,0.617258,0.495358,0.488985,2,23,146,29,29,3,2730,0.5,True,False,0.0,2,1,0.689655
326,1.454954,0.694087,0.468750,0.696931,0.499202,0.497336,2,13,189,157,157,3,2730,0.5,True,False,0.0,2,1,0.522293
327,1.460942,0.681874,0.585987,0.683364,0.487074,0.507326,2,4,220,63,63,3,2730,0.5,True,False,0.0,2,1,0.634921
328,1.452726,0.682101,0.587097,0.683818,0.505204,0.532548,2,6,391,236,236,3,2730,0.5,True,False,0.0,2,1,0.639831
329,1.458561,0.703267,0.352313,0.726526,0.513892,0.458947,2,15,312,31,31,3,2730,0.5,True,False,0.0,2,1,0.548387
330,1.461152,1.013640,0.575221,0.994232,0.507431,0.511859,3,24,192,79,79,3,2730,0.5,True,False,0.0,2,1,0.493671
331,1.456355,1.365853,0.383260,1.366063,0.494959,0.490128,4,15,359,132,132,3,2730,0.5,True,False,0.0,3,1,0.340909
332,1.453909,1.102681,0.570000,1.089546,0.544960,0.542453,4,17,380,180,180,3,2730,0.5,True,False,0.0,3,1,0.488889
333,1.460910,0.698216,0.440299,0.712680,0.505047,0.501990,2,9,161,27,27,3,2730,0.5,True,False,0.0,2,1,0.555556
334,1.456987,1.198083,0.647059,1.149107,0.542331,0.506417,5,22,147,113,113,3,2730,0.5,True,False,0.0,3,1,0.522124
335,1.451902,1.079166,0.451220,1.074481,0.491782,0.552382,3,28,294,212,212,3,2730,0.5,True,False,0.0,2,1,0.400943
336,1.454364,1.132522,0.411765,1.183149,0.519085,0.482175,4,31,276,225,225,3,2730,0.5,True,False,0.0,3,1,0.595556
337,1.454486,1.221195,0.540816,1.205808,0.514956,0.486429,4,10,270,172,172,3,2730,0.5,True,False,0.0,3,1,0.52907
338,1.455257,0.697652,0.448980,0.710370,0.494246,0.490976,2,28,226,128,128,3,2730,0.5,True,False,0.0,2,1,0.554688
339,1.455320,0.857158,0.681818,0.814197,0.496299,0.512535,3,31,197,87,87,3,2730,0.5,True,False,0.0,2,1,0.678161
340,1.460606,0.654718,0.714286,0.607515,0.493265,0.546132,2,12,166,103,103,3,2730,0.5,True,False,0.0,2,1,0.650485
341,1.454885,0.631528,0.766467,0.554711,0.499922,0.501198,2,13,360,193,193,3,2730,0.5,True,False,0.0,2,1,0.699482
342,1.456981,0.791790,0.780220,0.703243,0.545021,0.546741,3,18,375,193,193,3,2730,0.5,True,False,0.0,2,1,0.689119
343,1.456418,0.878062,0.684397,0.833000,0.497165,0.582730,3,31,368,86,86,3,2730,0.5,True,False,0.0,2,1,0.674419
344,1.457925,0.690070,0.566038,0.685852,0.496994,0.515320,2,15,155,102,102,3,2730,0.5,True,False,0.0,2,1,0.539216
345,1.453240,0.652097,0.703390,0.609117,0.515927,0.511769,2,12,325,207,207,3,2730,0.5,True,False,0.0,2,1,0.681159
346,1.458192,1.351941,0.554545,1.336842,0.540953,0.462620,6,25,201,91,91,3,2730,0.5,True,False,0.0,3,1,0.56044
347,1.454795,1.389297,0.410628,1.386985,0.535853,0.504237,5,22,335,128,128,3,2730,0.5,True,False,0.0,3,1,0.421875
348,1.458456,1.316644,0.380952,1.314002,0.472850,0.492167,5,4,189,147,147,3,2730,0.5,True,False,0.0,3,1,0.421769
349,1.455268,0.672939,0.693333,0.639046,0.515319,0.507876,2,16,180,105,105,3,2730,0.5,True,False,0.0,2,1,0.590476
350,1.461169,0.691161,0.568750,0.687626,0.494720,0.510314,2,20,242,82,82,3,2730,0.5,True,False,0.0,2,1,0.52439
351,1.457263,1.410882,0.400000,1.420034,0.538262,0.471256,5,4,175,110,110,3,2730,0.5,True,False,0.0,3,1,0.381818
352,1.454758,1.138336,0.600000,1.109027,0.584455,0.619595,5,24,171,86,86,3,2730,0.5,True,False,0.0,3,1,0.546512
353,1.450530,1.289171,0.410256,1.307548,0.483515,0.503068,4,10,243,204,204,3,2730,0.5,True,False,0.0,3,1,0.509804
354,1.459377,0.691391,0.538462,0.740688,0.508213,0.527808,2,14,172,42,42,3,2730,0.5,True,False,0.0,2,1,0.690476
355,1.455489,0.689781,0.545024,0.691786,0.510847,0.488785,2,6,297,86,86,3,2730,0.5,True,False,0.0,2,1,0.581395
356,1.454298,0.663868,0.672566,0.633632,0.509861,0.511966,2,18,278,165,165,3,2730,0.5,True,False,0.0,2,1,0.648485
357,1.452765,1.194250,0.563107,1.180516,0.531086,0.569106,5,11,367,264,264,3,2730,0.5,True,False,0.0,3,1,0.579545
358,1.451813,1.617595,0.369942,1.611468,0.521500,0.500194,6,8,226,53,53,3,2730,0.5,True,False,0.0,3,1,0.358491
359,1.452308,1.417343,0.473684,1.425760,0.529538,0.510767,5,11,220,182,182,3,2730,0.5,True,False,0.0,3,1,0.538462
360,1.460861,0.673744,0.611814,0.676271,0.501464,0.492476,2,11,338,101,101,3,2730,0.5,True,False,0.0,2,1,0.673267
361,1.459148,1.002743,0.551724,1.008199,0.491820,0.500550,3,12,171,55,55,3,2730,0.5,True,False,0.0,2,1,0.618182
362,1.453027,0.658716,0.686275,0.622163,0.496296,0.618259,2,30,157,106,106,3,2730,0.5,True,False,0.0,2,1,0.679245
363,1.456293,0.693789,0.492958,0.696089,0.492502,0.612900,2,17,165,94,94,3,2730,0.5,True,False,0.0,2,1,0.531915
364,1.456086,0.688140,0.559701,0.690162,0.460573,0.647329,2,7,397,263,263,3,2730,0.5,True,False,0.0,2,1,0.604563
365,1.454370,0.693120,0.509804,0.693006,0.499708,0.484931,2,22,207,105,105,3,2730,0.5,True,False,0.0,2,1,0.504762
366,1.457860,0.923323,0.658824,0.876363,0.522869,0.515048,3,10,205,120,120,3,2730,0.5,True,False,0.0,2,1,0.566667
367,1.458697,1.108403,0.324324,1.117308,0.494949,0.509626,3,10,199,162,162,3,2730,0.5,True,False,0.0,2,1,0.419753
368,1.457340,1.397783,0.491525,1.388123,0.487888,0.487416,5,21,124,65,65,3,2730,0.5,True,False,0.0,3,1,0.492308
369,1.450946,0.925336,0.622222,0.906840,0.520924,0.530123,3,19,330,240,240,3,2730,0.5,True,False,0.0,2,1,0.4875
370,1.449974,1.114868,0.290323,1.126382,0.495235,0.509602,3,14,244,213,213,3,2730,0.5,True,False,0.0,2,1,0.408451
371,1.460828,0.701784,0.437500,0.727108,0.495823,0.541267,2,18,145,129,129,3,2730,0.5,True,False,0.0,2,1,0.581395
372,1.458736,1.055302,0.492063,1.047925,0.472681,0.795069,3,26,164,101,101,3,2730,0.5,True,False,0.0,2,1,0.465347
373,1.458986,0.646620,0.738095,0.587004,0.510512,0.530047,2,20,195,27,27,3,2730,0.5,True,False,0.0,2,1,0.666667
374,1.446984,0.691147,0.540541,0.689911,0.498536,0.498053,2,12,391,317,317,3,2730,0.5,True,False,0.0,2,1,0.545741
375,1.457100,0.690973,0.546099,0.688892,0.488732,0.536482,2,19,251,110,110,3,2730,0.5,True,False,0.0,2,1,0.545455
376,1.451240,1.261301,0.503817,1.283206,0.506247,0.513622,5,14,306,175,175,3,2730,0.5,True,False,0.0,3,1,0.605714
377,1.444908,0.667964,0.658228,0.642658,0.505703,0.531171,2,4,231,73,73,3,2730,0.5,True,False,0.0,2,1,0.643836
378,1.460962,0.666479,0.682692,0.630358,0.535365,0.926949,2,12,387,283,283,3,2730,0.5,True,False,0.0,2,1,0.632509
379,1.456495,1.268476,0.465306,1.262994,0.514894,0.501766,4,13,303,58,58,3,2730,0.5,True,False,0.0,3,1,0.448276
380,1.451348,0.696085,0.403846,0.702401,0.488567,0.512712,2,21,399,347,347,3,2730,0.5,True,False,0.0,2,1,0.521614
381,1.454761,1.534335,0.369128,1.543898,0.544812,0.480521,5,20,398,100,100,3,2730,0.5,True,False,0.0,3,1,0.42
382,1.454996,0.689756,0.562500,0.685762,0.496004,0.547025,2,23,328,168,168,3,2730,0.5,True,False,0.0,2,1,0.547619
383,1.457108,0.683167,0.574468,0.696977,0.499570,0.508724,2,22,170,76,76,3,2730,0.5,True,False,0.0,2,1,0.657895
384,1.459101,0.648693,0.778761,0.580019,0.511978,0.487680,2,23,167,54,54,3,2730,0.5,True,False,0.0,2,1,0.62963
385,1.455675,0.669414,0.659091,0.642763,0.483328,0.532337,2,30,121,77,77,3,2730,0.5,True,False,0.0,2,1,0.636364
386,1.454189,0.690690,0.605263,0.684934,0.491655,0.490464,2,13,130,92,92,3,2730,0.5,True,False,0.0,2,1,0.521739
387,1.456398,0.674508,0.644737,0.653344,0.504248,0.487555,2,22,296,220,220,3,2730,0.5,True,False,0.0,2,1,0.609091
388,1.455302,0.692773,0.517857,0.692572,0.481346,0.528215,2,21,240,128,128,3,2730,0.5,True,False,0.0,2,1,0.523438
389,1.457787,0.911146,0.647436,0.874053,0.518425,0.497350,3,18,330,174,174,3,2730,0.5,True,False,0.0,2,1,0.62069
390,1.447789,0.673965,0.642336,0.653192,0.499364,0.493126,2,12,292,155,155,3,2730,0.5,True,False,0.0,2,1,0.619355
391,1.451471,1.358629,0.368182,1.376261,0.493513,0.528366,4,8,348,128,128,3,2730,0.5,True,False,0.0,3,1,0.46875
392,1.459256,0.683448,0.575540,0.690506,0.501415,0.523593,2,32,328,50,50,3,2730,0.5,True,False,0.0,2,1,0.64
393,1.460678,1.447336,0.437500,1.437623,0.542259,0.470069,5,29,367,47,47,3,2730,0.5,True,False,0.0,3,1,0.404255
394,1.452757,1.521685,0.388889,1.513757,0.499761,0.522383,6,30,354,282,282,3,2730,0.5,True,False,0.0,3,1,0.347518
395,1.454069,0.700420,0.421053,0.718778,0.490032,0.513803,2,8,121,102,102,3,2730,0.5,True,False,0.0,2,1,0.558824
396,1.454261,0.692296,0.547170,0.691223,0.501434,0.503030,2,28,182,129,129,3,2730,0.5,True,False,0.0,2,1,0.511628
397,1.452061,0.662260,0.657143,0.644496,0.502197,0.509163,2,16,332,297,297,3,2730,0.5,True,False,0.0,2,1,0.683502
398,1.459885,0.674422,0.623377,0.662983,0.493948,0.487416,2,16,152,75,75,3,2730,0.5,True,False,0.0,2,1,0.64
399,1.453765,1.416296,0.460870,1.404444,0.613522,0.523869,6,31,314,84,84,3,2730,0.5,True,False,0.0,3,1,0.440476
400,1.462637,0.812088,0.626374,0.799202,0.575813,0.658297,3,24,192,101,101,3,2730,0.5,True,False,0.0,2,1,0.663366
401,1.449874,1.000432,0.425806,1.010347,0.510122,0.487832,3,8,294,139,139,3,2730,0.5,True,False,0.0,2,1,0.47482
402,1.460452,0.678868,0.656028,0.657609,0.496410,0.504696,2,23,383,101,101,3,2730,0.5,True,False,0.0,2,1,0.574257
