class,recall
Bumps,0.0
Dirtiness,0.2962962962962963
K_Scratch,0.8061224489795918
Other_Faults,0.9970326409495549
Pastry,0.02531645569620253
Stains,0.6666666666666666
Z_Scratch,0.22105263157894736
