class,recall
Bumps,0.654320987654321
Dirtiness,0.9090909090909091
K_Scratch,0.9743589743589743
Other_Faults,0.7481481481481481
Pastry,0.6875
Stains,0.9285714285714286
Z_Scratch,0.9473684210526315
