anchor_index,anchor_label,weight
12312,0,1.9587533e-05
11773,0,1.699415e-05
5675,0,2.0409549e-05
6555,0,1.833338e-05
3595,0,1.9575356e-05
4158,0,1.9210012e-05
4038,0,1.9963358e-05
10127,0,1.8928004e-05
1203,0,1.9866204e-05
8215,0,1.776639e-05
869,0,1.7946903e-05
3323,0,1.6701699e-05
7872,0,1.9169274e-05
12640,0,1.8390678e-05
10779,0,1.7520313e-05
10911,0,1.679227e-05
11645,0,1.7156013e-05
10213,1,0.004123146
6795,0,1.7712255e-05
8930,0,1.7834634e-05
7008,0,1.9220348e-05
326,0,1.7379114e-05
1970,0,1.8892548e-05
2711,0,3.7103116e-05
3200,0,1.8960063e-05
2860,0,1.849632e-05
11023,0,3.014166e-05
9311,0,4.2077856e-05
11029,0,1.8876204e-05
3686,0,1.9066347e-05
7521,0,1.774865e-05
9425,0,2.094259e-05
1473,0,1.9636236e-05
4620,0,2.1486994e-05
9604,0,2.0082934e-05
7613,0,1.6426728e-05
3035,0,3.681352e-05
7737,0,2.8016e-05
12056,0,1.8443581e-05
8653,0,1.7124874e-05
2255,0,2.0631103e-05
3925,0,1.7890152e-05
11141,0,1.9422705e-05
12414,1,0.004098227
6664,0,1.7663e-05
1134,0,2.037429e-05
7350,0,1.9889141e-05
11088,0,4.891751e-05
9644,0,1.7923776e-05
12681,0,1.708538e-05
12711,0,2.4778405e-05
11476,0,1.853803e-05
8325,0,1.7506301e-05
2164,1,0.0041159075
9306,0,1.8932544e-05
2369,0,1.660916e-05
3929,0,1.9582918e-05
7057,0,2.021534e-05
2738,0,1.7499908e-05
11687,0,2.0391832e-05
11496,0,1.9065174e-05
5970,0,1.7543998e-05
2608,0,4.2756226e-05
11467,0,1.6586808e-05
11887,0,1.760859e-05
5063,0,3.7563488e-05
12482,0,1.928563e-05
8849,0,1.9155112e-05
15,0,1.880889e-05
11550,0,1.8012504e-05
4938,0,1.8609591e-05
10952,1,0.0041409885
6837,0,1.7389291e-05
34,0,1.7562354e-05
4980,0,1.7822087e-05
