Bumps,Dirtiness,K_Scratch,Other_Faults,Pastry,Stains,Z_Scratch
0,0,0,80,0,0,1
0,7,0,4,0,0,0
0,0,70,8,0,0,0
0,0,0,135,0,0,0
0,0,0,29,3,0,0
0,0,0,3,0,11,0
0,0,0,15,0,0,23
