class,recall
Bumps,0.5925925925925926
Dirtiness,0.7272727272727273
K_Scratch,0.9615384615384616
Other_Faults,0.8074074074074075
Pastry,0.625
Stains,1.0
Z_Scratch,0.868421052631579
