topk,score,acc,macro_f1,weighted_f1,n_predicted_classes,pred_entropy_norm,margin_median
,0.31403019847238195,0.5313765182186235,0.31403019847238195,0.431160313809657,3,0.5230978088182073,0.16663394503208712
8.0,0.5134896743644303,0.5961538461538461,0.5134896743644303,0.5739380136839689,5,0.8404336807283228,0.7266878354581263
16.0,0.5134289214483974,0.5961538461538461,0.5134289214483974,0.5739344327355177,5,0.8418155970837667,0.7235037805793598
32.0,0.5136420086134075,0.5961538461538461,0.5136420086134075,0.5738537979460767,5,0.8410262996159229,0.7190303659271136
64.0,0.5126420300018564,0.5951417004048583,0.5126420300018564,0.5729798779591007,5,0.8428874433851765,0.7136765537805805
128.0,0.5137684586480216,0.5961538461538461,0.5137684586480216,0.5740591694976065,5,0.8439424684129858,0.7058316015948557
