Bumps,Dirtiness,K_Scratch,Other_Faults,Pastry,Stains,Z_Scratch
0,0,0,81,0,0,0
0,2,0,9,0,0,0
0,0,69,8,0,1,0
0,0,0,135,0,0,0
0,0,0,29,3,0,0
0,0,0,2,0,12,0
0,0,0,21,0,0,17
